,Impacted Sector,Solution,Country(ies),Scenario,Quantification,Expression,Type of Value,Sample,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Agriculture,Pest Management,USA,NA,Economic Impact,BaselineImpact,Economic,Need,billion USD / yr,12,NA,NA,NA,NA,NA,Page 234,"The paper mentions a $12 billion threat to the US fruit producing industry due to the Mediterranean fruit fly (medfly), Ceratitis capitata (Wiedemann)."
1,Agriculture,Pest Control,USA,NA,Economic Impact,BaselineImpact,Economic,Need,million USD,927.75,NA,NA,NA,NA,NA,page 233,Potential impact of A. ludens (Mexican fruit fly) establishment in the USA. From Erikson (2000) cited in Sequeira et al. (2001).
2,Agriculture,Eradication Campaign,California,NA,AdaptationCost,CapExCost,Fiscal,Need,million USD,32,NA,NA,NA,NA,NA,page 233,Average cost of a single fruit fly eradication campaign in California since 1982. Papadopoulos et al. (2013).
3,Agriculture,Eradication Campaign,California,NA,AdaptationCost,CapExCost,Fiscal,Need,million USD,100,NA,NA,NA,NA,NA,page 233,Eradication effort in the San Francisco Bay Area in 1980–81. Carey (2010).
4,Agriculture,Eradication Campaign,Japan,NA,AdaptationCost,CapExCost,Fiscal,Need,million USD,177.2,NA,NA,NA,NA,NA,page 233,"Four eradication campaigns against the melon fly, involving the Sterile Insect Technique (SIT), conducted in the Okinawa prefecture of Japan from 1973 to 1992. Ito et al. (2003)."
5,Agriculture,Trade Restrictions,California,NA,Economic Impact,BaselineImpact,Economic,Need,million USD,564,NA,NA,NA,NA,NA,page 233,Revenue loss following an embargo on Californian fruits by Asian countries due to medfly establishment in the state. Siebert and Cooper (1995).
6,Agriculture,Trade Restrictions,California,NA,Job Losses,BaselineImpact,Economic,Need,jobs,14000,NA,NA,NA,NA,NA,page 233,Loss of jobs because of medfly establishment in California. Siebert and Cooper (1995).
7,Agriculture,Pest Exclusion,USA,NA,AdaptationCost,OpExCost,Fiscal,Need,million USD/yr,63,NA,NA,NA,NA,NA,page 233,Estimated USDA-APHIS spending for fruit fly exclusion and detection in 2010 (Anonymous 2011b).
8,Agriculture,Pest Management,Hawaii,NA,AdaptationCost,OpExCost,Monetary,Lead,USD/ha/year,432.60,NA,NA,NA,NA,NA,Page 495,Cost of spraying GF-120 weekly to papaya foliage using a 10 % solution assuming no re-application after rainfall events
9,Agriculture,Pest Management,Hawaii,NA,AdaptationCost,OpExCost,Monetary,Lead,USD/ha/year,515.80,NA,NA,NA,NA,NA,Page 495,Cost of spraying GF-120 weekly to papaya foliage using a 10 % solution in the hypothetical situation that 10 re-applications are needed in 1 year
10,Agriculture,Pest Management,Hawaii,NA,AdaptationCost,OpExCost,Monetary,Lead,USD/ha/year,208.0,NA,NA,NA,NA,NA,Page 495,Cost of weekly bait applications to PLMs
11,Agriculture,Pest Management,Hawaii,NA,AdaptationCost,CapExCost,Monetary,Lead,USD/ha,195,NA,NA,NA,NA,NA,Page 495,Cost of materials to make one PLM for research purposes
12,Agriculture,Pest Management,Hawaii,NA,AdaptationCost,OpExCost,Monetary,Lead,USD/ha,403.0,NA,NA,NA,NA,NA,Page 495,Cost of materials needed to make PLMs plus annual bait application
13,Agriculture,Pest Management,European crops,NA,AdaptationCost,OpExCost,Monetary,Lead,USD/ha,133,NA,NA,NA,NA,NA,Page 495,Cost of managing C. capitata using bait stations
14,Agriculture,Pest Management,European crops,NA,AdaptationCost,OpExCost,Monetary,Lead,USD/ha,266,NA,NA,NA,NA,NA,Page 495,Cost of managing C. capitata using mass trapping
15,Agriculture,Pest Management,"Mexico, USA, Guatemala",NA,MonetaryBenefits,MonetaryBenefits,Economic,Lead,billion USD / year,10,NA,NA,NA,NA,NA,page 611,Refers to the value of the horticultural industry protected by the Moscamed Regional Program.
16,Agriculture,Adaptation,"Mexico, USA, Guatemala",NA,OpExCost,OpExCost,Monetary,Need,million USD / year,2.0,NA,NA,NA,NA,NA,page 611,Refers to the average annual investment in operating the extensive trapping network of the Moscamed Regional Program.
