,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,GDP per capita growth,African countries,NA,2019,Historical mean,percent,-10,NA,NA,NA,NA,NA,Abstract,Climate-induced losses; mean estimate
1,GDP per capita growth,African countries,NA,2019,Historical mean,percent,-15,NA,NA,NA,NA,NA,Abstract,Climate-induced losses; upper bound of estimate
2,GDP per capita,African countries,NA,2020,NA,% change/precip,-0.0001,0.00003,NA,NA,NA,NA,"Table 1, Precipitation, 'Extreme & Severe dry'","Significant at 1% level for current and 1-year lag, at 5% for 5-year lag, and at 10% for 10-year lag."
3,GDP per capita,African countries,NA,2020,NA,% change/precip,-0.00004,0.00001,NA,NA,NA,NA,"Table 1, Precipitation, 'Extreme & Severe wet'","Significant at 1% level for current and 1-year lag, non-significant at 5-year and 10-year lags."
4,GDP per capita,African countries,NA,2020,NA,% change/temp^2,-0.028,0.014,NA,NA,NA,NA,"Table 1, Temperature, 'Squared temp.'","Significant at 5% level for current year, decreasing significance with longer lags."
5,GDP per capita growth,African countries,NA,2000,Current climate,percentage points,-0.10,NA,NA,NA,NA,NA,Page 7,Average annual losses.
6,GDP per capita growth,African countries,NA,2000,Current climate,percentage points,-0.15,NA,NA,NA,NA,NA,Page 7,Average annual losses.
7,GDP per capita,African countries,NA,2000,Baseline,percent,-5,NA,NA,NA,NA,NA,Page 7,Cumulative reduction.
8,GDP per capita,African countries,NA,2000,Baseline,percent,-15,NA,NA,NA,NA,NA,Page 7,Cumulative reduction.
9,GDP per capita,African countries,NA,1980,Precipitation,percent,-15,NA,NA,NA,NA,NA,Page 7,Precipitation effects.
10,GDP growth,African countries,NA,2003,Current climate,percent,-0.3,NA,NA,NA,NA,NA,Page 7,Low-income countries.
11,GDP growth,African countries,NA,2003,Current climate,percent,-0.1,NA,NA,NA,NA,NA,Page 7,High-income countries.
12,Climate influence,African countries,NA,2000,Socioeconomic,NA,0.32,NA,NA,NA,NA,NA,Page 7,"Current year, CI 0.232-0.451"
