,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Ecosystem Services,European Union,RCP4.5,2018,No CC,billion euros,494,NA,NA,NA,NA,NA,4,"Total coastal zone, excluding open sea."
1,Ecosystem Services loss,European Union,RCP4.5,2050,No CC,%,-4.2,NA,5%,3,95%,6.1,4,Decline in ecosystem services; 90% confidence interval.
2,Ecosystem Services loss,European Union,RCP8.5,2050,No CC,%,-5.1,NA,5%,3.3,95%,8.5,4,Decline in ecosystem services; 90% confidence interval.
3,Ecosystem Services loss,European Union,RCP4.5,2018,No CC,km2,1.0,NA,5%,0.7,95%,1.5,4,Area of habitats eroded by future sea level rise; 90% confidence interval.
4,Ecosystem Services loss,European Union,RCP8.5,2018,No CC,km2,1.2,NA,5%,0.7,95%,2.2,4,Area of habitats eroded by future sea level rise; 90% confidence interval.
5,GDP,EU NUTS 3 regions,Best-case,2100,Regional GDP,%,-5,NA,NA,NA,NA,NA,22,9 NUTS 3 regions would lose ecosystem services equal to more than 5% of their regional GDP.
6,GDP,EU NUTS 3 regions,Worst-case,2100,Regional GDP,%,-5,NA,NA,NA,NA,NA,22,40 NUTS 3 regions would lose ecosystem services equal to more than 5% of their regional GDP.
7,GDP,EU NUTS 3 regions,Best-case,2100,Regional GDP,%,-1,NA,NA,NA,NA,NA,22,429 NUTS 3 regions would lose ecosystem services worth less than 1% of regional GDP.
8,GDP,EU NUTS 3 regions,Worst-case,2100,Regional GDP,%,-1,NA,NA,NA,NA,NA,22,369 NUTS 3 regions would lose ecosystem services worth less than 1% of regional GDP.
9,Ecosystem Services,Albania,Worst-case,2100,2018 Ecosystem Services,% of GDP,-41,NA,NA,NA,NA,NA,22,Gjirokastër could incur the highest relative loss in economic terms of 41% of GDP in the most extreme case.
10,Ecosystem Services,Germany,Worst-case,2100,2018 Ecosystem Services,%,-62,NA,NA,NA,NA,NA,22,"Losses relative to 2018 services would be particularly large in several districts of Lower Saxony, especially Friesland."
11,Ecosystem Services,Europe,Best-case,2100,2018 Ecosystem Services,%,-10,NA,NA,NA,NA,NA,22,Only 24 regions would lose more than 10% of 2018 services
12,Ecosystem Services,Europe,Worst-case,2100,2018 Ecosystem Services,%,-10,NA,NA,NA,NA,NA,22,95 regions would lose more than 10% of 2018 services
