,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Poverty Rates,Globally,SSP scenarios,2030,No CC,%,4.5,NA,NA,NA,NA,NA,1,Lower bound of poverty rates across scenarios
1,Poverty Rates,Globally,SSP scenarios,2030,No CC,%,6,NA,NA,NA,NA,NA,1,Upper bound of poverty rates across scenarios
2,Poverty Headcount,Globally,SSP scenarios,2030,No CC,millions of persons,375,NA,NA,NA,NA,NA,1,Lower bound of poverty headcount across scenarios
3,Poverty Headcount,Globally,SSP scenarios,2030,No CC,millions of persons,500,NA,NA,NA,NA,NA,1,Upper bound of poverty headcount across scenarios
4,Poverty Headcount,Sub-Saharan Africa,Most Optimistic Scenario,2030,No CC,millions of persons,300,NA,NA,NA,NA,NA,1,Implies over 300 million individuals living in extreme poverty
5,Extreme Poverty,Globally,"September 1, 2017",2017,NA,millions of people,647,NA,NA,NA,NA,NA,3,Model estimate.
6,Poverty Reduction Speed,Globally,NA,2016,NA,people per minute,60,NA,NA,NA,NA,NA,3,Approximately 60 people per minute escape poverty.
7,Poverty Reduction Speed,Globally,NA,2020,NA,people per minute,50,NA,NA,NA,NA,NA,3,Poverty reduction slows down to below 50 people per minute.
8,Poor Population,Africa,NA,2017,NA,millions of people,418,NA,NA,NA,NA,NA,3,33% of the continent's population.
9,Poor Population,Africa,NA,2030,NA,millions of people,373,NA,NA,NA,NA,NA,3,23% of the continent's population.
10,Poor People escaping poverty,On-Track Countries,NA,2030,NA,millions of people,207,NA,NA,NA,NA,NA,3,
11,Poor Population,Off-Track Countries,NA,2017,NA,millions of people,202,NA,NA,NA,NA,NA,3,
12,Poor Population,Off-Track Countries,NA,2030,NA,millions of people,131,NA,NA,NA,NA,NA,3,
13,Poor Population,Countries with Rising Poverty,NA,2017,NA,millions of people,242,NA,NA,NA,NA,NA,3,
14,Poor Population,Countries with Rising Poverty,NA,2030,NA,millions of people,290,NA,NA,NA,NA,NA,3,
15,Extreme Poverty,Globally,SSP5,2030,SSP2,millions of people,377,NA,NA,NA,NA,NA,3,Compared to benchmark.
16,Extreme Poverty,Globally,SSP3,2030,SSP2,millions of people,506,NA,NA,NA,NA,NA,3,Compared to benchmark.
17,Poverty Rate,Nigeria,SSP3,2030,SSP2,percentage points,4.5,NA,NA,NA,NA,NA,3,Poverty rate is higher than the benchmark.
18,Extreme Poverty,Nigeria,SSP3,2030,SSP2,millions of people,15,NA,NA,NA,NA,NA,3,The number of persons living in poverty is higher than the benchmark.
19,Poverty Rate,Africa,SSP5,2030,SSP4,%,-6,NA,NA,NA,NA,NA,4,SSP5 projects approximately 20% poverty rate while SSP4 projects almost 26% for the same year.
20,Poverty Eradication,Globally,SSP5,2030,SSP2,Number of countries,3,NA,NA,NA,NA,NA,4,"Brazil, Burkina Faso, and Ecuador."
21,Poverty Headcount,104 countries,SSP2,2017,NA,millions of people,207,NA,NA,NA,NA,NA,Page 5,Total poverty headcount in 2017 across the considered countries.
22,Poverty Headcount,24 'On-track' countries,SSP2,2017,NA,millions of people,23,NA,NA,NA,NA,NA,Page 5,Poverty headcount in 2017 in countries 'on-track' to poverty reduction.
23,Poverty Headcount,40 'Off-track' countries,SSP2,2017,NA,millions of people,202,NA,NA,NA,NA,NA,Page 5,Poverty headcount in 2017 in countries 'off-track' to poverty reduction.
24,Poverty Headcount,20 'Rising Poverty' countries,SSP2,2017,NA,millions of people,242,NA,NA,NA,NA,NA,Page 5,Poverty headcount in 2017 in countries with rising poverty.
25,Poverty Headcount,104 countries,SSP2,2030,NA,millions of people,141,NA,NA,NA,NA,NA,Page 5,Projected total poverty headcount in 2030 across the considered countries.
26,Poverty Headcount,24 'On-track' countries,SSP2,2030,NA,millions of people,10,NA,NA,NA,NA,NA,Page 5,Projected poverty headcount in 2030 in countries 'on-track' to poverty reduction.
27,Poverty Headcount,40 'Off-track' countries,SSP2,2030,NA,millions of people,131,NA,NA,NA,NA,NA,Page 5,Projected poverty headcount in 2030 in countries 'off-track' to poverty reduction.
28,Poverty Headcount,20 'Rising Poverty' countries,SSP2,2030,NA,millions of people,290,NA,NA,NA,NA,NA,Page 5,Projected poverty headcount in 2030 in countries with rising poverty.
29,Poverty headcount,Africa,SSP1,2030,NA,millions,334.69,NA,NA,NA,NA,NA,6,
30,Poverty rate,Africa,SSP1,2030,NA,%,21.18,NA,NA,NA,NA,NA,6,
31,Poverty headcount,Africa,SSP2,2030,NA,millions,376.42,NA,NA,NA,NA,NA,6,
32,Poverty rate,Africa,SSP2,2030,NA,%,23.19,NA,NA,NA,NA,NA,6,
33,Poverty headcount,Africa,SSP3,2030,NA,millions,429.77,NA,NA,NA,NA,NA,6,
