,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,GDP per capita,World,No Mitigation,2100,No CC,percent,-7,NA,NA,NA,NA,NA,Page 1,Persistent increase in average global temperature by 0.04°C per year
1,GDP per capita,World,Paris Agreement,2100,No CC,percent,-1,NA,NA,NA,NA,NA,Page 1,Limiting the temperature increase to 0.01°C per annum
2,GDP per capita,World,No Mitigation + Variability,2100,No CC,percent,-13,NA,NA,NA,NA,NA,Page 1,Country-specific variability of climate conditions were to rise commensurate with annual temperature increases of 0.04°C
3,Real GDP per capita growth,174 countries,Unspecified,1990,Historical Norms,Unspecified,-0.01,NA,NA,NA,NA,NA,Page 1,"Panel data set of 174 countries over the years 1960 to 2014, we find that per-capita real output growth is adversely affected by persistent changes in the temperature above or below its historical norm"
4,Income growth,174 countries,Historical norm deviations,2014,No CC,percentage points per year,-0.0543,NA,NA,NA,NA,NA,3,Impact from 0.01°C annual temperature rise above/below historical norm; using 2014 as the end year of the sample.
5,Real GDP per capita,World,RCP 8.5,2100,Baseline (1960-2014 trend),percent,-7.22,NA,NA,NA,NA,NA,3,Increase in average global temperature of 0.04°C per year.
6,Real GDP per capita,World,RCP 8.5,2100,Baseline (1960-2014 trend),percent,-13.11,NA,NA,NA,NA,NA,3,Considering country-specific climate variability increase commensurate to temperature increases.
7,Real GDP per capita,World,Paris Agreement (0.01°C/year),2100,Baseline (1960-2014 trend),percent,-1.07,NA,NA,NA,NA,NA,3,Limiting the increase to 0.01°C per annum.
8,Real GDP per capita,U.S.,RCP 8.5,2100,No CC,percent,-10.52,NA,NA,NA,NA,NA,3,Reflecting a sharp increase in its average temperatures.
9,GDP per capita,Global,RCP 8.5,2100,No CC,%,-13.11,NA,NA,NA,NA,NA,Paper ID,Considering climate variability. This appears to be a global aggregate calculated from country-specific results detailed in Tables 6 and 7 as referenced from Figure 2 on page 4 of the paper.
10,Real GDP per capita growth,Global,Historical,2014,No CC,Percentage,-0.373,0.141,NA,NA,NA,NA,"Page 6, Table 1",Results represent long-run effects of persistent temperature deviations from historical norms over the period 1960-2014.
11,Real GDP per capita growth,Global,Historical,2014,No CC,Percentage,-0.566,0.209,NA,NA,NA,NA,"Page 6, Table 1",HPJ-FE estimates correcting FE bias in temperature deviations impact over the period 1960-2014.
12,Real GDP per capita growth,Global,Historical,2014,No CC,Percentage,-0.441,0.217,NA,NA,NA,NA,"Page 6, Table 1",Results represent long-run effects of negative temperature deviations from historical norms over the period 1960-2014.
13,Real GDP per capita growth,Global,Historical,2014,No CC,Percentage,-0.500,0.249,NA,NA,NA,NA,"Page 6, Table 1",HPJ-FE estimates correcting FE bias in negative temperature deviations impact over the period 1960-2014.
14,Real GDP per capita growth,Global,Historical,2014,No CC,Percentage,-0.070,0.237,NA,NA,NA,NA,"Page 6, Table 2",Results represent long-run effects of precipitation deviations from historical norms over the period 1960-2014.
15,Real GDP per capita growth,Global,Historical,2014,No CC,Percentage,-0.125,0.335,NA,NA,NA,NA,"Page 6, Table 2",HPJ-FE estimates correcting FE bias in precipitation deviations impact over the period 1960-2014.
16,Real GDP per capita growth,Global,Historical,2014,No CC,Percentage,-0.375,0.142,NA,NA,NA,NA,"Page 6, Table 2",Results using absolute value of temperature deviations over the period 1960-2014.
17,Real GDP per capita growth,Global,Historical,2014,No CC,Percentage,-0.523,0.201,NA,NA,NA,NA,"Page 6, Table 2",HPJ-FE estimates correcting FE bias in absolute temperature deviations over the period 1960-2014.
18,Real GDP per capita growth,Global,Historical,2014,No CC,Percentage,-0.379,0.142,NA,NA,NA,NA,"Page 6, Table 2","Results using absolute value of temperature deviations, Specification 2, over the period 1960-2014."
19,Real GDP per capita growth,Global,Historical,2014,No CC,Percentage,-0.529,0.201,NA,NA,NA,NA,"Page 6, Table 2","HPJ-FE estimates for temperature deviations, Specification 2, over the period 1960-2014."
20,GDP per capita growth,174 countries,NA,2014,Historical average temperature,NA,0,NA,NA,NA,NA,NA,7,Describes tests for differential effects based on income (rich vs. poor) and climate (hot vs. cold) but coefficients of interaction terms were not statistically significant. The negative effect mentioned is qualitative.
21,Per capita real GDP growth,Cold countries,RCP 2.6 & 8.5,2100,Historical trend of 1960–2014,%,-0.342,0.1509,2.5%, -0.64,97.5%,-0.05,8,Calculated from text referencing Table 4 Column 6; 95% range using coefficient +/- 1.96*SD. This reports marginal effect for deviations from historical temperature norms
22,Per capita real GDP growth,Hot countries,RCP 2.6 & 8.5,2100,Historical trend of 1960–2014,%,-1.180,0.3713,2.5%,-1.91,97.5%,-0.45,8,Calculated from text referencing Table 4 Column 6; 95% range using coefficient +/- 1.96*SD. This reports marginal effect for deviations from historical temperature norms
23,Per capita real GDP growth,All countries,NA,2014,Historical norm (m=20),% change per annum,-0.447,0.234,NA,NA,NA,NA,9,Excluding lagged world output growth.
24,Per capita real GDP growth,All countries,NA,2014,Historical norm (m=30),% change per annum,-0.487,0.367,NA,NA,NA,NA,9,Excluding lagged world output growth.
25,Per capita real GDP growth,All countries,NA,2014,Historical norm (m=40),% change per annum,-0.521,0.473,NA,NA,NA,NA,9,Excluding lagged world output growth.
26,Per capita real GDP growth,All countries,NA,2014,Historical norm (m=20),% change per annum,-0.706,0.237,NA,NA,NA,NA,9,Including lagged world output growth.
27,Per capita real GDP growth,All countries,NA,2014,Historical norm (m=30),% change per annum,-0.918,0.393,NA,NA,NA,NA,9,Including lagged world output growth.
28,Per capita real GDP growth,All countries,NA,2014,Historical norm (m=40),% change per annum,-1.051,0.519,NA,NA,NA,NA,9,Including lagged world output growth.
29,Per capita real GDP growth,Cold countries,NA,2014,Historical norm (m=20),% change per annum,-0.227,0.101,NA,NA,NA,NA,9,Excluding lagged world output growth.
30,Per capita real GDP growth,Cold countries,NA,2014,Historical norm (m=30),% change per annum,-0.230,0.128,NA,NA,NA,NA,9,Excluding lagged world output growth.
31,Per capita real GDP growth,Cold countries,NA,2014,Historical norm (m=40),% change per annum,-0.198,0.175,NA,NA,NA,NA,9,Excluding lagged world output growth.
32,Per capita real GDP growth,Cold countries,NA,2014,Historical norm (m=20),% change per annum,-0.238,0.105,NA,NA,NA,NA,9,Including lagged world output growth.
33,Per capita real GDP growth,Cold countries,NA,2014,Historical norm (m=30),% change per annum,-0.342,0.151,NA,NA,NA,NA,9,Including lagged world output growth.
34,Per capita real GDP growth,Cold countries,NA,2014,Historical norm (m=40),% change per annum,-0.457,0.169,NA,NA,NA,NA,9,Including lagged world output growth.
35,Per capita real GDP growth,Hot/Temp countries,NA,2014,Historical norm (m=20),% change per annum,-0.665,0.193,NA,NA,NA,NA,9,Excluding lagged world output growth.
36,Per capita real GDP growth,Hot/Temp countries,NA,2014,Historical norm (m=30),% change per annum,-0.780,0.302,NA,NA,NA,NA,9,Excluding lagged world output growth.
37,Per capita real GDP growth,Hot/Temp countries,NA,2014,Historical norm (m=40),% change per annum,-0.613,0.431,NA,NA,NA,NA,9,Excluding lagged world output growth.
38,Per capita real GDP growth,Hot/Temp countries,NA,2014,Historical norm (m=20),% change per annum,-0.842,0.222,NA,NA,NA,NA,9,Including lagged world output growth.
39,Per capita real GDP growth,Hot/Temp countries,NA,2014,Historical norm (m=30),% change per annum,-1.180,0.371,NA,NA,NA,NA,9,Including lagged world output growth.
40,Per capita real GDP growth,Hot/Temp countries,NA,2014,Historical norm (m=40),% change per annum,-1.212,0.504,NA,NA,NA,NA,9,Including lagged world output growth.
41,Per capita real GDP growth,Poor countries,NA,2014,Historical norm (m=20),% change per annum,-0.603,0.270,NA,NA,NA,NA,9,Excluding lagged world output growth.
42,Per capita real GDP growth,Poor countries,NA,2014,Historical norm (m=30),% change per annum,-0.759,0.406,NA,NA,NA,NA,9,Excluding lagged world output growth.
43,Per capita real GDP growth,Poor countries,NA,2014,Historical norm (m=40),% change per annum,-0.855,0.488,NA,NA,NA,NA,9,Excluding lagged world output growth.
44,Per capita real GDP growth,Poor countries,NA,2014,Historical norm (m=20),% change per annum,-1.020,0.262,NA,NA,NA,NA,9,Including lagged world output growth.
45,Per capita real GDP growth,Poor countries,NA,2014,Historical norm (m=30),% change per annum,-1.463,0.429,NA,NA,NA,NA,9,Including lagged world output growth.
46,Per capita real GDP growth,Poor countries,NA,2014,Historical norm (m=40),% change per annum,-1.703,0.547,NA,NA,NA,NA,9,Including lagged world output growth.
47,Per capita real GDP growth,Rich countries,NA,2014,Historical norm (m=20),% change per annum,-0.586,0.195,NA,NA,NA,NA,9,Excluding lagged world output growth.
48,Per capita real GDP growth,Rich countries,NA,2014,Historical norm (m=30),% change per annum,-0.849,0.272,NA,NA,NA,NA,9,Excluding lagged world output growth.
49,Per capita real GDP growth,Rich countries,NA,2014,Historical norm (m=40),% change per annum,-1.047,0.373,NA,NA,NA,NA,9,Excluding lagged world output growth.
50,Per capita real GDP growth,Rich countries,NA,2014,Historical norm (m=20),% change per annum,-0.587,0.209,NA,NA,NA,NA,9,Including lagged world output growth.
51,Per capita real GDP growth,Rich countries,NA,2014,Historical norm (m=30),% change per annum,-1.003,0.310,NA,NA,NA,NA,9,Including lagged world output growth.
52,Per capita real GDP growth,Rich countries,NA,2014,Historical norm (m=40),% change per annum,-1.280,0.392,NA,NA,NA,NA,9,Including lagged world output growth.
53,Per capita real GDP growth,174 countries,N/A,2014,N/A,percent,-0.0038,0.0021,NA,NA,NA,NA,10,"Based on Δ𝑥𝑖,𝑡−0(𝑚)"
54,Per capita real GDP growth,174 countries,N/A,2014,N/A,percent,0.2643,0.0500,NA,NA,NA,NA,10,"Based on Δ𝑦𝑖,𝑡−1"
55,Per capita real GDP growth,174 countries,N/A,2014,N/A,percent,-0.0056,0.0029,NA,NA,NA,NA,10,"Based on Δ𝑥𝑖,𝑡−1(𝑚)"
56,Per capita real GDP growth,174 countries,N/A,2014,N/A,percent,0.0785,0.0266,NA,NA,NA,NA,10,"Based on Δ𝑦𝑖,𝑡−2"
