,Impacted Sector,Solution,Country(ies),Scenario,Quantification,Expression,Type of Value,Sample,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Forestry,Any,USA,Climate and carbon dioxide,Softwood sawtimber harvest,MonetaryBenefits,Economic,Need,%,0.9,NA,NA,NA,NA,NA,Page 20,Increase in total US softwood sawtimber harvest in 2050 compared to projection without any climate change.
1,Forestry,Any,USA,Climate-only,Softwood sawtimber harvest,MonetaryBenefits,Economic,Need,%,0.3,NA,NA,NA,NA,NA,Page 20,Increase in total US softwood sawtimber harvest in 2050 compared to projection without any climate change.
2,Forestry,Any,Pacific Northwest West,Climate and carbon dioxide,Softwood sawtimber prices,AvoidedImpact,Economic,Need,%,18,NA,NA,NA,NA,NA,Page 20,Fall in softwood sawtimber prices in 2050.
3,Forestry,Any,South,Climate and carbon dioxide,Softwood sawtimber prices,AvoidedImpact,Economic,Need,%,11,NA,NA,NA,NA,NA,Page 20,Fall in softwood sawtimber prices in 2050.
4,Forestry,Any,Pacific Northwest West,Climate-only,Softwood sawtimber prices,AvoidedImpact,Economic,Need,%,6,NA,NA,NA,NA,NA,Page 20,Fall in softwood sawtimber prices in 2050.
5,Forestry,Any,South,Climate-only,Softwood sawtimber prices,AvoidedImpact,Economic,Need,%,1,NA,NA,NA,NA,NA,Page 20,Fall in softwood sawtimber prices in 2050.
6,Forestry,Any,USA,Climate and carbon dioxide,Softwood lumber production,MonetaryBenefits,Economic,Need,%,1.1,NA,NA,NA,NA,NA,Page 20,Rise in softwood lumber production in 2050.
7,Forestry,Any,USA,Climate and carbon dioxide,Softwood lumber imports,AdaptationCost,Economic,Need,%,1.1,NA,NA,NA,NA,NA,Page 20,Fall in softwood lumber imports in 2050.
8,Forest,Adaptation,"USA, CAN, EUR, JPN","Dieback, UKMO, TEM",Net Present Value,DiscountedSum(),Economic,Need,Billions 1982$,30.05,NA,NA,NA,NA,NA,Table 14-3,Change in net present value of new market surplus in timber markets for climate change cases relative to baseline.
9,Forest,Adaptation,"USA, CAN, EUR, JPN","Dieback, OSU, TEM",Net Present Value,DiscountedSum(),Economic,Need,Billions 1982$,28.94,NA,NA,NA,NA,NA,Table 14-3,Change in net present value of new market surplus in timber markets for climate change cases relative to baseline.
10,Forest,Adaptation,"USA, CAN, EUR, JPN","Dieback, UKMO, CENTURY",Net Present Value,DiscountedSum(),Economic,Need,Billions 1982$,18.87,NA,NA,NA,NA,NA,Table 14-3,Change in net present value of new market surplus in timber markets for climate change cases relative to baseline.
11,Forest,Adaptation,"USA, CAN, EUR, JPN","Dieback, OSU, CENTURY",Net Present Value,DiscountedSum(),Economic,Need,Billions 1982$,14.23,NA,NA,NA,NA,NA,Table 14-3,Change in net present value of new market surplus in timber markets for climate change cases relative to baseline.
12,Forest,Adaptation,"USA, CAN, EUR, JPN","Dieback, UKMO, BIOME-BGC",Net Present Value,DiscountedSum(),Economic,Need,Billions 1982$,9.35,NA,NA,NA,NA,NA,Table 14-3,Change in net present value of new market surplus in timber markets for climate change cases relative to baseline.
