,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Biomass,India,NA,2004,NA,kg/m2,0,NA,NA,NA,NA,NA,p. 10,Calculated by the IBIS model for each zone. Indicating missing data with 0.
1,Sawtimber,India,NA,2004,NA,m3/ha,0,NA,NA,NA,NA,NA,p. 10,Biomass in kg/m2 was converted to sawtimber in m3/ha. Indicating missing data with 0.
2,Temperature Increase,India,A2_ASF,2085,No CC,°C,4.05,NA,NA,NA,NA,NA,p. 10,"Temperature increases in the six zones, ranging from 3.5°C in the South to 4.6°C in the North. An average value is specified."
3,Precipitation Increase,India,A2_ASF,2085,No CC,%,29.8,NA,NA,NA,NA,NA,p. 10,"Precipitation increases in all zones, ranging from 16.5% in the South to 43.1% in the North East. An average value is specified."
4,GDP,India,NA,2004,NA,Bill US$,60.8,NA,NA,NA,NA,NA,p. 10,Total GDP across the six zones. Initial year.
5,Biomass,India,NA,2004,NA,10^6 tC,2541,NA,NA,NA,NA,NA,p. 10,Total biomass across the six zones. Initial year.
6,Net Primary Productivity,India,NA,2004,NA,10^6 tC,138.3,NA,NA,NA,NA,NA,p. 10,Total net primary productivity across the six zones. Initial year.
7,Harvest,India,NA,2004,NA,10^6 tC,104.0,NA,NA,NA,NA,NA,p. 10,Total harvest across the six zones. Initial year.
8,Infrastructure,India,NA,2004,NA,Mill US$,6.35,NA,NA,NA,NA,NA,p. 10,Infrastructure investment across the six zones. Initial year.
9,GDP contribution,India,CCI & Reference,2085,No CC,%,1,NA,NA,NA,NA,NA,Page 240,Forestry contribution to India's GDP increases by only 1% under climate change scenarios relative to the reference scenario.
10,Harvest,India,CCI,2085,Reference,%,-4,NA,NA,NA,NA,NA,Page 240,"Harvest is lowered by 4% in the Central zone, where the reduction in net primary productivity is 11%, relative to the reference scenario."
11,Harvest,India,CCG,2085,Reference,%,-4,NA,NA,NA,NA,NA,Page 240,"Harvest is lowered by 4% in the Central zone, where the reduction in net primary productivity is 11%, relative to the reference scenario."
12,Harvest,India,CCI,2085,Reference,%,22.5,NA,NA,NA,NA,NA,Page 240,"Harvest increases by 22.5% in the West zone, where net primary productivity increases by nearly 80% in 2085, relative to the reference scenario."
13,Harvest,India,CCG,2085,Reference,%,22.5,NA,NA,NA,NA,NA,Page 240,"Harvest increases by 22.5% in the West zone, where net primary productivity increases by nearly 80% in 2085, relative to the reference scenario."
14,Net Primary Productivity,India,CCI,2085,Reference,%,-11,NA,NA,NA,NA,NA,Page 240,"Reduction in net primary productivity is 11% in the Central zone, relative to the reference scenario."
15,Net Primary Productivity,India,CCG,2085,Reference,%,-11,NA,NA,NA,NA,NA,Page 240,"Reduction in net primary productivity is 11% in the Central zone, relative to the reference scenario."
16,Net Primary Productivity,India,CCI,2085,Reference,%,80,NA,NA,NA,NA,NA,Page 240,"Net primary productivity increases by nearly 80% in the West zone, relative to the reference scenario."
17,Net Primary Productivity,India,CCG,2085,Reference,%,80,NA,NA,NA,NA,NA,Page 240,"Net primary productivity increases by nearly 80% in the West zone, relative to the reference scenario."
18,Wage,India,CCI,2005,No CC,%,-0.01,NA,NA,NA,NA,NA,Fig. 5,Reduction in South and Central zones.
19,Wage,India,CCI,2005,No CC,%,0.015,NA,NA,NA,NA,NA,Fig. 5,Increase in other zones.
20,Capital Price,India,CCI,2005,No CC,%,0.002,NA,NA,NA,NA,NA,Fig. 5,
21,Wage,India,CCI,2045,No CC,%,-0.008,NA,NA,NA,NA,NA,Fig. 5,Reduction in South and Central zones.
22,Wage,India,CCI,2045,No CC,%,0.02,NA,NA,NA,NA,NA,Fig. 5,Increase in other zones.
23,Capital Price,India,CCI,2045,No CC,%,0.003,NA,NA,NA,NA,NA,Fig. 5,
24,Wage,India,CCI,2085,No CC,%,-0.005,NA,NA,NA,NA,NA,Fig. 5,Reduction in South and Central zones.
25,Wage,India,CCI,2085,No CC,%,0.012,NA,NA,NA,NA,NA,Fig. 5,Increase in other zones.
26,Capital Price,India,CCI,2085,No CC,%,0.001,NA,NA,NA,NA,NA,Fig. 5,
27,Forestry exports,India,CCI,2045,No CC,%,3.3,NA,NA,NA,NA,NA,Page 14,Increase in forestry exports
28,Forestry exports,India,CCI,2085,No CC,%,5.0,NA,NA,NA,NA,NA,Page 14,Increase in forestry exports
29,Forestry exports,India,CCG,2045,No CC,%,0.9,NA,NA,NA,NA,NA,Page 14,Increase in forestry exports
30,Forestry exports,India,CCG,2085,No CC,%,1.7,NA,NA,NA,NA,NA,Page 14,Increase in forestry exports
31,Timber imports,India,CCI,2045,No CC,%,-1.8,NA,NA,NA,NA,NA,Page 14,Decrease in timber imports
32,Timber imports,India,CCI,2085,No CC,%,-2.5,NA,NA,NA,NA,NA,Page 14,Decrease in timber imports
33,Timber imports,India,CCG,2045,No CC,%,-1.3,NA,NA,NA,NA,NA,Page 14,Decrease in timber imports
34,Timber imports,India,CCG,2085,No CC,%,-1.8,NA,NA,NA,NA,NA,Page 14,Decrease in timber imports
