,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Cereal prices,Multiple Countries,SRES A1,2080,1990,%,160,NA,NA,NA,NA,NA,62,"Based on Fig 10, relative to 1990. No climate change considered in this figure. This is a rough estimate from the graph."
1,Cereal prices,Multiple Countries,SRES A2,2080,1990,%,140,NA,NA,NA,NA,NA,62,"Based on Fig 10, relative to 1990. No climate change considered in this figure. This is a rough estimate from the graph."
2,Cereal prices,Multiple Countries,SRES B1,2080,1990,%,110,NA,NA,NA,NA,NA,62,"Based on Fig 10, relative to 1990. No climate change considered in this figure. This is a rough estimate from the graph."
3,Cereal prices,Multiple Countries,SRES B2,2080,1990,%,100,NA,NA,NA,NA,NA,62,"Based on Fig 10, relative to 1990. No climate change considered in this figure. This is a rough estimate from the graph."
4,People at risk of hunger,Multiple Countries,SRES A1,2080,No CC,millions of people,900,NA,NA,NA,NA,NA,62,"Based on Fig 11, with no climate change considered in this figure. This is a rough estimate from the graph."
5,People at risk of hunger,Multiple Countries,SRES A2,2080,No CC,millions of people,700,NA,NA,NA,NA,NA,62,"Based on Fig 11, with no climate change considered in this figure. This is a rough estimate from the graph."
6,People at risk of hunger,Multiple Countries,SRES B1,2080,No CC,millions of people,400,NA,NA,NA,NA,NA,62,"Based on Fig 11, with no climate change considered in this figure. This is a rough estimate from the graph."
7,People at risk of hunger,Multiple Countries,SRES B2,2080,No CC,millions of people,300,NA,NA,NA,NA,NA,62,"Based on Fig 11, with no climate change considered in this figure. This is a rough estimate from the graph."
8,Cereal Production,Global,B1,2080,No CC,million metric tons,-195,NA,NA,NA,NA,NA,p. 64,Assuming full CO2 effects. Calculated as two-thirds of 5% reduction from 3900 mmt.
9,Cereal Production,Global,B2,2080,No CC,million metric tons,-190,NA,NA,NA,NA,NA,p. 64,Assuming full CO2 effects. Calculated as two-thirds of 5% reduction from 3800 mmt.
10,Cereal Production,Global,A1,2080,No CC,million metric tons,-410,NA,NA,NA,NA,NA,p. 64,Assuming full CO2 effects. Calculated as two-thirds of 10% reduction from 4100 mmt.
11,Cereal Production,Global,A2,2080,No CC,million metric tons,-370,NA,NA,NA,NA,NA,p. 64,Assuming full CO2 effects. Calculated as two-thirds of 10% reduction from 3700 mmt.
12,Cereal Production,Global,B1,2080,No CC,million metric tons,-195,NA,NA,NA,NA,NA,p. 64,Assuming no CO2 effects. Calculated as 5% reduction from 3900 mmt.
13,Cereal Production,Global,B2,2080,No CC,million metric tons,-190,NA,NA,NA,NA,NA,p. 64,Assuming no CO2 effects. Calculated as 5% reduction from 3800 mmt.
14,Cereal Production,Global,A1,2080,No CC,million metric tons,-410,NA,NA,NA,NA,NA,p. 64,Assuming no CO2 effects. Calculated as 10% reduction from 4100 mmt.
15,Cereal Production,Global,A2,2080,No CC,million metric tons,-370,NA,NA,NA,NA,NA,p. 64,Assuming no CO2 effects. Calculated as 10% reduction from 3700 mmt.
16,People at Risk of Hunger,Global,A2,2080,Current day,millions of people,0,NA,NA,NA,NA,NA,p. 64,"Number is largely unaltered, at around 800 million people"
17,Cereal Prices,"South America, Africa",A2,2080,Current day market prices,%,160,NA,NA,NA,NA,NA,p. 64,Increase in cereal prices by 2080s
18,Cereal Prices,Global,A1,2050,Current day market prices,%,30,NA,NA,NA,NA,NA,p. 64,Moderate increase in cereal prices by 2050s
