,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Income,Global,Burke et al.,2100,No CC,%,-23,NA,NA,NA,NA,NA,2,Average global incomes.
1,GDP Growth Rate,104 countries,Burke et al.,2099,2017,%/year,-1,NA,NA,NA,NA,NA,2,"Of 165 countries analyzed, negative growth."
2,GDP Growth Rate,19 countries,Burke et al.,2099,2017,%/year,1,NA,NA,NA,NA,NA,2,Growing faster in 2099 than in 2017.
3,GDP Growth Rate,113 countries,Burke et al.,2099,No CC,%/year,0.5,NA,NA,NA,NA,NA,2,Below +0.5% annual growth
4,GDP Growth Rate,65 countries,Burke et al.,2099,No CC,%/year,-1.5,NA,NA,NA,NA,NA,2,Contracting at 1.5%/year or greater
5,Per capita income,77% of countries,Burke et al.,2100,Future without CC,%,0,NA,NA,NA,NA,NA,2,Reduced relative to future without CC.
6,ICT Goods Exports,China,Burke et al. GDP,2014,No CC,$B,580,NA,NA,NA,NA,NA,3,Baseline for comparison
7,ICT Goods Exports,US,Burke et al. GDP,2014,No CC,$B,150,NA,NA,NA,NA,NA,3,Baseline for comparison
8,ICT Goods Exports,Republic of Korea,Burke et al. GDP,2014,No CC,$B,120,NA,NA,NA,NA,NA,3,Baseline for comparison
9,ICT Goods Exports,Germany,Burke et al. GDP,2014,No CC,$B,67,NA,NA,NA,NA,NA,3,Baseline for comparison
10,ICT Goods Exports,Mexico,Burke et al. GDP,2014,No CC,$B,63,NA,NA,NA,NA,NA,3,Baseline for comparison
11,ICT Service Exports,US,Burke et al. GDP,2014,No CC,$B,160,NA,NA,NA,NA,NA,3,Baseline for comparison
12,ICT Service Exports,UK,Burke et al. GDP,2014,No CC,$B,130,NA,NA,NA,NA,NA,3,Baseline for comparison
13,ICT Service Exports,Germany,Burke et al. GDP,2014,No CC,$B,110,NA,NA,NA,NA,NA,3,Baseline for comparison
14,ICT Service Exports,France,Burke et al. GDP,2014,No CC,$B,110,NA,NA,NA,NA,NA,3,Baseline for comparison
15,ICT Service Exports,India,Burke et al. GDP,2014,No CC,$B,100,NA,NA,NA,NA,NA,3,Baseline for comparison
16,ICT Goods Exports,China,Burke et al. GDP,2099,No CC,$T,4.4,NA,NA,NA,NA,NA,3,Calculated based on constant ratios. See methodology.
17,ICT Goods Exports,South Korea,Burke et al. GDP,2099,No CC,$B,730,NA,NA,NA,NA,NA,3,Calculated based on constant ratios. See methodology.
18,ICT Goods Exports,Germany,Burke et al. GDP,2099,No CC,$B,500,NA,NA,NA,NA,NA,3,Calculated based on constant ratios. See methodology.
19,ICT Goods Exports,Netherlands,Burke et al. GDP,2099,No CC,$B,350,NA,NA,NA,NA,NA,3,Calculated based on constant ratios. See methodology.
20,ICT Goods Exports,US,Burke et al. GDP,2099,No CC,$B,340,NA,NA,NA,NA,NA,3,Calculated based on constant ratios. See methodology.
21,ICT Goods Exports,Mexico,Burke et al. GDP,2099,No CC,$B,190,NA,NA,NA,NA,NA,3,Calculated based on constant ratios. See methodology.
22,ICT Service Exports,Russian Federation,Burke et al. GDP,2099,No CC,$B,900,NA,NA,NA,NA,NA,3,Calculated based on constant ratios. See methodology.
23,ICT Service Exports,UK,Burke et al. GDP,2099,No CC,$B,890,NA,NA,NA,NA,NA,3,Calculated based on constant ratios. See methodology.
24,ICT Service Exports,Germany,Burke et al. GDP,2099,No CC,$B,860,NA,NA,NA,NA,NA,3,Calculated based on constant ratios. See methodology.
25,ICT Service Exports,China,Burke et al. GDP,2099,No CC,$B,670,NA,NA,NA,NA,NA,3,Calculated based on constant ratios. See methodology.
26,ICT Service Exports,France,Burke et al. GDP,2099,No CC,$B,590,NA,NA,NA,NA,NA,3,Calculated based on constant ratios. See methodology.
27,ICT Service Exports,US,Burke et al. GDP,2099,No CC,$B,380,NA,NA,NA,NA,NA,3,Calculated based on constant ratios. See methodology.
28,ICT Service Exports,India,Burke et al. GDP,2099,No CC,$B,260,NA,NA,NA,NA,NA,3,Calculated based on constant ratios. See methodology.
29,Growth rate,Vietnam,Burke et al.,2015,No CC,%,6.3,NA,NA,NA,NA,NA,Page 4,Growth rate peaks in 2015 and turns negative in 2067.
30,Growth rate,Malaysia,Burke et al.,2025,No CC,%,3.6,NA,NA,NA,NA,NA,Page 4,Growth rate peaks in 2025 and turns negative in 2059.
31,Growth rate,Philippines,Burke et al.,2030,No CC,%,5.0,NA,NA,NA,NA,NA,Page 4,Growth rate peaks in 2030 and turns negative in 2075.
32,GDP per capita rank,Vietnam,Burke et al.,2099,2014,Rank,-30,NA,NA,NA,NA,NA,Page 4,Projected to fall 30 spots to 162nd in GDP per capita rank by 2099.
33,GDP per capita rank,China,Burke et al.,2099,2014,Rank,13,NA,NA,NA,NA,NA,Page 4,Projected to gain 13 spots to 90th in GDP per capita rank by 2099.
34,GDP per capita rank,Malaysia,Burke et al.,2099,2014,Rank,-61,NA,NA,NA,NA,NA,Page 4,Projected to fall 61 spots to 119th in GDP per capita rank by 2099.
35,GDP per capita rank,Philippines,Burke et al.,2099,2014,Rank,-14,NA,NA,NA,NA,NA,Page 4,Projected to fall 14 spots to 126th in GDP per capita rank by 2099.
