,Impacted Sector,Solution,Country(ies),Scenario,Quantification,Expression,Type of Value,Sample,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Electricity,Appliance Adoption,Europe,SSP2-RCP45,Peak Load Increase,AvoidedImpact,Economic,Need,%,30,NA,NA,NA,NA,NA,Page 5,Long-run increase with temperature above 30 degrees C; income fixed.
1,Electricity,Appliance Adoption,India,SSP2-RCP45,Peak Load Increase,AvoidedImpact,Economic,Need,%,11,NA,NA,NA,NA,NA,Page 5,Long-run increase in 30-33 degree C range; income fixed.
2,Electricity,Appliance Adoption,India,SSP2-RCP45,Peak Load Increase,AvoidedImpact,Economic,Need,%,18,NA,NA,NA,NA,NA,Page 5,Long-run increase above 33 degrees C; income fixed.
3,Electricity,Air-cooling adoption,"Europe, India",RCP 5-8.5,Peak load change,AdaptationCost,Economic,Need,%,12,NA,NA,NA,NA,NA,Page 6,Long-run increase of peak load in Europe under RCP 5-8.5
4,Electricity,Air-cooling adoption,"Europe, India",RCP 5-8.5,Peak load change,AdaptationCost,Economic,Need,%,15,NA,NA,NA,NA,NA,Page 6,Long-run increase of peak load in India under RCP 5-8.5
5,Electricity,Air-cooling Adoption,"Europe, India",RCP 8.5,Peak Load Shock,AvoidedImpact,Economic,Need,%,20,NA,NA,NA,NA,NA,Page 7,Positive weather anomalies can result in a peak load shock of 20% in both Europe and India under the RCP 8.5; this represents the potential impact avoided by adaptation measures.
6,Electricity,Air-cooling Adoption,Europe,RCP 8.5,Peak Load,AdaptationCost,Economic,Need,%,20,NA,NA,NA,NA,NA,Page 7,"Southern European countries experience an exacerbation of summer peaks of up to 20% excluding the additional effect of positive weather anomalies. This represents a potential cost related to increased electricity consumption, although adaptation may reduce it. "
7,Electricity,Air-cooling Adoption,Europe,RCP 8.5,Peak Load,AdaptationCost,Economic,Need,%,33,NA,NA,NA,NA,NA,Page 7,"Southern European countries experience an exacerbation of summer peaks of up to 33% including the additional effect of positive weather anomalies. This represents a potential cost related to increased electricity consumption, although adaptation may reduce it."
8,Electricity,Air-cooling Adoption,Europe,RCP 8.5,Peak Load,MonetaryBenefits,Economic,Need,%,-20,NA,NA,NA,NA,NA,Page 7,Northern European countries experience reductions in the peak load of up to -20% due to milder winters. This represents potential monetary benefits due to adaptation.
9,Electricity,Air-cooling Adoption,India,RCP 8.5,Peak Load,AdaptationCost,Economic,Need,%,33,NA,NA,NA,NA,NA,Page 7,"Delhi and Goa are the states with the highest relative increase in daily peak load, reaching values around 33% including the additional effect of positive weather anomalies. This represents a potential cost related to increased electricity consumption, although adaptation may reduce it."
10,Electricity,Air-cooling Adoption,India,RCP 8.5,Peak Load,AdaptationCost,Economic,Need,%,30,NA,NA,NA,NA,NA,Page 7,"Delhi and Goa are the states with the highest relative increase in daily peak load, reaching values around 30% excluding the additional effect of positive weather anomalies. This represents a potential cost related to increased electricity consumption, although adaptation may reduce it."
11,Electricity,Adaptation,India,RCP 5-8.5,Peak Load Increase,AdaptationCost,Economic,Need,GW,185,NA,NA,NA,NA,NA,Page 8,"Increase in peak demand that needs to be met, representing adaptation costs in terms of required capacity; representing adaptation costs in terms of required capacity."
12,Electricity,Adaptation,Europe,RCP 5-8.5,Peak Load Increase,AdaptationCost,Economic,Need,GW,80,NA,NA,NA,NA,NA,Page 8,"Increase in peak demand that needs to be met, representing adaptation costs in terms of required capacity."
13,Electricity,Adaptation,India,RCP 5-8.5,Peak Load Increase,BaselineImpact,Economic,Need,%,140,NA,NA,NA,NA,NA,Page 8,Increase from the historical annual peak demand; representing adaptation costs in terms of required capacity.
14,Electricity,Adaptation,Europe,RCP 5-8.5,Peak Load Increase,BaselineImpact,Economic,Need,%,19,NA,NA,NA,NA,NA,Page 8,Increase from the historical annual peak demand; representing adaptation costs in terms of required capacity.
15,Electricity,Air-Cooling Adoption,Europe,RCP 8.5,Peak electricity demand,BaselineImpact,Economic,Need,GW,20,NA,NA,NA,NA,NA,Page 9,Average climatic exposure shifts increase annual peak by roughly 20 GW in Europe.
16,Electricity,Air-Cooling Adoption,India,RCP 8.5,Peak electricity demand,BaselineImpact,Economic,Need,GW,60,NA,NA,NA,NA,NA,Page 9,Average climatic exposure shifts increase annual peak by roughly 60 GW in India.
