,Impacted Sector,Solution,Country(ies),Scenario,Quantification,Expression,Type of Value,Sample,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Tourism/Recreation,Coastal Protection,Australia,RCP2.6,NPV coastal protection,DiscountedSum(AdaptationCost),Monetary,Need,$/km,573792,NA,NA,NA,NA,NA,Abstract,3% discount rate
1,Tourism/Recreation,Coastal Protection,Australia,RCP8.5,NPV coastal protection,DiscountedSum(AdaptationCost),Monetary,Need,$/km,1700000,NA,NA,NA,NA,NA,Abstract,3% discount rate
2,Tourism/Recreation,Coastal Protection,Australia,RCP2.6,NPV coastal protection,DiscountedSum(AdaptationCost),Monetary,Need,$/km,573792,NA,NA,NA,NA,NA,Abstract,"1% discount rate, approximate value based on a factor of >6 increase between RCP2.6 and RCP8.5"
3,Tourism/Recreation,Coastal Protection,Australia,RCP8.5,NPV coastal protection,DiscountedSum(AdaptationCost),Monetary,Need,$/km,1700000,NA,NA,NA,NA,NA,Abstract,"1% discount rate, approximate value based on a factor of >6 increase between RCP2.6 and RCP8.5"
4,Tourism/Recreation,Coastal Protection,Australia,RCP2.6,NPV coastal protection,DiscountedSum(),Economic,Need,$/km,574000,NA,NA,NA,NA,NA,Page 13,Discount rate = 3%
5,Tourism/Recreation,Coastal Protection,Australia,RCP4.5,NPV coastal protection,DiscountedSum(),Economic,Need,$/km,937000,NA,NA,NA,NA,NA,Page 13,Discount rate = 3%
6,Tourism/Recreation,Coastal Protection,Australia,RCP6,NPV coastal protection,DiscountedSum(),Economic,Need,$/km,928000,NA,NA,NA,NA,NA,Page 13,Discount rate = 3%
7,Tourism/Recreation,Coastal Protection,Australia,RCP8.5,NPV coastal protection,DiscountedSum(),Economic,Need,$/km,1715000,NA,NA,NA,NA,NA,Page 13,Discount rate = 3%
8,Tourism/Recreation,Coastal Protection,Australia,RCP2.6,NPV coastal protection,DiscountedSum(),Economic,Need,$/km,1780800,NA,NA,NA,NA,NA,Page 13,Discount rate = 1%
9,Tourism/Recreation,Coastal Protection,Australia,RCP4.5,NPV coastal protection,DiscountedSum(),Economic,Need,$/km,3098000,NA,NA,NA,NA,NA,Page 13,Discount rate = 1%
10,Tourism/Recreation,Coastal Protection,Australia,RCP6,NPV coastal protection,DiscountedSum(),Economic,Need,$/km,3099000,NA,NA,NA,NA,NA,Page 13,Discount rate = 1%
11,Tourism/Recreation,Coastal Protection,Australia,RCP8.5,NPV coastal protection,DiscountedSum(),Economic,Need,$/km,11193000,NA,NA,NA,NA,NA,Page 13,Discount rate = 1%
12,Tourism,Coastal Protection,Australia,RCP2.6,NPV,DiscountedSum(AdaptationCost),Monetary,Need,$,713000,NA,NA,NA,NA,NA,Table 8,NPV for the period 2020-2100 with r=7.5% and inflation=1.7%
13,Tourism,Coastal Protection,Australia,RCP4.5,NPV,DiscountedSum(AdaptationCost),Monetary,Need,$,1215000,NA,NA,NA,NA,NA,Table 8,NPV for the period 2020-2100 with r=7.5% and inflation=1.7%
14,Tourism,Coastal Protection,Australia,RCP6,NPV,DiscountedSum(AdaptationCost),Monetary,Need,$,1158000,NA,NA,NA,NA,NA,Table 8,NPV for the period 2020-2100 with r=7.5% and inflation=1.7%
15,Tourism,Coastal Protection,Australia,RCP8.5,NPV,DiscountedSum(AdaptationCost),Monetary,Need,$,502000,NA,NA,NA,NA,NA,Table 8,NPV for the period 2020-2100 with r=7.5% and inflation=1.7%
16,Tourism,Coastal Protection,Australia,RCP2.6,NPV,DiscountedSum(AdaptationCost),Monetary,Need,$/km,55000,NA,NA,NA,NA,NA,Table 8,NPV per kilometer for the period 2020-2100 with r=7.5% and inflation=1.7%
17,Tourism,Coastal Protection,Australia,RCP4.5,NPV,DiscountedSum(AdaptationCost),Monetary,Need,$/km,93000,NA,NA,NA,NA,NA,Table 8,NPV per kilometer for the period 2020-2100 with r=7.5% and inflation=1.7%
18,Tourism,Coastal Protection,Australia,RCP6,NPV,DiscountedSum(AdaptationCost),Monetary,Need,$/km,89000,NA,NA,NA,NA,NA,Table 8,NPV per kilometer for the period 2020-2100 with r=7.5% and inflation=1.7%
19,Tourism,Coastal Protection,Australia,RCP8.5,NPV,DiscountedSum(AdaptationCost),Monetary,Need,$/km,39000,NA,NA,NA,NA,NA,Table 8,NPV per kilometer for the period 2020-2100 with r=7.5% and inflation=1.7%
20,Tourism,Coastal Protection,Australia,RCP2.6,FV,DiscountedSum(AdaptationCost),Monetary,Need,$,25027000,NA,NA,NA,NA,NA,Table 8,Future Value for the period 2020-2100 with r=7.5% and inflation=1.7%
21,Tourism,Coastal Protection,Australia,RCP4.5,FV,DiscountedSum(AdaptationCost),Monetary,Need,$,54759000,NA,NA,NA,NA,NA,Table 8,Future Value for the period 2020-2100 with r=7.5% and inflation=1.7%
22,Tourism,Coastal Protection,Australia,RCP6,FV,DiscountedSum(AdaptationCost),Monetary,Need,$,55247000,NA,NA,NA,NA,NA,Table 8,Future Value for the period 2020-2100 with r=7.5% and inflation=1.7%
23,Tourism,Coastal Protection,Australia,RCP8.5,FV,DiscountedSum(AdaptationCost),Monetary,Need,$,316189000,NA,NA,NA,NA,NA,Table 8,Future Value for the period 2020-2100 with r=7.5% and inflation=1.7%
24,Tourism,Coastal Protection,Australia,RCP2.6,FV,DiscountedSum(AdaptationCost),Monetary,Need,$/km,1925000,NA,NA,NA,NA,NA,Table 8,Future Value per kilometer for the period 2020-2100 with r=7.5% and inflation=1.7%
25,Tourism,Coastal Protection,Australia,RCP4.5,FV,DiscountedSum(AdaptationCost),Monetary,Need,$/km,4212000,NA,NA,NA,NA,NA,Table 8,Future Value per kilometer for the period 2020-2100 with r=7.5% and inflation=1.7%
26,Tourism,Coastal Protection,Australia,RCP6,FV,DiscountedSum(AdaptationCost),Monetary,Need,$/km,4250000,NA,NA,NA,NA,NA,Table 8,Future Value per kilometer for the period 2020-2100 with r=7.5% and inflation=1.7%
27,Tourism,Coastal Protection,Australia,RCP8.5,FV,DiscountedSum(AdaptationCost),Monetary,Need,$/km,24322000,NA,NA,NA,NA,NA,Table 8,Future Value per kilometer for the period 2020-2100 with r=7.5% and inflation=1.7%
