,Outcome,Region,Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes,sourcematerial
0,Digestibility,UK,2050 + drought,2050,2020,unitless,-1,NA,NA,NA,NA,NA,2,All varieties consistently showed decreased digestibility linked to decreased methane production as a result of drought; -1 represents a qualitative decrease.,"
""Outcome"",""Region"",""Scenario"",""Year"",""Relative to"",""Units"",""Value"",""SD"",""Low Quantile"",""Low Value"",""High Quantile"",""High Value"",""Result Source"",""More Notes""
""Digestibility"",""UK"",""2050 + drought"",""2050"",""2020"",""unitless"",""-1"",""NA"",""NA"",""NA"",""NA"",""NA"",""2"",""All varieties consistently showed decreased digestibility linked to decreased methane production as a result of drought; -1 represents a qualitative decrease.""
""Digestibility"",""UK"",""2050 + flood"",""2050"",""2020"",""unitless"",""-1"",""NA"",""NA"",""NA"",""NA"",""NA"",""2"",""All varieties consistently showed decreased digestibility linked to decreased methane production as a result of an acute flood treatment; -1 represents a qualitative decrease.""
""Methane Production"",""UK"",""2050 + drought"",""2050"",""2020"",""unitless"",""-1"",""NA"",""NA"",""NA"",""NA"",""NA"",""2"",""All varieties consistently showed decreased digestibility linked to decreased methane production as a result of drought; -1 represents a qualitative decrease.""
""Methane Production"",""UK"",""2050 + flood"",""2050"",""2020"",""unitless"",""-1"",""NA"",""NA"",""NA"",""NA"",""NA"",""2"",""All varieties consistently showed decreased digestibility linked to decreased methane production as a result of an acute flood treatment; -1 represents a qualitative decrease.""
""Temperature"",""UK"",""2050"",""2050"",""2020"",""°C"",""4"",""NA"",""NA"",""NA"",""NA"",""NA"",""2"",""increase in temperature of 4–6 °C in the UK""
""Temperature"",""UK"",""2050"",""2050"",""2020"",""°C"",""6"",""NA"",""NA"",""NA"",""NA"",""NA"",""2"",""increase in temperature of 4–6 °C in the UK""
""CO2"",""UK"",""2050"",""2050"",""2020"",""ppm"",""400"",""NA"",""NA"",""NA"",""NA"",""NA"",""2"",""atmospheric                                                 CO2 from 400 to 500      ppm""
""CO2"",""UK"",""2050"",""2050"",""2020"",""ppm"",""500"",""NA"",""NA"",""NA"",""NA"",""NA"",""2"",""atmospheric                                                 CO2 from 400 to 500      ppm""
""Precipitation"",""UK"",""2050"",""2050"",""2020"",""%"",""33"",""NA"",""NA"",""NA"",""NA"",""NA"",""2"",""increases in precipitation (up to 33% more)""
"
1,Digestibility,UK,2050 + flood,2050,2020,unitless,-1,NA,NA,NA,NA,NA,2,All varieties consistently showed decreased digestibility linked to decreased methane production as a result of an acute flood treatment; -1 represents a qualitative decrease.,"
""Outcome"",""Region"",""Scenario"",""Year"",""Relative to"",""Units"",""Value"",""SD"",""Low Quantile"",""Low Value"",""High Quantile"",""High Value"",""Result Source"",""More Notes""
""Digestibility"",""UK"",""2050 + drought"",""2050"",""2020"",""unitless"",""-1"",""NA"",""NA"",""NA"",""NA"",""NA"",""2"",""All varieties consistently showed decreased digestibility linked to decreased methane production as a result of drought; -1 represents a qualitative decrease.""
""Digestibility"",""UK"",""2050 + flood"",""2050"",""2020"",""unitless"",""-1"",""NA"",""NA"",""NA"",""NA"",""NA"",""2"",""All varieties consistently showed decreased digestibility linked to decreased methane production as a result of an acute flood treatment; -1 represents a qualitative decrease.""
""Methane Production"",""UK"",""2050 + drought"",""2050"",""2020"",""unitless"",""-1"",""NA"",""NA"",""NA"",""NA"",""NA"",""2"",""All varieties consistently showed decreased digestibility linked to decreased methane production as a result of drought; -1 represents a qualitative decrease.""
""Methane Production"",""UK"",""2050 + flood"",""2050"",""2020"",""unitless"",""-1"",""NA"",""NA"",""NA"",""NA"",""NA"",""2"",""All varieties consistently showed decreased digestibility linked to decreased methane production as a result of an acute flood treatment; -1 represents a qualitative decrease.""
""Temperature"",""UK"",""2050"",""2050"",""2020"",""°C"",""4"",""NA"",""NA"",""NA"",""NA"",""NA"",""2"",""increase in temperature of 4–6 °C in the UK""
""Temperature"",""UK"",""2050"",""2050"",""2020"",""°C"",""6"",""NA"",""NA"",""NA"",""NA"",""NA"",""2"",""increase in temperature of 4–6 °C in the UK""
""CO2"",""UK"",""2050"",""2050"",""2020"",""ppm"",""400"",""NA"",""NA"",""NA"",""NA"",""NA"",""2"",""atmospheric                                                 CO2 from 400 to 500      ppm""
""CO2"",""UK"",""2050"",""2050"",""2020"",""ppm"",""500"",""NA"",""NA"",""NA"",""NA"",""NA"",""2"",""atmospheric                                                 CO2 from 400 to 500      ppm""
""Precipitation"",""UK"",""2050"",""2050"",""2020"",""%"",""33"",""NA"",""NA"",""NA"",""NA"",""NA"",""2"",""increases in precipitation (up to 33% more)""
"
2,Methane Production,UK,2050 + drought,2050,2020,unitless,-1,NA,NA,NA,NA,NA,2,All varieties consistently showed decreased digestibility linked to decreased methane production as a result of drought; -1 represents a qualitative decrease.,"
""Outcome"",""Region"",""Scenario"",""Year"",""Relative to"",""Units"",""Value"",""SD"",""Low Quantile"",""Low Value"",""High Quantile"",""High Value"",""Result Source"",""More Notes""
""Digestibility"",""UK"",""2050 + drought"",""2050"",""2020"",""unitless"",""-1"",""NA"",""NA"",""NA"",""NA"",""NA"",""2"",""All varieties consistently showed decreased digestibility linked to decreased methane production as a result of drought; -1 represents a qualitative decrease.""
""Digestibility"",""UK"",""2050 + flood"",""2050"",""2020"",""unitless"",""-1"",""NA"",""NA"",""NA"",""NA"",""NA"",""2"",""All varieties consistently showed decreased digestibility linked to decreased methane production as a result of an acute flood treatment; -1 represents a qualitative decrease.""
""Methane Production"",""UK"",""2050 + drought"",""2050"",""2020"",""unitless"",""-1"",""NA"",""NA"",""NA"",""NA"",""NA"",""2"",""All varieties consistently showed decreased digestibility linked to decreased methane production as a result of drought; -1 represents a qualitative decrease.""
""Methane Production"",""UK"",""2050 + flood"",""2050"",""2020"",""unitless"",""-1"",""NA"",""NA"",""NA"",""NA"",""NA"",""2"",""All varieties consistently showed decreased digestibility linked to decreased methane production as a result of an acute flood treatment; -1 represents a qualitative decrease.""
""Temperature"",""UK"",""2050"",""2050"",""2020"",""°C"",""4"",""NA"",""NA"",""NA"",""NA"",""NA"",""2"",""increase in temperature of 4–6 °C in the UK""
""Temperature"",""UK"",""2050"",""2050"",""2020"",""°C"",""6"",""NA"",""NA"",""NA"",""NA"",""NA"",""2"",""increase in temperature of 4–6 °C in the UK""
""CO2"",""UK"",""2050"",""2050"",""2020"",""ppm"",""400"",""NA"",""NA"",""NA"",""NA"",""NA"",""2"",""atmospheric                                                 CO2 from 400 to 500      ppm""
""CO2"",""UK"",""2050"",""2050"",""2020"",""ppm"",""500"",""NA"",""NA"",""NA"",""NA"",""NA"",""2"",""atmospheric                                                 CO2 from 400 to 500      ppm""
""Precipitation"",""UK"",""2050"",""2050"",""2020"",""%"",""33"",""NA"",""NA"",""NA"",""NA"",""NA"",""2"",""increases in precipitation (up to 33% more)""
"
3,Methane Production,UK,2050 + flood,2050,2020,unitless,-1,NA,NA,NA,NA,NA,2,All varieties consistently showed decreased digestibility linked to decreased methane production as a result of an acute flood treatment; -1 represents a qualitative decrease.,"
""Outcome"",""Region"",""Scenario"",""Year"",""Relative to"",""Units"",""Value"",""SD"",""Low Quantile"",""Low Value"",""High Quantile"",""High Value"",""Result Source"",""More Notes""
""Digestibility"",""UK"",""2050 + drought"",""2050"",""2020"",""unitless"",""-1"",""NA"",""NA"",""NA"",""NA"",""NA"",""2"",""All varieties consistently showed decreased digestibility linked to decreased methane production as a result of drought; -1 represents a qualitative decrease.""
""Digestibility"",""UK"",""2050 + flood"",""2050"",""2020"",""unitless"",""-1"",""NA"",""NA"",""NA"",""NA"",""NA"",""2"",""All varieties consistently showed decreased digestibility linked to decreased methane production as a result of an acute flood treatment; -1 represents a qualitative decrease.""
""Methane Production"",""UK"",""2050 + drought"",""2050"",""2020"",""unitless"",""-1"",""NA"",""NA"",""NA"",""NA"",""NA"",""2"",""All varieties consistently showed decreased digestibility linked to decreased methane production as a result of drought; -1 represents a qualitative decrease.""
""Methane Production"",""UK"",""2050 + flood"",""2050"",""2020"",""unitless"",""-1"",""NA"",""NA"",""NA"",""NA"",""NA"",""2"",""All varieties consistently showed decreased digestibility linked to decreased methane production as a result of an acute flood treatment; -1 represents a qualitative decrease.""
""Temperature"",""UK"",""2050"",""2050"",""2020"",""°C"",""4"",""NA"",""NA"",""NA"",""NA"",""NA"",""2"",""increase in temperature of 4–6 °C in the UK""
""Temperature"",""UK"",""2050"",""2050"",""2020"",""°C"",""6"",""NA"",""NA"",""NA"",""NA"",""NA"",""2"",""increase in temperature of 4–6 °C in the UK""
""CO2"",""UK"",""2050"",""2050"",""2020"",""ppm"",""400"",""NA"",""NA"",""NA"",""NA"",""NA"",""2"",""atmospheric                                                 CO2 from 400 to 500      ppm""
""CO2"",""UK"",""2050"",""2050"",""2020"",""ppm"",""500"",""NA"",""NA"",""NA"",""NA"",""NA"",""2"",""atmospheric                                                 CO2 from 400 to 500      ppm""
""Precipitation"",""UK"",""2050"",""2050"",""2020"",""%"",""33"",""NA"",""NA"",""NA"",""NA"",""NA"",""2"",""increases in precipitation (up to 33% more)""
"
4,Temperature,UK,2050,2050,2020,°C,4,NA,NA,NA,NA,NA,2,increase in temperature of 4–6 °C in the UK,"
""Outcome"",""Region"",""Scenario"",""Year"",""Relative to"",""Units"",""Value"",""SD"",""Low Quantile"",""Low Value"",""High Quantile"",""High Value"",""Result Source"",""More Notes""
""Digestibility"",""UK"",""2050 + drought"",""2050"",""2020"",""unitless"",""-1"",""NA"",""NA"",""NA"",""NA"",""NA"",""2"",""All varieties consistently showed decreased digestibility linked to decreased methane production as a result of drought; -1 represents a qualitative decrease.""
""Digestibility"",""UK"",""2050 + flood"",""2050"",""2020"",""unitless"",""-1"",""NA"",""NA"",""NA"",""NA"",""NA"",""2"",""All varieties consistently showed decreased digestibility linked to decreased methane production as a result of an acute flood treatment; -1 represents a qualitative decrease.""
""Methane Production"",""UK"",""2050 + drought"",""2050"",""2020"",""unitless"",""-1"",""NA"",""NA"",""NA"",""NA"",""NA"",""2"",""All varieties consistently showed decreased digestibility linked to decreased methane production as a result of drought; -1 represents a qualitative decrease.""
""Methane Production"",""UK"",""2050 + flood"",""2050"",""2020"",""unitless"",""-1"",""NA"",""NA"",""NA"",""NA"",""NA"",""2"",""All varieties consistently showed decreased digestibility linked to decreased methane production as a result of an acute flood treatment; -1 represents a qualitative decrease.""
""Temperature"",""UK"",""2050"",""2050"",""2020"",""°C"",""4"",""NA"",""NA"",""NA"",""NA"",""NA"",""2"",""increase in temperature of 4–6 °C in the UK""
""Temperature"",""UK"",""2050"",""2050"",""2020"",""°C"",""6"",""NA"",""NA"",""NA"",""NA"",""NA"",""2"",""increase in temperature of 4–6 °C in the UK""
""CO2"",""UK"",""2050"",""2050"",""2020"",""ppm"",""400"",""NA"",""NA"",""NA"",""NA"",""NA"",""2"",""atmospheric                                                 CO2 from 400 to 500      ppm""
""CO2"",""UK"",""2050"",""2050"",""2020"",""ppm"",""500"",""NA"",""NA"",""NA"",""NA"",""NA"",""2"",""atmospheric                                                 CO2 from 400 to 500      ppm""
""Precipitation"",""UK"",""2050"",""2050"",""2020"",""%"",""33"",""NA"",""NA"",""NA"",""NA"",""NA"",""2"",""increases in precipitation (up to 33% more)""
"
5,Temperature,UK,2050,2050,2020,°C,6,NA,NA,NA,NA,NA,2,increase in temperature of 4–6 °C in the UK,"
""Outcome"",""Region"",""Scenario"",""Year"",""Relative to"",""Units"",""Value"",""SD"",""Low Quantile"",""Low Value"",""High Quantile"",""High Value"",""Result Source"",""More Notes""
""Digestibility"",""UK"",""2050 + drought"",""2050"",""2020"",""unitless"",""-1"",""NA"",""NA"",""NA"",""NA"",""NA"",""2"",""All varieties consistently showed decreased digestibility linked to decreased methane production as a result of drought; -1 represents a qualitative decrease.""
""Digestibility"",""UK"",""2050 + flood"",""2050"",""2020"",""unitless"",""-1"",""NA"",""NA"",""NA"",""NA"",""NA"",""2"",""All varieties consistently showed decreased digestibility linked to decreased methane production as a result of an acute flood treatment; -1 represents a qualitative decrease.""
""Methane Production"",""UK"",""2050 + drought"",""2050"",""2020"",""unitless"",""-1"",""NA"",""NA"",""NA"",""NA"",""NA"",""2"",""All varieties consistently showed decreased digestibility linked to decreased methane production as a result of drought; -1 represents a qualitative decrease.""
""Methane Production"",""UK"",""2050 + flood"",""2050"",""2020"",""unitless"",""-1"",""NA"",""NA"",""NA"",""NA"",""NA"",""2"",""All varieties consistently showed decreased digestibility linked to decreased methane production as a result of an acute flood treatment; -1 represents a qualitative decrease.""
""Temperature"",""UK"",""2050"",""2050"",""2020"",""°C"",""4"",""NA"",""NA"",""NA"",""NA"",""NA"",""2"",""increase in temperature of 4–6 °C in the UK""
""Temperature"",""UK"",""2050"",""2050"",""2020"",""°C"",""6"",""NA"",""NA"",""NA"",""NA"",""NA"",""2"",""increase in temperature of 4–6 °C in the UK""
""CO2"",""UK"",""2050"",""2050"",""2020"",""ppm"",""400"",""NA"",""NA"",""NA"",""NA"",""NA"",""2"",""atmospheric                                                 CO2 from 400 to 500      ppm""
""CO2"",""UK"",""2050"",""2050"",""2020"",""ppm"",""500"",""NA"",""NA"",""NA"",""NA"",""NA"",""2"",""atmospheric                                                 CO2 from 400 to 500      ppm""
""Precipitation"",""UK"",""2050"",""2050"",""2020"",""%"",""33"",""NA"",""NA"",""NA"",""NA"",""NA"",""2"",""increases in precipitation (up to 33% more)""
"
6,CO2,UK,2050,2050,2020,ppm,400,NA,NA,NA,NA,NA,2,atmospheric                                                 CO2 from 400 to 500      ppm,"
""Outcome"",""Region"",""Scenario"",""Year"",""Relative to"",""Units"",""Value"",""SD"",""Low Quantile"",""Low Value"",""High Quantile"",""High Value"",""Result Source"",""More Notes""
""Digestibility"",""UK"",""2050 + drought"",""2050"",""2020"",""unitless"",""-1"",""NA"",""NA"",""NA"",""NA"",""NA"",""2"",""All varieties consistently showed decreased digestibility linked to decreased methane production as a result of drought; -1 represents a qualitative decrease.""
""Digestibility"",""UK"",""2050 + flood"",""2050"",""2020"",""unitless"",""-1"",""NA"",""NA"",""NA"",""NA"",""NA"",""2"",""All varieties consistently showed decreased digestibility linked to decreased methane production as a result of an acute flood treatment; -1 represents a qualitative decrease.""
""Methane Production"",""UK"",""2050 + drought"",""2050"",""2020"",""unitless"",""-1"",""NA"",""NA"",""NA"",""NA"",""NA"",""2"",""All varieties consistently showed decreased digestibility linked to decreased methane production as a result of drought; -1 represents a qualitative decrease.""
""Methane Production"",""UK"",""2050 + flood"",""2050"",""2020"",""unitless"",""-1"",""NA"",""NA"",""NA"",""NA"",""NA"",""2"",""All varieties consistently showed decreased digestibility linked to decreased methane production as a result of an acute flood treatment; -1 represents a qualitative decrease.""
""Temperature"",""UK"",""2050"",""2050"",""2020"",""°C"",""4"",""NA"",""NA"",""NA"",""NA"",""NA"",""2"",""increase in temperature of 4–6 °C in the UK""
""Temperature"",""UK"",""2050"",""2050"",""2020"",""°C"",""6"",""NA"",""NA"",""NA"",""NA"",""NA"",""2"",""increase in temperature of 4–6 °C in the UK""
""CO2"",""UK"",""2050"",""2050"",""2020"",""ppm"",""400"",""NA"",""NA"",""NA"",""NA"",""NA"",""2"",""atmospheric                                                 CO2 from 400 to 500      ppm""
""CO2"",""UK"",""2050"",""2050"",""2020"",""ppm"",""500"",""NA"",""NA"",""NA"",""NA"",""NA"",""2"",""atmospheric                                                 CO2 from 400 to 500      ppm""
""Precipitation"",""UK"",""2050"",""2050"",""2020"",""%"",""33"",""NA"",""NA"",""NA"",""NA"",""NA"",""2"",""increases in precipitation (up to 33% more)""
"
7,CO2,UK,2050,2050,2020,ppm,500,NA,NA,NA,NA,NA,2,atmospheric                                                 CO2 from 400 to 500      ppm,"
""Outcome"",""Region"",""Scenario"",""Year"",""Relative to"",""Units"",""Value"",""SD"",""Low Quantile"",""Low Value"",""High Quantile"",""High Value"",""Result Source"",""More Notes""
""Digestibility"",""UK"",""2050 + drought"",""2050"",""2020"",""unitless"",""-1"",""NA"",""NA"",""NA"",""NA"",""NA"",""2"",""All varieties consistently showed decreased digestibility linked to decreased methane production as a result of drought; -1 represents a qualitative decrease.""
""Digestibility"",""UK"",""2050 + flood"",""2050"",""2020"",""unitless"",""-1"",""NA"",""NA"",""NA"",""NA"",""NA"",""2"",""All varieties consistently showed decreased digestibility linked to decreased methane production as a result of an acute flood treatment; -1 represents a qualitative decrease.""
""Methane Production"",""UK"",""2050 + drought"",""2050"",""2020"",""unitless"",""-1"",""NA"",""NA"",""NA"",""NA"",""NA"",""2"",""All varieties consistently showed decreased digestibility linked to decreased methane production as a result of drought; -1 represents a qualitative decrease.""
""Methane Production"",""UK"",""2050 + flood"",""2050"",""2020"",""unitless"",""-1"",""NA"",""NA"",""NA"",""NA"",""NA"",""2"",""All varieties consistently showed decreased digestibility linked to decreased methane production as a result of an acute flood treatment; -1 represents a qualitative decrease.""
""Temperature"",""UK"",""2050"",""2050"",""2020"",""°C"",""4"",""NA"",""NA"",""NA"",""NA"",""NA"",""2"",""increase in temperature of 4–6 °C in the UK""
""Temperature"",""UK"",""2050"",""2050"",""2020"",""°C"",""6"",""NA"",""NA"",""NA"",""NA"",""NA"",""2"",""increase in temperature of 4–6 °C in the UK""
""CO2"",""UK"",""2050"",""2050"",""2020"",""ppm"",""400"",""NA"",""NA"",""NA"",""NA"",""NA"",""2"",""atmospheric                                                 CO2 from 400 to 500      ppm""
""CO2"",""UK"",""2050"",""2050"",""2020"",""ppm"",""500"",""NA"",""NA"",""NA"",""NA"",""NA"",""2"",""atmospheric                                                 CO2 from 400 to 500      ppm""
""Precipitation"",""UK"",""2050"",""2050"",""2020"",""%"",""33"",""NA"",""NA"",""NA"",""NA"",""NA"",""2"",""increases in precipitation (up to 33% more)""
"
8,Precipitation,UK,2050,2050,2020,%,33,NA,NA,NA,NA,NA,2,increases in precipitation (up to 33% more),"
""Outcome"",""Region"",""Scenario"",""Year"",""Relative to"",""Units"",""Value"",""SD"",""Low Quantile"",""Low Value"",""High Quantile"",""High Value"",""Result Source"",""More Notes""
""Digestibility"",""UK"",""2050 + drought"",""2050"",""2020"",""unitless"",""-1"",""NA"",""NA"",""NA"",""NA"",""NA"",""2"",""All varieties consistently showed decreased digestibility linked to decreased methane production as a result of drought; -1 represents a qualitative decrease.""
""Digestibility"",""UK"",""2050 + flood"",""2050"",""2020"",""unitless"",""-1"",""NA"",""NA"",""NA"",""NA"",""NA"",""2"",""All varieties consistently showed decreased digestibility linked to decreased methane production as a result of an acute flood treatment; -1 represents a qualitative decrease.""
""Methane Production"",""UK"",""2050 + drought"",""2050"",""2020"",""unitless"",""-1"",""NA"",""NA"",""NA"",""NA"",""NA"",""2"",""All varieties consistently showed decreased digestibility linked to decreased methane production as a result of drought; -1 represents a qualitative decrease.""
""Methane Production"",""UK"",""2050 + flood"",""2050"",""2020"",""unitless"",""-1"",""NA"",""NA"",""NA"",""NA"",""NA"",""2"",""All varieties consistently showed decreased digestibility linked to decreased methane production as a result of an acute flood treatment; -1 represents a qualitative decrease.""
""Temperature"",""UK"",""2050"",""2050"",""2020"",""°C"",""4"",""NA"",""NA"",""NA"",""NA"",""NA"",""2"",""increase in temperature of 4–6 °C in the UK""
""Temperature"",""UK"",""2050"",""2050"",""2020"",""°C"",""6"",""NA"",""NA"",""NA"",""NA"",""NA"",""2"",""increase in temperature of 4–6 °C in the UK""
""CO2"",""UK"",""2050"",""2050"",""2020"",""ppm"",""400"",""NA"",""NA"",""NA"",""NA"",""NA"",""2"",""atmospheric                                                 CO2 from 400 to 500      ppm""
""CO2"",""UK"",""2050"",""2050"",""2020"",""ppm"",""500"",""NA"",""NA"",""NA"",""NA"",""NA"",""2"",""atmospheric                                                 CO2 from 400 to 500      ppm""
""Precipitation"",""UK"",""2050"",""2050"",""2020"",""%"",""33"",""NA"",""NA"",""NA"",""NA"",""NA"",""2"",""increases in precipitation (up to 33% more)""
"
9,Biomass,United States,2050 + drought,2050,2020,g DM,6.0,3.61,NA,NA,NA,NA,Page 5,Mean biomass values for grass varieties under the 2050 + drought scenario.,"
""Outcome"",""Region"",""Scenario"",""Year"",""Relative to"",""Units"",""Value"",""SD"",""Low Quantile"",""Low Value"",""High Quantile"",""High Value"",""Result Source"",""More Notes""
""Biomass"",""United States"",""2050 + drought"",""2050"",""2020"",""g DM"",""6.0"",""3.61"",""NA"",""NA"",""NA"",""NA"",""Page 5"",""Mean biomass values for grass varieties under the 2050 + drought scenario.""
""Biomass"",""United States"",""2050 + flood"",""2050"",""2020"",""g DM"",""8.6"",""3.61"",""NA"",""NA"",""NA"",""NA"",""Page 5"",""Mean biomass values for grass varieties under the 2050 + flood scenario.""
""Biomass"",""United States"",""2050 + heat shock"",""2050"",""2020"",""g DM"",""5.8"",""3.61"",""NA"",""NA"",""NA"",""NA"",""Page 5"",""Mean biomass values for grass varieties under the 2050 + heat shock scenario.""
"
