,Impacted Sector,Solution,Country(ies),Scenario,Quantification,Expression,Type of Value,Sample,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Water,Desalination,Global,SSP1,Production Cost,AdaptationCost,Economic,Need,USD,1.1E+09,NA,NA,NA,NA,1.06E+10,Page 1,Estimated global cost for production of desalinated water in 2011-2040.
1,Water,Desalination,Global,SSP2,Production Cost,AdaptationCost,Economic,Need,USD,1.6E+09,NA,NA,NA,NA,2.28E+10,Page 1,Estimated global cost for production of desalinated water in 2011-2040.
2,Water,Desalination,Global,SSP3,Production Cost,AdaptationCost,Economic,Need,USD,7.5E+09,NA,NA,NA,NA,1.839E+11,Page 1,Estimated global cost for production of desalinated water in 2011-2040.
3,Water,Desalination,Global,SSP1,Desalination Production,AdaptationCost,Economic,Need,km3/yr,4.0,NA,NA,NA,NA,6.0,Page 1,"Desalination production in 2011-2040, compared to 2.8 in 2005"
4,Water,Desalination,Global,SSP1,Desalination Production,AdaptationCost,Economic,Need,km3/yr,18.7,NA,NA,NA,NA,48.6,Page 1,Desalination production in 2041-2070.
5,Water,Desalination,Global,SSP1,Unit Production Costs,AdaptationCost,Monetary,Need,USD m^-3,0.40,NA,NA,NA,NA,3.78,Main text of paper and supplemental figures,"Unit production costs for desalination under different scenarios, costs depend on socioeconomic pathways, income levels, and aridity. Range 0.40-3.78 used to specify separate low and high values."
6,Water,Desalination,Global,SSP2,Unit Production Costs,AdaptationCost,Monetary,Need,USD m^-3,0.40,NA,NA,NA,NA,3.78,Main text of paper and supplemental figures,"Unit production costs for desalination under different scenarios, costs depend on socioeconomic pathways, income levels, and aridity. Range 0.40-3.78 used to specify separate low and high values."
7,Water,Desalination,Global,SSP3,Unit Production Costs,AdaptationCost,Monetary,Need,USD m^-3,0.40,NA,NA,NA,NA,3.78,Main text of paper and supplemental figures,"Unit production costs for desalination under different scenarios, costs depend on socioeconomic pathways, income levels, and aridity. Range 0.40-3.78 used to specify separate low and high values."
8,Water,Desalination,Global,2005,Production Cost,AdaptationCost,Economic,Need,10^6 USD,1122,NA,NA,NA,95%,10606,Table 4,Equivalent to 0.002–0.019% of total global GDP.
9,Water,Desalination,Middle East and North Africa,2005,Production Cost,AdaptationCost,Economic,Need,Percent of GDP,0.032,NA,NA,NA,95%,0.306,Page 4153,MENA
10,Water,Desalination,Global,SSP3,Production Cost,AdaptationCost,Economic,Need,Percent of GDP,0.011,NA,NA,NA,95%,0.100,Page 4153,2055
11,Water,Desalination,Middle East and North Africa,SSP3,Production Cost,AdaptationCost,Economic,Need,Percent of GDP,0.121,NA,NA,NA,95%,1.147,Page 4153,2055
12,Water,Desalination,Global,SSP1,Production Volume,BaselineImpact,N/A,Need,10^6 m3 yr-1,4050,NA,NA,NA,NA,NA,Table 4,2025
13,Water,Desalination,Global,SSP2,Production Volume,BaselineImpact,N/A,Need,10^6 m3 yr-1,5344,NA,NA,NA,NA,NA,Table 4,2025
14,Water,Desalination,Global,SSP3,Production Volume,BaselineImpact,N/A,Need,10^6 m3 yr-1,6030,NA,NA,NA,NA,NA,Table 4,2025
15,Water,Desalination,Global,SSP1,Production Volume,BaselineImpact,N/A,Need,10^6 m3 yr-1,18702,NA,NA,NA,NA,NA,Table 4,2055
16,Water,Desalination,Global,SSP2,Production Volume,BaselineImpact,N/A,Need,10^6 m3 yr-1,40306,NA,NA,NA,NA,NA,Table 4,2055
17,Water,Desalination,Global,SSP3,Production Volume,BaselineImpact,N/A,Need,10^6 m3 yr-1,48638,NA,NA,NA,NA,NA,Table 4,2055
18,Water,Desalination,Global,SSP1,Production Cost,AdaptationCost,Economic,Need,10^6 USD,1620,NA,NA,NA,95%,15310,Table 4,2025
19,Water,Desalination,Global,SSP2,Production Cost,AdaptationCost,Economic,Need,10^6 USD,2138,NA,NA,NA,95%,20201,Table 4,2025
20,Water,Desalination,Global,SSP3,Production Cost,AdaptationCost,Economic,Need,10^6 USD,2412,NA,NA,NA,95%,22793,Table 4,2025
21,Water,Desalination,Global,SSP1,Production Cost,AdaptationCost,Economic,Need,10^6 USD,7481,NA,NA,NA,95%,70695,Table 4,2055
22,Water,Desalination,Global,SSP2,Production Cost,AdaptationCost,Economic,Need,10^6 USD,16123,NA,NA,NA,95%,152358,Table 4,2055
23,Water,Desalination,Global,SSP3,Production Cost,AdaptationCost,Economic,Need,10^6 USD,19455,NA,NA,NA,95%,183851,Table 4,2055
24,Water,Desalination,Global,SSP1,Production Cost,AdaptationCost,Economic,Need,Percent of GDP,0.002,NA,NA,NA,95%,0.022,Table 4,2055
25,Water,Desalination,Global,SSP2,Production Cost,AdaptationCost,Economic,Need,Percent of GDP,0.006,NA,NA,NA,95%,0.060,Table 4,2055
