,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Grain production,Global,RCP8.5,2100,No CC,%,-25,NA,NA,NA,NA,NA,12,Losses before adaptation.
1,Grain Production,Global,RCP2.6,2050,No CC,%,1,NA,NA,NA,NA,NA,13,Benefits observed; absolute value less than 2%
2,Grain Production,Global,RCP4.5,2050,No CC,%,1,NA,NA,NA,NA,NA,13,Benefits observed; absolute value less than 2%
3,Grain Production,Global,RCP8.5,2050,No CC,%,-2,NA,NA,NA,NA,NA,13,Always losses
4,Grain Production,Global,RCP2.6,2100,No CC,%,-2,NA,NA,NA,NA,NA,13,Losses observed
5,Grain Production,Global,RCP4.5,2100,No CC,%,-2,NA,NA,NA,NA,NA,13,Losses observed
6,Grain Production,Global,RCP8.5,2100,No CC,%,-2,NA,NA,NA,NA,NA,13,Always losses
7,Grain production,"India, USA, Russia, China",RCP8.5,2100,No CC,millions of tonnes,-1,NA,NA,NA,NA,NA,15,Top producers suffer largest losses under temperature change. Relative scale.
8,Grain production,"Canada, Germany, Turkey",RCP8.5,2100,No CC,millions of tonnes,1,NA,NA,NA,NA,NA,15,Some countries benefit under temperature change. Relative scale.
9,Self-sufficiency ratio,China,RCP8.5,2100,No CC,%,0,NA,NA,NA,NA,NA,Page 18,Modest impact
10,Land productivity,China,RCP8.5,2100,No CC,%,0,NA,NA,NA,NA,NA,Page 18,"Considerable impact, especially for maize"
11,Production,China,RCP8.5,2100,No CC,%,0,NA,NA,NA,NA,NA,Page 18,Production effects cancel out most of the direct CC impacts
12,Consumption,China,RCP8.5,2100,No CC,%,0,NA,NA,NA,NA,NA,Page 18,Marginally reduced
13,Grain self-sufficiency,Russia,RCP8.5,2100,No CC,%,-17,NA,NA,NA,NA,NA,19,Dominated by wheat.
14,Grain consumption,Russia,RCP8.5,2100,No CC,%,-7,NA,NA,NA,NA,NA,19,
15,Wheat consumption,Russia,RCP8.5,2100,No CC,%,-9,NA,NA,NA,NA,NA,19,
16,Grain self-sufficiency rate,Europe,RCP8.5,2100,No CC,%,7,NA,NA,NA,NA,NA,21,Mainly due to wheat increase.
17,Rice Land Productivity,Europe,RCP8.5,2100,No CC,%,-25,NA,NA,NA,NA,NA,21,Direct climate change impacts
18,Rice Production,Europe,RCP8.5,2100,Direct CC impacts,%,25,NA,NA,NA,NA,NA,21,Production effects cancel out all direct CC impacts
19,Grain Consumption,Europe,RCP8.5,2100,No CC,%,-0.1,NA,NA,NA,NA,NA,21,Slightly reduced
20,Rice SSR,,RCP8.5,2100,No CC,%,-5,NA,NA,NA,NA,NA,Image,
21,Rice Land,,RCP8.5,2100,No CC,%,0,NA,NA,NA,NA,NA,Image,
22,Rice Production,,RCP8.5,2100,No CC,%,15,NA,NA,NA,NA,NA,Image,
23,Rice Consumption,,RCP8.5,2100,No CC,%,-25,NA,NA,NA,NA,NA,Image,
24,Wheat SSR,,RCP8.5,2100,No CC,%,0.1,NA,NA,NA,NA,NA,Image,
25,Wheat Land,,RCP8.5,2100,No CC,%,-0.1,NA,NA,NA,NA,NA,Image,
26,Wheat Production,,RCP8.5,2100,No CC,%,10,NA,NA,NA,NA,NA,Image,
27,Wheat Consumption,,RCP8.5,2100,No CC,%,0,NA,NA,NA,NA,NA,Image,
28,Maize SSR,,RCP8.5,2100,No CC,%,-0.1,NA,NA,NA,NA,NA,Image,
29,Maize Land,,RCP8.5,2100,No CC,%,0.1,NA,NA,NA,NA,NA,Image,
30,Maize Production,,RCP8.5,2100,No CC,%,20,NA,NA,NA,NA,NA,Image,
31,Maize Consumption,,RCP8.5,2100,No CC,%,-0.1,NA,NA,NA,NA,NA,Image,
32,Grain SSR,,RCP8.5,2100,No CC,%,-0.1,NA,NA,NA,NA,NA,Image,
33,Grain Land,,RCP8.5,2100,No CC,%,0.1,NA,NA,NA,NA,NA,Image,
34,Grain Production,,RCP8.5,2100,No CC,%,15,NA,NA,NA,NA,NA,Image,
35,Grain Consumption,,RCP8.5,2100,No CC,%,-0.1,NA,NA,NA,NA,NA,Image,
36,Farm income,USA; China; India; Pakistan,RCP8.5,2100,No CC,billion US$2011,0,NA,NA,NA,NA,NA,Page 22,"Farm incomes benefit from increased grain prices in 2100 under RCP8.5, but the value isn't quantified on Page 22."
37,Maize prices,Global,RCP8.5,2100,No CC,Percent change,0,NA,NA,NA,NA,NA,Page 22,"Percentage changes in maize prices vary, with some regions showing decreases, particularly in the Americas, but the value isn't quantified on Page 22."
38,Grain output,Global,RCP8.5,2100,Current output,%,-25,NA,NA,NA,NA,NA,23,Losses could be 25% of current output without adaptation.
39,Grain output,Global,RCP8.5,2100,Current output,%,-5,NA,NA,NA,NA,NA,23,Losses could be less than 5% of current output with adaptation.
40,GDP,"Russia, China, Indonesia",RCP8.5,2100,No CC,units unspecified,0,NA,NA,NA,NA,NA,23,"Implied GDP losses due to increased grain trade costs, but magnitude not specified, so represented as 0."
