,Impacted Sector,Solution,Country(ies),Scenario,Quantification,Expression,Type of Value,Sample,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Agriculture,Adaptation,Argentina,Decreasing precipitation,Crop yield trend,NonMonetaryBenefits,Economic,Need,kg ha-1 yr-1,1.7,NA,NA,NA,NA,NA,Table 1,Average yield trend for Soybean Soy1 management in Pergamino
1,Agriculture,Adaptation,Argentina,Decreasing precipitation,Crop yield trend,NonMonetaryBenefits,Economic,Need,kg ha-1 yr-1,5.6,NA,NA,NA,NA,NA,Table 1,Average yield trend for Soybean Soy2 management in Pergamino
2,Agriculture,Adaptation,Argentina,Decreasing precipitation,Crop yield trend,NonMonetaryBenefits,Economic,Need,kg ha-1 yr-1,-1.2,NA,NA,NA,NA,NA,Table 1,Average yield trend for Soybean Soy3 management in Pergamino
3,Agriculture,Adaptation,Argentina,Decreasing precipitation,Crop yield trend,NonMonetaryBenefits,Economic,Need,kg ha-1 yr-1,2.2,NA,NA,NA,NA,NA,Table 1,Average yield trend for Soybean Soy4 management in Pergamino
4,Agriculture,Adaptation,Argentina,Decreasing precipitation,Crop yield trend,NonMonetaryBenefits,Economic,Need,kg ha-1 yr-1,7.9,NA,NA,NA,NA,NA,Table 1,Average yield trend for Maize Ma1 management in Pergamino
5,Agriculture,Adaptation,Argentina,Decreasing precipitation,Crop yield trend,NonMonetaryBenefits,Economic,Need,kg ha-1 yr-1,9.2,NA,NA,NA,NA,NA,Table 1,Average yield trend for Maize Ma2 management in Pergamino
6,Agriculture,Adaptation,Argentina,Decreasing precipitation,Crop yield trend,NonMonetaryBenefits,Economic,Need,kg ha-1 yr-1,19.4,NA,NA,NA,NA,NA,Table 1,Average yield trend for Maize Ma3 management in Pergamino
7,Agriculture,Adaptation,Argentina,Decreasing precipitation,Crop yield trend,NonMonetaryBenefits,Economic,Need,kg ha-1 yr-1,14.4,NA,NA,NA,NA,NA,Table 1,Average yield trend for Maize Ma4 management in Pergamino
8,Agriculture,Adaptation,Argentina,Decreasing precipitation,Crop yield trend,NonMonetaryBenefits,Economic,Need,kg ha-1 yr-1,-9.5,NA,NA,NA,NA,NA,Table 1,Average yield trend for Wheat/soybean WS1 management (wheat) in Pergamino
9,Agriculture,Adaptation,Argentina,Decreasing precipitation,Crop yield trend,NonMonetaryBenefits,Economic,Need,kg ha-1 yr-1,-5.7,NA,NA,NA,NA,NA,Table 1,Average yield trend for Wheat/soybean WS1 management (soybean) in Pergamino
10,Agriculture,Adaptation,Argentina,Decreasing precipitation,Crop yield trend,NonMonetaryBenefits,Economic,Need,kg ha-1 yr-1,-10.9,NA,NA,NA,NA,NA,Table 1,Average yield trend for Wheat/soybean WS2 management (wheat) in Pergamino
11,Agriculture,Adaptation,Argentina,Decreasing precipitation,Crop yield trend,NonMonetaryBenefits,Economic,Need,kg ha-1 yr-1,-5.7,NA,NA,NA,NA,NA,Table 1,Average yield trend for Wheat/soybean WS2 management (soybean) in Pergamino
