,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,NPV of impacts,Global,A1B,2200,No permafrost,US$ trillion,43,NA,5%,3,95%,166,New Science,Increase due to permafrost emissions
1,NPV of impacts,Global,A1B,2200,No permafrost,%,13,NA,5%,NA,95%,NA,New Science,Proportional to increase in emissions
2,NPV of impacts,Global,Default PAGE09,2200,No perm.,US$ trillion,389,NA,NA,NA,NA,NA,New Science,With permafrost emissions
3,NPV of impacts,Global,Default PAGE09,2200,No perm.,US$ trillion,326,NA,NA,NA,NA,NA,New Science,Without permafrost emissions
4,Temperature increase,Global,Default PAGE09,2100,No permafrost,˚C,0.17,NA,5%,0.11,95%,0.25,New Science,Due to permafrost emissions
5,Global Mean Temperature,Global,N/A,2150,No permafrost,˚C,0.26,NA,NA,NA,NA,NA,Page 2,Mean Value
6,Global Mean Temperature,Global,N/A,2200,No permafrost,˚C,0.29,NA,NA,NA,NA,NA,Page 2,Mean Value
7,Emissions,Global,N/A,2200,Pre-industrial,%,10,NA,NA,NA,NA,NA,Page 2,Of total anthropogenic
8,Warming,Global,N/A,2200,Pre-industrial,%,7,NA,NA,NA,NA,NA,Page 2,From permafrost
9,Extra Impacts,Global,Default PAGE09,2100,No permafrost,US$ trillion,2.8,NA,NA,NA,NA,NA,Page 2,0.35% global GDP
10,Extra Impacts,Global,Default PAGE09,2200,No permafrost,US$ trillion,30,NA,NA,NA,NA,NA,Page 2,0.7% global GDP
11,NPV Extra Impacts,Global,A1B with SSP2,2100,No permafrost,US$ trillion,54,NA,NA,NA,NA,NA,Page 2,Mean
12,NPV Extra Impacts,Global,A1B with SSP3,2100,No permafrost,US$ trillion,91,NA,NA,NA,NA,NA,Page 2,Mean
13,NPV Extra Impacts,Global,UK Met 2015r5low,2100,No permafrost,US$ trillion,6,NA,5%,0.4,95%,17,Page 2,Mean
14,Impact Reduction,Global,N/A,2100,No Abatement,US$ trillion,-37,NA,NA,NA,NA,NA,Page 2,From abatement
15,Economic Impacts,Global,IPCC AR4 A1B,2200,No CC,US$ trillion yr⁻¹,20,NA,5%,0,95%,100,Figure 4,Mean value
16,Economic Impacts,Global,IPCC AR4 A1B,2200,No CC,US$ trillion yr⁻¹,100,NA,5%,0,95%,100,Figure 4,Upper bound of the 95% interval
17,Economic Impacts,Global,IPCC AR4 A1B,2200,No CC,US$ trillion yr⁻¹,0,NA,5%,0,95%,100,Figure 4,Lower bound of the 5% interval
