,Outcome,Region,Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Social Cost of Carbon,Global,RCP4.5-SSP2,2020,No TP,US$/tCO2,52.03,NA,NA,NA,NA,NA,3,Baseline SCC without tipping points.
1,Social Cost of Carbon,Global,RCP4.5-SSP2,2020,No TP,% change,8.4,NA,NA,NA,NA,NA,3,Increase in SCC due to Permafrost carbon feedback.
2,Social Cost of Carbon,Global,RCP4.5-SSP2,2020,No TP,% change,13.1,NA,NA,NA,NA,NA,3,Increase in SCC due to Ocean methane hydrates dissociation.
3,Social Cost of Carbon,Global,RCP4.5-SSP2,2020,No TP,% change,-1.7,NA,NA,NA,NA,NA,3,Change in SCC due to South Asian monsoon weakening (SAF).
4,Social Cost of Carbon,Global,RCP4.5-SSP2,2020,No TP,% change,0.1,NA,NA,NA,NA,NA,3,Change in SCC due to Amazon dieback.
5,Social Cost of Carbon,Global,RCP4.5-SSP2,2020,No TP,% change,1.8,NA,NA,NA,NA,NA,3,Change in SCC due to GIS disintegration.
6,Social Cost of Carbon,Global,RCP4.5-SSP2,2020,No TP,% change,2.9,NA,NA,NA,NA,NA,3,Change in SCC due to WAIS disintegration.
7,Social Cost of Carbon,Global,RCP4.5-SSP2,2020,No TP,% change,-1.4,NA,NA,NA,NA,NA,3,Change in SCC due to AMOC slowdown.
8,Social Cost of Carbon,Global,RCP4.5-SSP2,2020,No TP,% change,1.3,NA,NA,NA,NA,NA,3,Change in SCC due to Indian summer monsoon variability.
9,Social Cost of Carbon,Global,RCP4.5-SSP2,2020,No TP,% change,24.5,NA,NA,NA,NA,NA,3,Increase in SCC due to All Tipping Points (sum of main effects).
10,Social Cost of Carbon,Global,RCP4.5-SSP2,2020,No TP,% change,28.9,NA,NA,NA,NA,NA,3,Increase in SCC due to All Costly Tipping Points (sum of main effects).
11,Social Cost of Carbon,Global,RCP4.5-SSP2,2020,No TP,% change,24.5,NA,NA,NA,NA,NA,3,Increase in SCC due to All Tipping Points.
12,Social Cost of Carbon,Global,RCP4.5-SSP2,2020,No TP,% change,26.9,NA,NA,NA,NA,NA,3,Increase in SCC due to all Tipping Points (including nonmarket damages).
13,Social Cost of Carbon,Global,RCP4.5-SSP2,2020,No TP,% change,-0.7,NA,NA,NA,NA,NA,3,Change in SCC due to AMOC slowdown scenarios.
14,Social Cost of Carbon,Global,RCP4.5-SSP2,2020,No TP,% change,-5.7,NA,NA,NA,NA,NA,3,Change in SCC due to AMOC slowdown scenarios (large two-thirds slowdown).
15,Social Cost of Carbon,Global,RCP4.5-SSP2,2020,No TP,US$/tCO2,64.80,NA,NA,NA,NA,NA,3,SCC with all tipping points.
16,Social Cost of Carbon,Global,RCP4.5-SSP2,2020,No TP,US$/tCO2,67.05,NA,NA,NA,NA,NA,3,SCC with all costly tipping points.
17,Social Cost of Carbon,Global,RCP4.5-SSP2,2100,No Tipping Points,%,42.8,42.4,2.5%,-0.3,97.5%,186.0,Page 4,Expected increase in SCC due to climate tipping points. SD from Figure description.
18,Consumption per capita,Global,RCP4.5-SSP2,2050,No Tipping Points,2020 USD,-6233.53,NA,NA,NA,NA,NA,Page 4,Difference in means between no tipping points and tipping points scenarios.
19,Consumption per capita,Global,RCP4.5-SSP2,2100,No Tipping Points,2020 USD,311.73,NA,NA,NA,NA,NA,Page 4,Difference in means between no tipping points and tipping points scenarios.
20,Coefficient of Variation,Global,RCP4.5-SSP2,2050,No Tipping Points,%,79,NA,NA,NA,NA,NA,Page 4,Increase in the coefficient of variation of global mean consumption per capita due to tipping points.
21,Coefficient of Variation,Global,RCP4.5-SSP2,2100,No Tipping Points,%,34,NA,NA,NA,NA,NA,Page 4,Increase in the coefficient of variation of global mean consumption per capita due to tipping points.
22,Gini Coefficient,Global,NA,2100,Without Tipping Points,NA,-0.02,NA,NA,NA,NA,NA,Page 4,"Change in Gini Coefficient of National SCCs with Tipping Points. (0.64 with, 0.66 without)."
23,GDP/SCC Correlation,Global,NA,2020,Without Tipping Points,NA,0.009,NA,NA,NA,NA,NA,Page 4,"Change in correlation with Tipping Points (-0.335 with, -0.326 without)."
