,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,GDP,Brazil (Legal Amazon),Climate change scenario,2049,No CC,Percentage,-1.18,NA,NA,NA,NA,NA,Page 1,A drop in real GDP attributed to decreases in production and employment in the agricultural sector due to climate change.
1,Agricultural productivity,Brazil,A1B,2030,No CC,%,-18,NA,NA,NA,NA,NA,73,Average national reduction. Wide regional variation exists (-40% to +15%).
2,Agricultural production,Brazil,Climate Change,2040,No CC,%,-0.32,NA,NA,NA,NA,NA,Figure 1,Maximum decrease indicated in the figure.
3,GDP,Brazil Legal Amazon,Climate Change,2010,National GDP,%,8.1,NA,NA,NA,NA,NA,Page 76,GDP of Legal Amazon in 2010
4,GDP,Brazil,Climate Change,2005,National GDP,%,7.88,NA,NA,NA,NA,NA,NA,Page 76
5,GDP,Brazil,Climate Change,1990,National GDP,%,6.57,NA,NA,NA,NA,NA,NA,Page 76
6,Agricultural GDP,Brazil Legal Amazon,Climate Change,2040,National GDP,%,32,NA,NA,NA,NA,NA,Page 76,Agricultural GDP of Mato Grosso
7,Agricultural GDP,Brazil Legal Amazon,Climate Change,2040,National GDP,%,19.4,NA,NA,NA,NA,NA,Page 76,Agricultural GDP of Maranhão
8,Agricultural GDP,Brazil Legal Amazon,Climate Change,2040,National GDP,%,13,NA,NA,NA,NA,NA,Page 76,Agricultural GDP of Pará
9,Agricultural GDP,Brazil Legal Amazon,Climate Change,2040,National GDP,%,12,NA,NA,NA,NA,NA,Page 76,Agricultural GDP of Rondônia
10,Agricultural GDP,Brazil Legal Amazon,Climate Change,2040,National GDP,%,7,NA,NA,NA,NA,NA,Page 76,Agricultural GDP of Tocantins
11,Soybean production,Brazil Legal Amazon,Climate Change,2040,No CC,%,80,NA,NA,NA,NA,NA,Page 76,Mato Grosso share of soybean production
12,Corn production,Brazil Legal Amazon,Climate Change,2040,No CC,%,94,NA,NA,NA,NA,NA,NA,Page 76
13,Cotton production,Brazil Legal Amazon,Climate Change,2040,No CC,%,97,NA,NA,NA,NA,NA,NA,Page 76
14,Beans production,Brazil Legal Amazon,Climate Change,2040,No CC,%,65,NA,NA,NA,NA,NA,NA,Page 76
15,Agriculture Area,Brazil,Climate Change,2049,No CC,millions of hectares,2.10,NA,NA,NA,NA,NA,p. 82,Accumulated value 2030-2049 for Legal Amazon
16,Pasture Area,Brazil,Climate Change,2049,No CC,millions of hectares,-1.06,NA,NA,NA,NA,NA,p. 82,Accumulated value 2030-2049 for Legal Amazon
17,Planted Forest Area,Brazil,Climate Change,2049,No CC,millions of hectares,-0.10,NA,NA,NA,NA,NA,p. 82,Accumulated value 2030-2049 for Legal Amazon
18,Natural Forest Area,Brazil,Climate Change,2049,No CC,millions of hectares,-0.90,NA,NA,NA,NA,NA,p. 82,Accumulated value 2030-2049 for Legal Amazon
19,Sugarcane Production,Brazil,Climate Change,2049,No CC,%,-11.34,NA,NA,NA,NA,NA,83,"Average reduction across Legal Amazon region, over period 2030-2049"
20,Crop Production,Brazil,Climate Change,2049,No CC,%,-20.2,NA,NA,NA,NA,NA,83,"Average reduction across MetropolitanadeBelém mesoregion, over period 2030-2049 (soybean, maize, sugarcane, rice)"
21,Crop Production,Brazil,Climate Change,2049,No CC,%,-12.7,NA,NA,NA,NA,NA,83,"Reduction in Tocantins/Mato Grosso, over period 2030-2049 (soybean, maize, sugarcane, rice)"
22,Crop Production,Brazil,Climate Change,2049,No CC,%,-9.1,NA,NA,NA,NA,NA,83,"Reduction in Tocantins/Mato Grosso, over period 2030-2049 (soybean, maize, sugarcane, rice)"
23,Soybean Production,Brazil,Climate Change,2049,No CC,%,-6.2,NA,NA,NA,NA,NA,83,"Reduction in Norte Mato-grossense, over period 2030-2049"
24,Soybean Production,Brazil,Climate Change,2049,No CC,%,-5.4,NA,NA,NA,NA,NA,83,"Reduction in Nordeste Mato-grossense, over period 2030-2049"
25,Cotton Production,Brazil,Climate Change,2049,No CC,%,-1.3,NA,NA,NA,NA,NA,83,"Reduction in Norte Mato-grossense, over period 2030-2049"
26,Cotton Production,Brazil,Climate Change,2049,No CC,%,-1.07,NA,NA,NA,NA,NA,83,"Reduction in Nordeste Mato-grossense, over period 2030-2049"
27,Cassava Production,Brazil,Climate Change,2049,No CC,%,-1.14,NA,NA,NA,NA,NA,83,"Reduction in the Legal Amazon region, over period 2030-2049"
28,Pasture Area,Brazil,Climate Change,2049,No CC,%,-13.35,NA,NA,NA,NA,NA,83,"Reduction in Leste Maranhense, over period 2030-2049"
29,Pasture Area,Brazil,Climate Change,2049,No CC,%,-12.11,NA,NA,NA,NA,NA,83,"Reduction in Sul Maranhense, over period 2030-2049"
30,Planted Forest Area,Brazil,Climate Change,2049,No CC,%,-12.45,NA,NA,NA,NA,NA,83,"Reduction in Leste Maranhense, over period 2030-2049"
31,Planted Forest Area,Brazil,Climate Change,2049,No CC,%,-12.86,NA,NA,NA,NA,NA,83,"Reduction in Sul Maranhense, over period 2030-2049"
32,Rice production,Brazil,Climate Change,2039,Base Scenario,%,-0.92,NA,NA,NA,NA,NA,p. 84,"Madeira Guaporé mesoregion, RO, Average 2030-2049"
33,Rice production,Brazil,Climate Change,2039,Base Scenario,%,-11.93,NA,NA,NA,NA,NA,p. 84,"Leste Rondoniense mesoregion, RO, Average 2030-2049"
