,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,GDP,Thailand,La Niña,2011,No La Niña,US$ billion,-6.23,NA,NA,NA,NA,NA,"Page 2, line 45",Estimated damage to the Thai economy.
1,Export Sector,Thailand,La Niña,2011,No La Niña,US$ billion,-2.5,NA,NA,NA,NA,NA,"Page 2, lines 46-49","Decrease in export value due to floods, specifically in automobiles, electronics, electrical appliances, and agricultural commodities."
2,Inflation,Thailand,La Niña,2011,2010,percent,3.9,NA,NA,NA,NA,NA,"Page 2, line 50",Headline inflation.
3,Agricultural Land Damage,Thailand,Drought,1994,No Drought,million hectares,2.72,NA,NA,NA,NA,NA,"Page 2, line 66",Damage caused by droughts.
4,Agricultural Land Damage,Thailand,Flood,2001,No Flood,million hectares,4.64,NA,NA,NA,NA,NA,"Page 2, line 66-67",Damage caused by floods.
5,Agricultural Land Damage,Thailand,Windstorms,2010,No Windstorms,thousand hectares,16,NA,NA,NA,NA,NA,"Page 2, line 67",Damage caused by windstorms (period average). Rounded year.
6,Agricultural Land Damage,Thailand,Flood,2011,No Flood,million hectares,1.6,NA,NA,NA,NA,NA,"Page 2, line 68",Damage caused by floods. Rounded year.
7,Agriculture Damage,Thailand,Climate Change,2000,No Climate Change,US$ billion,-5.77,NA,NA,NA,NA,NA,"Page 2, lines 69-70",Total damage to agriculture. Period average. Rounded year.
8,Ag. Economy,Thailand,Historical,2019,Observed climate,%,0.335,NA,NA,NA,NA,NA,Lines 256-257,1% increase in ag. households
9,Ag. Economy,Thailand,Historical,2019,Observed climate,%,2.491,NA,NA,NA,NA,NA,Lines 257-258,1% increase in total rainfall
10,Ag. Economy,Thailand,Historical,2019,Observed climate,%,-6.223,NA,NA,NA,NA,NA,Lines 259-260,1% increase in min temp
11,Ag. Economy,Thailand,Historical,2019,Observed climate,%,-6.238,NA,NA,NA,NA,NA,Lines 260-261,1% increase in max temp
12,Ag. Economy,Thailand,Historical,2019,Observed climate,%,-0.944,NA,NA,NA,NA,NA,Line 261,1% increase in rainfall intensity
13,Ag. Variability,Thailand,Historical,2019,Observed climate,%,-0.094,NA,NA,NA,NA,NA,Lines 265-266,1% increase in ag. households
14,Ag. Variability,Thailand,Historical,2019,Observed climate,%,-2.565,NA,NA,NA,NA,NA,Lines 266-267,1% increase in avg temp
15,Ag. Variability,Thailand,Historical,2019,Observed climate,%,0.128,NA,NA,NA,NA,NA,Lines 268-269,1% increase in ag. land use
16,Ag. Economy,Thailand,Historical,2019,Equilibrium state,Coefficient,-0.063,NA,NA,NA,NA,NA,Line 277,Convergence coefficient
17,Ag. Variability,Thailand,Historical,2019,Equilibrium state,Coefficient,-0.248,NA,NA,NA,NA,NA,Line 277,Convergence coefficient
