,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,GDP,India,A2_ASF,2004,NA,Bill US$,60.8,NA,NA,NA,NA,NA,10,Total GDP across 6 zones.
1,Biomass,India,A2_ASF,2004,NA,10^6 tC,2541,NA,NA,NA,NA,NA,10,Total biomass across 6 zones.
2,Net primary productivity,India,A2_ASF,2004,NA,10^6 tC,138.3,NA,NA,NA,NA,NA,10,Total net primary productivity across 6 zones.
3,Harvest,India,A2_ASF,2004,NA,10^6 tC,104.0,NA,NA,NA,NA,NA,10,Total harvest across 6 zones.
4,GDP,India,CCI,2085,Reference Scenario,%,1,NA,NA,NA,NA,NA,p. 240,The contribution to India’s GDP from forestry increases by only 1%.
5,GDP,India,CCG,2085,Reference Scenario,%,1,NA,NA,NA,NA,NA,p. 240,The contribution to India’s GDP from forestry increases by only 1%.
6,Wages,India,CCI,2045,No CC,%,0.02,NA,NA,NA,NA,NA,241,Increase in North-East zone (NoE6)
7,Wages,India,CCI,2045,No CC,%,0.015,NA,NA,NA,NA,NA,241,Increase in North zone (Nor3)
8,Wages,India,CCI,2045,No CC,%,0.01,NA,NA,NA,NA,NA,241,Increase in West zone (Wes2)
9,Wages,India,CCI,2045,No CC,%,-0.005,NA,NA,NA,NA,NA,241,Decrease in Central zone (Cen4)
10,Wages,India,CCI,2045,No CC,%,-0.01,NA,NA,NA,NA,NA,241,Decrease in South zone (Sou1)
11,Wages,India,CCI,2045,No CC,%,0.005,NA,NA,NA,NA,NA,241,Increase in East zone (Eas5)
12,Price of Capital,India,CCI,2045,No CC,%,0.02,NA,NA,NA,NA,NA,241,Increase in South zone (Sou1)
13,Price of Capital,India,CCI,2045,No CC,%,0.015,NA,NA,NA,NA,NA,241,Increase in Central zone (Cen4)
14,Price of Capital,India,CCI,2045,No CC,%,0.01,NA,NA,NA,NA,NA,241,Increase in East zone (Eas5)
15,Price of Capital,India,CCI,2045,No CC,%,-0.005,NA,NA,NA,NA,NA,241,Decrease in North-East zone (NoE6)
16,Price of Capital,India,CCI,2045,No CC,%,-0.01,NA,NA,NA,NA,NA,241,Decrease in West zone (Wes2)
17,Price of Capital,India,CCI,2045,No CC,%,-0.015,NA,NA,NA,NA,NA,241,Decrease in North zone (Nor3)
18,Wages,India,CCI,2085,No CC,%,0.02,NA,NA,NA,NA,NA,241,Increase in North-East zone (NoE6)
19,Wages,India,CCI,2085,No CC,%,0.015,NA,NA,NA,NA,NA,241,Increase in North zone (Nor3)
20,Wages,India,CCI,2085,No CC,%,0.01,NA,NA,NA,NA,NA,241,Increase in West zone (Wes2)
21,Wages,India,CCI,2085,No CC,%,-0.005,NA,NA,NA,NA,NA,241,Decrease in Central zone (Cen4)
22,Wages,India,CCI,2085,No CC,%,-0.01,NA,NA,NA,NA,NA,241,Decrease in South zone (Sou1)
23,Wages,India,CCI,2085,No CC,%,0.005,NA,NA,NA,NA,NA,241,Increase in East zone (Eas5)
24,Price of Capital,India,CCI,2085,No CC,%,0.02,NA,NA,NA,NA,NA,241,Increase in South zone (Sou1)
25,Price of Capital,India,CCI,2085,No CC,%,0.015,NA,NA,NA,NA,NA,241,Increase in Central zone (Cen4)
26,Price of Capital,India,CCI,2085,No CC,%,0.01,NA,NA,NA,NA,NA,241,Increase in East zone (Eas5)
27,Price of Capital,India,CCI,2085,No CC,%,-0.005,NA,NA,NA,NA,NA,241,Decrease in North-East zone (NoE6)
28,Price of Capital,India,CCI,2085,No CC,%,-0.01,NA,NA,NA,NA,NA,241,Decrease in West zone (Wes2)
29,Price of Capital,India,CCI,2085,No CC,%,-0.015,NA,NA,NA,NA,NA,241,Decrease in North zone (Nor3)
30,Exports,India,CCI,2085,No CC,Percent,5.0,NA,NA,NA,NA,NA,Page 14,Exports from forestry increase by 5.0% in 2085 under the CCI scenario.
31,Exports,India,CCI,2045,No CC,Percent,3.3,NA,NA,NA,NA,NA,Page 14,Exports from forestry increase by 3.3% in 2045 under the CCI scenario.
32,Exports,India,CCG,2085,No CC,Percent,1.7,NA,NA,NA,NA,NA,Page 14,Exports from forestry increase by 1.7% in 2085 under the CCG scenario.
33,Exports,India,CCG,2045,No CC,Percent,0.9,NA,NA,NA,NA,NA,Page 14,Exports from forestry increase by 0.9% in 2045 under the CCG scenario.
34,Imports,India,CCI,2085,No CC,Percent,-2.5,NA,NA,NA,NA,NA,Page 14,Imports decrease by 2.5% in 2085 under the CCI scenario.
35,Imports,India,CCI,2045,No CC,Percent,-1.8,NA,NA,NA,NA,NA,Page 14,Imports decrease by 1.8% in 2045 under the CCI scenario.
36,Imports,India,CCG,2085,No CC,Percent,-1.8,NA,NA,NA,NA,NA,Page 14,Imports decrease by 1.8% in 2085 under the CCG scenario.
37,Imports,India,CCG,2045,No CC,Percent,-1.3,NA,NA,NA,NA,NA,Page 14,Imports decrease by 1.3% in 2045 under the CCG scenario.
38,Rotation Period,India,CCI and CCG,2085,No CC,Years Reduction,-1,NA,NA,NA,NA,NA,15,Reduction in one of the six zones
39,Rotation Period,India,CCI and CCG,2085,No CC,Years Increase,6,NA,NA,NA,NA,NA,15,Increase in one of the six zones
40,Economic Impacts on Forestry,India,CCI and CCG,2085,Biological Impacts,Percentage Reduction,66,NA,NA,NA,NA,NA,15,Impacts lowered when infrastructure is invested in.
