,Outcome,Region,Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Poverty,Global,Central tendency,2030,No CC,millions of people,25,NA,NA,18,NA,30,1,Climate change-attributable extreme poverty
1,Poverty,Global,Central tendency,2050,No CC,millions of people,40,NA,NA,9,NA,78,1,Climate change-attributable extreme poverty
2,Poverty,Global,Central tendency,2070,No CC,millions of people,32,NA,NA,4,NA,130,1,Climate change-attributable extreme poverty
3,Poverty,Global,Tipping points,2030,No CC,millions of people,57,NA,NA,40,NA,72,1,Climate change-attributable extreme poverty
4,Poverty,Global,Tipping points,2050,No CC,millions of people,78,NA,NA,18,NA,193,1,Climate change-attributable extreme poverty
5,Poverty,Global,Tipping points,2070,No CC,millions of people,56,NA,NA,7,NA,306,1,Climate change-attributable extreme poverty
6,People in extreme poverty,Global,SSP4-RCP 8.5,2030,No CC,millions,122,NA,NA,NA,NA,NA,4,Refers to a World Bank study from 2014.
7,Income,Poorest 40% of countries,Unspecified,2100,No CC,%,-75,NA,NA,NA,NA,NA,4,Average income decline.
8,Social cost of carbon,Global,All tipping points surpassed,2100,No tipping points,%,25,NA,NA,NA,NA,NA,4,
9,Gini Coefficient,150 countries,Temperature Increase,2017,No CC,points/%°C,0.5,NA,NA,NA,NA,NA,5,The study finds that a 1% increase in temperature raises the Gini coefficient for income inequality by 0.5 points on a 0–100-point scale.
10,Economic Growth,Global,IFs-RCP 6.0,2030,No CC,Trillions of 2011 US$,-1.1,NA,NA,NA,NA,NA,9,
11,Economic Growth,Global,IFs-RCP 6.0,2030,No CC,Percent,-0.2,NA,NA,NA,NA,NA,9,
12,Economic Growth,Global,SSP1-RCP 2.6,2030,No CC,Trillions of 2011 US$,-6.0,NA,NA,NA,NA,NA,9,
13,Economic Growth,Global,SSP1-RCP 2.6,2030,No CC,Percent,-0.5,NA,NA,NA,NA,NA,9,
14,Economic Growth,Global,SSP2-RCP 4.5,2030,No CC,Trillions of 2011 US$,-5.7,NA,NA,NA,NA,NA,9,
15,Economic Growth,Global,SSP2-RCP 4.5,2030,No CC,Percent,-0.5,NA,NA,NA,NA,NA,9,
16,Economic Growth,Global,SSP3-RCP 6.0,2030,No CC,Trillions of 2011 US$,-5.0,NA,NA,NA,NA,NA,9,
