,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Economic Growth,171 independent countries,Historical data 1980-2007,2007,No CC,Percentage points,-0.5,NA,NA,NA,NA,NA,Abstract,Climate-related natural disasters have a negative effect on growth and the impact is considerable.
1,Economic Growth,171 independent countries,Historical data 1980-2007,2007,No CC,NA,-0.5,NA,NA,NA,NA,NA,Highlights,"Climate-related natural disasters, such as floods and storms, consistently exhibit a negative impact on economic growth and GDP per capita. Despite the small magnitude of these effects, they are statistically significant and robust in the short term."
2,Economic Growth,171 independent countries,NA,1994,NA,NA,0,NA,NA,NA,NA,NA,148,"Confirms that climate-related disasters have a negative impact on growth. No specific quantitative result given; using 1994 as the midpoint of the time range for the year, and '0' to indicate no quantitative impact."
3,GDP per capita growth,171 independent countries,Historical data from 1980-2007,1993,No CC,%,1.726,7.415,NA,NA,NA,NA,5,Average value across the 1980-2007 period.
4,Openness of economy,171 independent countries,Historical data from 1980-2007,1993,NA,%,77.4,49.1,NA,NA,NA,NA,5,Average value across the 1980-2007 period.
5,Real investment share of GDP,171 independent countries,Historical data from 1980-2007,1993,NA,%,20.1,11.8,NA,NA,NA,NA,5,Average value across the 1980-2007 period.
6,Real government share of GDP,171 independent countries,Historical data from 1980-2007,1993,NA,%,19.0,10.0,NA,NA,NA,NA,5,Average value across the 1980-2007 period.
7,FDI inflow relative to GDP,171 independent countries,Historical data from 1980-2007,1993,NA,%,3.608,19.7,NA,NA,NA,NA,5,Average value across the 1980-2007 period.
8,FDI outflow relative to GDP,171 independent countries,Historical data from 1980-2007,1993,NA,%,1.129,14.2,NA,NA,NA,NA,5,Average value across the 1980-2007 period.
9,Inflation,171 independent countries,Historical data from 1980-2007,1993,NA,%,46.0,505.3,NA,NA,NA,NA,5,Average value across the 1980-2007 period.
10,Economic Growth (per capita),171 independent countries,Historical data (1980-2007),2007,No CC,percentage points,-0.38,NA,NA,NA,NA,NA,154,Impact of one standard deviation (0.014) increase in weighted population affected by climatic disasters within the same year.
11,Economic Growth (per capita),171 independent countries,Historical data (1980-2007),2007,No CC,percentage points,-0.46,NA,NA,NA,NA,NA,154,Long-run growth reduction calculated by evaluating Equation 2 in steady state.
12,GDP/capita growth,171 independent countries,Historical Data,2007,No CC,percentage points,-26.8,6.75,NA,NA,NA,NA,9,Impact of population affected by climate-related disasters (time weights)
13,GDP/capita growth,171 independent countries,Historical Data,2007,No CC,percentage points,-31.0,3.10,NA,NA,NA,NA,9,Impact of population affected by floods (time weights)
14,GDP/capita growth,171 independent countries,Historical Data,2007,No CC,percentage points,-24.0,4.47,NA,NA,NA,NA,9,Impact of population affected by storms (time weights)
15,GDP/capita growth,171 independent countries,Historical Data,2007,No CC,percentage points,-0.53,1.91,NA,NA,NA,NA,9,Impact of a climatic disaster (dummy)
16,GDP/capita growth,171 independent countries,Historical Data,2007,Lagged one year,percentage points,0.17,NA,NA,NA,NA,NA,9,Lagged GDP/capita growth
17,GDP/capita growth,171 independent countries,Historical Data,2007,Lagged one year,percentage points,0.18,NA,NA,NA,NA,NA,9,Lagged GDP/capita growth (with controls)
18,GDP/capita growth,171 independent countries,Historical Data,2007,Lagged one year,percentage points,0.015,NA,NA,NA,NA,NA,9,Lagged Trade Openness (with controls)
19,GDP/capita growth,171 independent countries,Historical Data,2007,Lagged one year,percentage points,0.014,NA,NA,NA,NA,NA,9,Lagged Trade Openness (with controls)
20,GDP/capita growth,171 independent countries,Historical Data,2007,Lagged one year,percentage points,0.031,NA,NA,NA,NA,NA,9,Lagged Real investment share of GDP (with controls)
21,GDP/capita growth,171 independent countries,Historical Data,2007,Lagged one year,percentage points,0.025,NA,NA,NA,NA,NA,9,Lagged Real government share of GDP (with controls)
22,GDP/capita growth,171 independent countries,Historical Data,2007,Lagged one year,percentage points,0.36,NA,NA,NA,NA,NA,9,Lagged FDI inflow (with controls)
23,GDP/capita growth,171 independent countries,Historical Data,2007,Lagged one year,percentage points,-0.30,NA,NA,NA,NA,NA,9,Lagged FDI outflow (with controls)
24,GDP/capita growth,171 independent countries,Historical Data,2007,Lagged one year,percentage points,-0.075,NA,NA,NA,NA,NA,9,Lagged Inflation (with controls)
25,GDP/capita growth,171 independent countries,Historical Data,2007,Lagged one year,percentage points,-0.069,NA,NA,NA,NA,NA,9,Lagged Inflation (with controls)
26,GDP/capita growth,171 independent countries,Historical Data,2007,Lagged one year,percentage points,-0.068,NA,NA,NA,NA,NA,9,Lagged Inflation (with controls)
27,GDP per capita Growth,171 independent countries,Historical,1993,No CC,percentage points,-25.7,NA,NA,NA,NA,NA,10,Coefficient from regression model 8. Disaster size is normalized by affected population.
28,GDP per capita Growth,171 independent countries,Historical,1993,No CC,percentage points,-32.8,NA,NA,NA,NA,NA,10,Coefficient from regression model 9. Disaster size is normalized by affected population.
29,GDP per capita Growth,171 independent countries,Historical,1993,No CC,percentage points,-26.6,NA,NA,NA,NA,NA,10,Coefficient from fixed effects regression. Disaster size is normalized by affected population.
30,GDP per capita,171 independent countries,Historical,1993,No CC,Unknown,-0.30,NA,NA,NA,NA,NA,10,Coefficient from regression model 9. Disaster size is normalized by affected population. Significant at p < 0.05
31,GDP per capita,171 independent countries,Historical,1993,No CC,Unknown,-0.30,NA,NA,NA,NA,NA,10,Coefficient from regression model 8. Disaster size is normalized by affected population. Significant at p < 0.05
32,GDP per capita,171 independent countries,Historical,1993,No CC,Unknown,-0.30,NA,NA,NA,NA,NA,10,Coefficient from regression model 6. Disaster size is normalized by affected population. Significant at p < 0.05
33,GDP per capita,171 independent countries,Historical,1993,No CC,Unknown,-0.30,NA,NA,NA,NA,NA,10,Coefficient from fixed effects regression. Disaster size is normalized by affected population. Significant at p < 0.05
34,GDP per capita,171 independent countries,Historical,1993,No CC,Unknown,-26.5,NA,NA,NA,NA,NA,10,Coefficient from Robustness test regression. Disaster size is normalized by affected population.
35,Economic Growth,171 independent countries,Historical,1993,No CC,Unknown,-0.55,NA,NA,NA,NA,NA,10,Coefficient from regression model 7. Disaster size is normalized by affected population.
36,Economic Growth,171 independent countries,Historical,1993,No CC,Unknown,-3.11,NA,NA,NA,NA,NA,10,Coefficient from regression model 5. Disaster size is normalized by affected population.
37,Economic Growth,171 independent countries,Historical,1993,No CC,Unknown,-22.6,NA,NA,NA,NA,NA,10,Coefficient from regression model 4. Disaster size is normalized by affected population.
38,Economic Growth,Global,No explicit scenario,2007,No CC,percentage points,-0.18,NA,NA,NA,NA,NA,Page 11,The estimated growth reduction due to climate-related disasters is reported to be -0.18 percentage points per percentage point increase in the disaster variable.
39,GDP/capita growth,153 independent countries,Historical Data (1980-2007),2007,No disasters,Percentage points,-0.0011,NA,NA,NA,NA,NA,Page 12,Effect of population affected by climate-related disasters (time weights); statistically significant at p < 0.05
40,Conflict onset,153 independent countries,Historical Data (1980-2007),2007,No disasters,Probability,0.0035,NA,NA,NA,NA,NA,Page 12,Effect of population affected by climate-related disasters (time weights); not statistically significant
