,Outcome,Region,Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Efficiency,Global,Unspecified,2025,No CC,percent / degree Celsius,-0.4,NA,NA,NA,NA,NA,Page 2,Module temperature reduces efficiency by 0.4–0.5 % per degree Celsius
1,Efficiency,Global,Unspecified,2025,No CC,percent / degree Celsius,-0.5,NA,NA,NA,NA,NA,Page 2,Module temperature reduces efficiency by 0.4–0.5 % per degree Celsius
2,Electricity Output,Desert regions,Unspecified,2025,No CC,percent,-60,NA,NA,NA,NA,NA,Page 2,"Atmospheric conditions (clouds, aerosols, pollutants, and dust) can reduce electricity output by up to 60 %"
3,Power output,Jordan,NA,2025,Naturally cleaned modules,%,1.3,NA,NA,NA,NA,NA,Page 11,Electrostatic cleaning reduced power loss from 5.9% to 4.6%.
4,Efficiency,NA,NA,2025,NA,%/1% increase in humidity,-1,NA,NA,NA,NA,NA,Page 11,1% increase in humidity reduces module efficiency due to lowered temperature.
5,Module Temperature,Unspecified,Unspecified,2025,No wind,Degree C,0.94,NA,NA,NA,NA,NA,12,"The module temperature increase is relative to if wind is present. The year is assumed to be the publication year, since the reported impact is not specific to a year. Value is not climate-related but describes the impact of wind on module temperature."
6,Energy generation,"Michigan, US",NA,2024,No snow coverage,%,-5,NA,NA,NA,NA,NA,p. 13,Increased annual energy loss from 5% to 34% due to snow coverage
7,Energy generation,"Michigan, US",NA,2024,No snow coverage,%,-34,NA,NA,NA,NA,NA,p. 13,"For obstructed systems, yearly energy losses remain at 30–34%, regardless of tilt angle"
8,Energy generation,Munich,NA,2024,No snow coverage,%,-0.3,NA,NA,NA,NA,NA,p. 13,Energy losses from snow cover
9,Energy generation,Munich,NA,2024,No snow coverage,%,-2.7,NA,NA,NA,NA,NA,p. 13,Energy losses from snow cover
10,Energy generation,Russia,NA,2024,No snow coverage,%,-40,NA,NA,NA,NA,NA,p. 13,Losses exceed 40% with 4 mm thick snow coverage
11,Energy output,NA,NA,2024,Increased albedo,%,1,NA,NA,NA,NA,NA,p. 13,Observed in tilted modules due to increased albedo
12,Solar energy production,California,NA,2020,No wildfires,%,-30,NA,NA,NA,NA,NA,p. 13,Extreme wildfires in September 2020 reduced solar energy production by 30%
13,Solar generation,New England,NA,2023,No wildfires,%,-60,NA,NA,NA,NA,NA,p. 13,"Smoke from Canadian wildfires spread to the Northeast and Midwest US, reducing solar generation by up to 60% in New England"
14,Solar generation,Mid-Atlantic,NA,2023,No wildfires,%,-25,NA,NA,NA,NA,NA,p. 13,"Smoke from Canadian wildfires spread to the Northeast and Midwest US, reducing solar generation by up to 25% in Mid-Atlantic and Midwestern states"
15,Power Generation,Texas,Solar Eclipse Event,2017,No Eclipse,GW,-5.7,NA,NA,NA,NA,NA,Page 14,"During the solar eclipse in 2017, solar PV production in Texas fell by 5.7 GW within 40 minutes."
16,Power Generation,Texas,Solar Eclipse Event,2017,No Eclipse,GW,+4.4,NA,NA,NA,NA,NA,Page 14,"After the solar eclipse in 2017, solar PV production in Texas rose by 4.4 GW in the next 40 minutes."
17,Power Generation,USA,Solar Eclipse Event,2024,No Eclipse,GW,-70,NA,NA,NA,NA,NA,"Page 14, Fig. 20","In the 2024 solar eclipse, approximately 70 GW of utility-scale solar PV capacity in the USA was affected."
18,Solar PV capacity,China,NA,2000,1960,%,-13,NA,NA,NA,NA,NA,16,Attributed to black carbon/SO2.
19,Solar PV capacity,China,NA,2000,1960,%,-15,NA,NA,NA,NA,NA,16,Attributed to black carbon/SO2.
20,GHI,China,NA,2000,1960,W/m2,-24,NA,NA,NA,NA,NA,16,Attributed to black carbon/SO2.
21,PV efficiency,Desert regions,NA,2025,No CC,%,-60,NA,NA,NA,NA,NA,16,Due to dust accumulation.
22,PV efficiency,NA,NA,2025,1 °C increase,%/°C,-0.4,NA,NA,NA,NA,NA,16,Due to higher temperatures.
23,PV efficiency,NA,NA,2025,1 °C increase,%/°C,-0.5,NA,NA,NA,NA,NA,16,Due to higher temperatures.
24,Solar irradiance,Global,NA,2001,1983,%/yr,0.1,NA,NA,NA,NA,NA,16,Rise due to aerosol decrease.
25,Aerosol emissions,Global,NA,2025,No CC,%/yr,-0.13,NA,NA,NA,NA,NA,16,Decrease in emissions.
