,Outcome,Region,Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,COG Shift,Eastern Bering Sea,SSP585,2076,2000,km/decade,80,NA,NA,NA,NA,NA,8,Greenland halibut
1,COG Shift,Eastern Bering Sea,SSP585,2076,2000,km/decade,31.64,NA,NA,NA,NA,NA,8,Walleye pollock
2,COG Shift,E Bering/Chukchi,SSP126,2030,2000-2019,km/decade,14.32,NA,NA,NA,NA,NA,11,"Walleye pollock, 2021-2040"
3,COG Shift,E Bering/Chukchi,SSP126,2030,2000-2019,km/decade,18.14,NA,NA,NA,NA,NA,11,"Pacific cod, 2021-2040"
4,COG Shift,E Bering/Chukchi,SSP126,2030,2000-2019,km/decade,15.80,NA,NA,NA,NA,NA,11,"Yellowfin sole, 2021-2040"
5,COG Shift,E Bering/Chukchi,SSP126,2030,2000-2019,km/decade,23.66,NA,NA,NA,NA,NA,11,"Arrowtooth flounder, 2021-2040"
6,COG Shift,E Bering/Chukchi,SSP126,2030,2000-2019,km/decade,20.47,NA,NA,NA,NA,NA,11,"Snow crab, 2021-2040"
7,COG Shift,E Bering/Chukchi,SSP126,2030,2000-2019,km/decade,18.17,NA,NA,NA,NA,NA,11,"Flathead sole, 2021-2040"
8,COG Shift,E Bering/Chukchi,SSP126,2030,2000-2019,km/decade,22.40,NA,NA,NA,NA,NA,11,"Alaska plaice, 2021-2040"
9,COG Shift,E Bering/Chukchi,SSP126,2030,2000-2019,km/decade,27.18,NA,NA,NA,NA,NA,11,"Greenland halibut, 2021-2040"
10,COG Shift,E Bering/Chukchi,SSP126,2050,2000-2019,km/decade,12.40,NA,NA,NA,NA,NA,11,"Walleye pollock, 2041-2060"
11,COG Shift,E Bering/Chukchi,SSP126,2050,2000-2019,km/decade,16.18,NA,NA,NA,NA,NA,11,"Pacific cod, 2041-2060"
12,COG Shift,E Bering/Chukchi,SSP126,2050,2000-2019,km/decade,14.13,NA,NA,NA,NA,NA,11,"Yellowfin sole, 2041-2060"
13,COG Shift,E Bering/Chukchi,SSP126,2050,2000-2019,km/decade,23.64,NA,NA,NA,NA,NA,11,"Arrowtooth flounder, 2041-2060"
14,COG Shift,E Bering/Chukchi,SSP126,2050,2000-2019,km/decade,23.37,NA,NA,NA,NA,NA,11,"Snow crab, 2041-2060"
15,COG Shift,E Bering/Chukchi,SSP126,2050,2000-2019,km/decade,14.75,NA,NA,NA,NA,NA,11,"Flathead sole, 2041-2060"
16,COG Shift,E Bering/Chukchi,SSP126,2050,2000-2019,km/decade,28.98,NA,NA,NA,NA,NA,11,"Alaska plaice, 2041-2060"
17,COG Shift,E Bering/Chukchi,SSP126,2050,2000-2019,km/decade,20.05,NA,NA,NA,NA,NA,11,"Greenland halibut, 2041-2060"
18,COG Shift,E Bering/Chukchi,SSP126,2070,2000-2019,km/decade,11.25,NA,NA,NA,NA,NA,11,"Walleye pollock, 2061-2080"
19,COG Shift,E Bering/Chukchi,SSP126,2070,2000-2019,km/decade,16.39,NA,NA,NA,NA,NA,11,"Pacific cod, 2061-2080"
20,COG Shift,E Bering/Chukchi,SSP126,2070,2000-2019,km/decade,12.87,NA,NA,NA,NA,NA,11,"Yellowfin sole, 2061-2080"
21,COG Shift,E Bering/Chukchi,SSP126,2070,2000-2019,km/decade,16.97,NA,NA,NA,NA,NA,11,"Arrowtooth flounder, 2061-2080"
22,COG Shift,E Bering/Chukchi,SSP126,2070,2000-2019,km/decade,22.58,NA,NA,NA,NA,NA,11,"Snow crab, 2061-2080"
23,COG Shift,E Bering/Chukchi,SSP126,2070,2000-2019,km/decade,14.12,NA,NA,NA,NA,NA,11,"Flathead sole, 2061-2080"
24,COG Shift,E Bering/Chukchi,SSP126,2070,2000-2019,km/decade,30.69,NA,NA,NA,NA,NA,11,"Alaska plaice, 2061-2080"
25,COG Shift,E Bering/Chukchi,SSP126,2070,2000-2019,km/decade,12.89,NA,NA,NA,NA,NA,11,"Greenland halibut, 2061-2080"
26,COG Shift,E Bering/Chukchi,SSP126,2090,2000-2019,km/decade,8.83,NA,NA,NA,NA,NA,11,"Walleye pollock, 2081-2100"
27,COG Shift,E Bering/Chukchi,SSP126,2090,2000-2019,km/decade,10.71,NA,NA,NA,NA,NA,11,"Pacific cod, 2081-2100"
28,COG Shift,E Bering/Chukchi,SSP126,2090,2000-2019,km/decade,10.00,NA,NA,NA,NA,NA,11,"Yellowfin sole, 2081-2100"
29,COG Shift,E Bering/Chukchi,SSP126,2090,2000-2019,km/decade,13.38,NA,NA,NA,NA,NA,11,"Arrowtooth flounder, 2081-2100"
30,COG Shift,E Bering/Chukchi,SSP126,2090,2000-2019,km/decade,19.65,NA,NA,NA,NA,NA,11,"Snow crab, 2081-2100"
31,COG Shift,E Bering/Chukchi,SSP126,2090,2000-2019,km/decade,11.60,NA,NA,NA,NA,NA,11,"Flathead sole, 2081-2100"
32,COG Shift,E Bering/Chukchi,SSP126,2090,2000-2019,km/decade,24.12,NA,NA,NA,NA,NA,11,"Alaska plaice, 2081-2100"
33,COG Shift,E Bering/Chukchi,SSP126,2090,2000-2019,km/decade,10.55,NA,NA,NA,NA,NA,11,"Greenland halibut, 2081-2100"
34,COG Shift,E Bering/Chukchi,SSP245,2030,2000-2019,km/decade,14.90,NA,NA,NA,NA,NA,11,"Walleye pollock, 2021-2040"
35,COG Shift,E Bering/Chukchi,SSP245,2030,2000-2019,km/decade,17.36,NA,NA,NA,NA,NA,11,"Pacific cod, 2021-2040"
36,COG Shift,E Bering/Chukchi,SSP245,2030,2000-2019,km/decade,11.69,NA,NA,NA,NA,NA,11,"Yellowfin sole, 2021-2040"
37,Maximum Catch Potential,EBS & Chukchi,SSP126,2030,2000–2019,%,1.92,NA,NA,NA,NA,NA,14,Average for period 2021-2040
38,Maximum Revenue Potential,EBS & Chukchi,SSP126,2030,2000–2019,%,-12.02,NA,NA,NA,NA,NA,14,Average for period 2021-2040
39,Maximum Profit Potential,EBS & Chukchi,SSP126,2030,2000–2019,%,-15.72,NA,NA,NA,NA,NA,14,Average for period 2021-2040
40,Maximum Catch Potential,EBS & Chukchi,SSP245,2030,2000–2019,%,4.68,NA,NA,NA,NA,NA,14,Average for period 2021-2040
41,Maximum Revenue Potential,EBS & Chukchi,SSP245,2030,2000–2019,%,-6.7,NA,NA,NA,NA,NA,14,Average for period 2021-2040
42,Maximum Profit Potential,EBS & Chukchi,SSP245,2030,2000–2019,%,-9.95,NA,NA,NA,NA,NA,14,Average for period 2021-2040
43,Maximum Catch Potential,EBS & Chukchi,SSP370,2030,2000–2019,%,5.58,NA,NA,NA,NA,NA,14,Average for period 2021-2040
44,Maximum Revenue Potential,EBS & Chukchi,SSP370,2030,2000–2019,%,-6.72,NA,NA,NA,NA,NA,14,Average for period 2021-2040
45,Maximum Profit Potential,EBS & Chukchi,SSP370,2030,2000–2019,%,-10.38,NA,NA,NA,NA,NA,14,Average for period 2021-2040
46,Maximum Catch Potential,EBS & Chukchi,SSP585,2030,2000–2019,%,3.98,NA,NA,NA,NA,NA,14,Average for period 2021-2040
47,Maximum Revenue Potential,EBS & Chukchi,SSP585,2030,2000–2019,%,-9.27,NA,NA,NA,NA,NA,14,Average for period 2021-2040
48,Maximum Profit Potential,EBS & Chukchi,SSP585,2030,2000–2019,%,-13.22,NA,NA,NA,NA,NA,14,Average for period 2021-2040
49,Maximum Catch Potential,EBS & Chukchi,SSP126,2050,2000–2019,%,-4.55,NA,NA,NA,NA,NA,14,Average for period 2041-2060
50,Maximum Revenue Potential,EBS & Chukchi,SSP126,2050,2000–2019,%,-18.28,NA,NA,NA,NA,NA,14,Average for period 2041-2060
51,Maximum Profit Potential,EBS & Chukchi,SSP126,2050,2000–2019,%,-22.74,NA,NA,NA,NA,NA,14,Average for period 2041-2060
52,Maximum Catch Potential,EBS & Chukchi,SSP245,2050,2000–2019,%,-0.86,NA,NA,NA,NA,NA,14,Average for period 2041-2060
53,Maximum Revenue Potential,EBS & Chukchi,SSP245,2050,2000–2019,%,-17.42,NA,NA,NA,NA,NA,14,Average for period 2041-2060
54,Maximum Profit Potential,EBS & Chukchi,SSP245,2050,2000–2019,%,-23.3,NA,NA,NA,NA,NA,14,Average for period 2041-2060
55,Maximum Catch Potential,EBS & Chukchi,SSP370,2050,2000–2019,%,2.8,NA,NA,NA,NA,NA,14,Average for period 2041-2060
56,Maximum Revenue Potential,EBS & Chukchi,SSP370,2050,2000–2019,%,-16.81,NA,NA,NA,NA,NA,14,Average for period 2041-2060
57,Maximum Profit Potential,EBS & Chukchi,SSP370,2050,2000–2019,%,-23.46,NA,NA,NA,NA,NA,14,Average for period 2041-2060
58,Maximum Catch Potential,EBS & Chukchi,SSP585,2050,2000–2019,%,-2.04,NA,NA,NA,NA,NA,14,Average for period 2041-2060
59,Maximum Revenue Potential,EBS & Chukchi,SSP585,2050,2000–2019,%,-23.96,NA,NA,NA,NA,NA,14,Average for period 2041-2060
60,Maximum Profit Potential,EBS & Chukchi,SSP585,2050,2000–2019,%,-31.66,NA,NA,NA,NA,NA,14,Average for period 2041-2060
61,Maximum Catch Potential,EBS & Chukchi,SSP126,2070,2000–2019,%,-5.27,NA,NA,NA,NA,NA,14,Average for period 2061-2080
62,Maximum Revenue Potential,EBS & Chukchi,SSP126,2070,2000–2019,%,-20.92,NA,NA,NA,NA,NA,14,Average for period 2061-2080
63,Maximum Profit Potential,EBS & Chukchi,SSP126,2070,2000–2019,%,-26.21,NA,NA,NA,NA,NA,14,Average for period 2061-2080
64,Maximum Catch Potential,EBS & Chukchi,SSP245,2070,2000–2019,%,-3.65,NA,NA,NA,NA,NA,14,Average for period 2061-2080
65,Maximum Revenue Potential,EBS & Chukchi,SSP245,2070,2000–2019,%,-23.88,NA,NA,NA,NA,NA,14,Average for period 2061-2080
66,Maximum Profit Potential,EBS & Chukchi,SSP245,2070,2000–2019,%,-30.77,NA,NA,NA,NA,NA,14,Average for period 2061-2080
67,Maximum Catch Potential,EBS & Chukchi,SSP370,2070,2000–2019,%,-3.22,NA,NA,NA,NA,NA,14,Average for period 2061-2080
68,Maximum Revenue Potential,EBS & Chukchi,SSP370,2070,2000–2019,%,-29.07,NA,NA,NA,NA,NA,14,Average for period 2061-2080
69,Maximum Profit Potential,EBS & Chukchi,SSP370,2070,2000–2019,%,-37.66,NA,NA,NA,NA,NA,14,Average for period 2061-2080
70,Maximum Catch Potential,EBS & Chukchi,SSP585,2070,2000–2019,%,-3.89,NA,NA,NA,NA,NA,14,Average for period 2061-2080
