,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,GDP,New Zealand,Climate change,2100,No CC,%,-35,NA,NA,NA,NA,NA,1,Explained variance
1,Agricultural output,New Zealand,Climate change,2100,No CC,%,-35,NA,NA,NA,NA,NA,1,Explained variance
2,Welfare cost,New Zealand,Climate change,2100,No CC,% of permanent consumption,-0.30,NA,NA,NA,NA,NA,1,
3,Welfare cost,New Zealand,Worst case CC,2100,No CC,% of permanent consumption,-0.46,NA,NA,NA,NA,NA,1,Peaking
4,Consumption,New Zealand,Worst-case CC,2100,No CC,% of unconditional consumption,-0.46,NA,NA,NA,NA,NA,Page 4,Households' willingness to give up consumption to avoid weather shocks.
5,Agriculture Sector Share,New Zealand,Drought,2020,At Time of Drought,Index,-0.31,NA,NA,NA,NA,NA,8,Correlation with weather index.
6,Primary Sector Share,New Zealand,Drought,2020,At Time of Drought,Index,-0.25,NA,NA,NA,NA,NA,8,Correlation with weather index.
7,Secondary Sector Share,New Zealand,Drought,2020,At Time of Drought,Index,-0.10,NA,NA,NA,NA,NA,8,Correlation with weather index.
8,Tertiary Sector Share,New Zealand,Drought,2020,At Time of Drought,Index,0.39,NA,NA,NA,NA,NA,8,Correlation with weather index.
9,Consumption,New Zealand,Weather shock (drought),2020,Steady state,% deviation,-0.05,NA,95%,NA,NA,NA,Page 10,"Approximated from visual inspection of Figure 3, first period response. Negative indicates a decline from the steady state."
10,Investment,New Zealand,Weather shock (drought),2020,Steady state,% deviation,-0.1,NA,95%,NA,NA,NA,Page 10,First period response. Negative indicates a decline from the steady state.
11,Land Productivity,New Zealand,Avg. Weather Shock,2020,Steady State,%,-15,NA,NA,NA,NA,NA,27,Reduction due to average weather shock.
12,Land Productivity,New Zealand,Extreme Drought,2020,Steady State,%,-26,NA,NA,NA,NA,NA,27,Reduction due to extreme drought.
13,Agricultural Production,New Zealand,Extreme Drought,2020,Steady State,%,-3.6,NA,NA,NA,NA,NA,27,Direct effect on agricultural production due to extreme drought (not accounting for farmer reactions).
14,Land Productivity,New Zealand,Weather shock,2020,No CC,%,-22,NA,NA,NA,NA,NA,Page 29,"Land productivity is strongly negatively affected by drought, resulting in a 22% decline as per the model. Year is set to paper publication date."
15,Agricultural Production,New Zealand,Est. shocks,2000,All shocks," ""%""", 4,NA,NA,NA,NA,NA,32,Weather contribution during periods of good soil moisture.
16,Agricultural Production,New Zealand,Est. shocks,2000,All shocks," ""%""", -6,NA,NA,NA,NA,NA,32,Weather contribution during drought periods.
17,Agricultural Production,New Zealand,Drought,2008,All shocks," ""%""", -25,NA,NA,NA,NA,NA,32,Proportion of agricultural slowdown accounted for by weather shock.
18,Agricultural Production,New Zealand,Drought,2016,All shocks," ""%""", -5,NA,NA,NA,NA,NA,32,Contribution to the contraction of agricultural supply.
19,GDP,New Zealand,Est. shocks,2000,All shocks," ""%""", 2,NA,NA,NA,NA,NA,32,Weather contribution to the growth rate.
20,GDP,New Zealand,Est. shocks,2000,All shocks," ""%""", -2,NA,NA,NA,NA,NA,32,Weather contribution to the growth rate.
21,Consumption,New Zealand,Est. shocks,2000,All shocks," ""%""", 2,NA,NA,NA,NA,NA,32,Weather contribution to the growth rate.
22,Consumption,New Zealand,Est. shocks,2000,All shocks," ""%""", -2,NA,NA,NA,NA,NA,32,Weather contribution to the growth rate.
23,Hours worked,New Zealand,Est. shocks,2000,All shocks," ""%""", -0.5,NA,NA,NA,NA,NA,32,Weather-driven changes in aggregate labor demand.
24,Hours worked,New Zealand,Est. shocks,2000,All shocks," ""%""", 0.9,NA,NA,NA,NA,NA,32,Weather-driven changes in aggregate labor demand.
25,GDP,New Zealand,Drought,2008,All shocks," ""%""", -1,NA,NA,NA,NA,NA,32,Joint contraction due to droughts.
26,Consumption,New Zealand,Drought,2008,All shocks," ""%""", -1,NA,NA,NA,NA,NA,32,Joint contraction due to droughts.
27,Hours worked,New Zealand,Drought,2008,All shocks," ""%""", 1,NA,NA,NA,NA,NA,32,Increase in labor supplied.
28,GDP,New Zealand,Drought,2016,All shocks," ""%""", -1,NA,NA,NA,NA,NA,32,Joint contraction due to droughts.
29,Consumption,New Zealand,Drought,2016,All shocks," ""%""", -1,NA,NA,NA,NA,NA,32,Joint contraction due to droughts.
30,Hours worked,New Zealand,Drought,2016,All shocks," ""%""", 1,NA,NA,NA,NA,NA,32,Increase in labor supplied.
31,Weather Shock Volatility,New Zealand,Optimistic,2100,Historical Weather Conditions,%,-8.03,NA,NA,NA,NA,NA,35,Decline in variance of drought events
32,Agriculture Output Volatility,New Zealand,Optimistic,2100,Historical Weather Conditions,%,-3.39,NA,NA,NA,NA,NA,35,Decrease of variance
33,Total Output Variance,New Zealand,RCP 4.5,2100,Historical Weather Conditions,%,5.22,NA,NA,NA,NA,NA,35, 
34,Total Output Variance,New Zealand,RCP 8.5,2100,Historical Weather Conditions,%,19.19,NA,NA,NA,NA,NA,35, 
35,Agriculture Prod. Volatility,New Zealand,RCP 8.5,2100,Historical Weather Conditions,%,21.88,NA,NA,NA,NA,NA,35, 
36,Consumption Variance,New Zealand,RCP 8.5,2100,Historical Weather Conditions,%,27.09,NA,NA,NA,NA,NA,35, 
37,Price of Ag. Goods Variance,New Zealand,RCP 8.5,2100,Historical Weather Conditions,%,16.8,NA,NA,NA,NA,NA,35, 
38,Net Foreign Asset Variance,New Zealand,RCP 8.5,2100,Historical Weather Conditions,%,31.86,NA,NA,NA,NA,NA,35, 
39,Current Account Variance,New Zealand,RCP 8.5,2100,Historical Weather Conditions,%,11.45,NA,NA,NA,NA,NA,35, 
40,Real Exchange Rate Variance,New Zealand,RCP 8.5,2100,Historical Weather Conditions,%,7.54,NA,NA,NA,NA,NA,35, 
41,Weather shock variance,New Zealand,RCP 2.5,2100,Historical,Index (1994-2016 = 100),91.97,NA,NA,NA,NA,NA,36,Represents -8.03% change compared to 1994-2016
42,Weather shock variance,New Zealand,RCP 4.5,2100,Historical,Index (1994-2016 = 100),114.11,NA,NA,NA,NA,NA,36,Represents +14.11% change compared to 1994-2016
43,Weather shock variance,New Zealand,RCP 6.0,2100,Historical,Index (1994-2016 = 100),119.44,NA,NA,NA,NA,NA,36,Represents +19.44% change compared to 1994-2016
44,Weather shock variance,New Zealand,RCP 8.5,2100,Historical,Index (1994-2016 = 100),151.91,NA,NA,NA,NA,NA,36,Represents +51.91% change compared to 1994-2016
45,GDP Variance,New Zealand,RCP 2.5,2100,Historical,Index (1994-2016 = 100),97.03,NA,NA,NA,NA,NA,36,
46,GDP Variance,New Zealand,RCP 4.5,2100,Historical,Index (1994-2016 = 100),105.22,NA,NA,NA,NA,NA,36,
47,GDP Variance,New Zealand,RCP 6.0,2100,Historical,Index (1994-2016 = 100),107.19,NA,NA,NA,NA,NA,36,
48,GDP Variance,New Zealand,RCP 8.5,2100,Historical,Index (1994-2016 = 100),119.19,NA,NA,NA,NA,NA,36,
49,Consumption Variance,New Zealand,RCP 2.5,2100,Historical,Index (1994-2016 = 100),95.81,NA,NA,NA,NA,NA,36,
50,Consumption Variance,New Zealand,RCP 4.5,2100,Historical,Index (1994-2016 = 100),107.36,NA,NA,NA,NA,NA,36,
51,Consumption Variance,New Zealand,RCP 6.0,2100,Historical,Index (1994-2016 = 100),110.15,NA,NA,NA,NA,NA,36,
52,Consumption Variance,New Zealand,RCP 8.5,2100,Historical,Index (1994-2016 = 100),127.09,NA,NA,NA,NA,NA,36,
53,Investment Variance,New Zealand,RCP 2.5,2100,Historical,Index (1994-2016 = 100),99.24,NA,NA,NA,NA,NA,36,
54,Investment Variance,New Zealand,RCP 4.5,2100,Historical,Index (1994-2016 = 100),101.34,NA,NA,NA,NA,NA,36,
55,Investment Variance,New Zealand,RCP 6.0,2100,Historical,Index (1994-2016 = 100),101.85,NA,NA,NA,NA,NA,36,
56,Investment Variance,New Zealand,RCP 8.5,2100,Historical,Index (1994-2016 = 100),104.94,NA,NA,NA,NA,NA,36,
57,Agricultural Output Variance,New Zealand,RCP 2.5,2100,Historical,Index (1994-2016 = 100),96.61,NA,NA,NA,NA,NA,36,
58,Agricultural Output Variance,New Zealand,RCP 4.5,2100,Historical,Index (1994-2016 = 100),105.95,NA,NA,NA,NA,NA,36,
59,Agricultural Output Variance,New Zealand,RCP 6.0,2100,Historical,Index (1994-2016 = 100),108.20,NA,NA,NA,NA,NA,36,
60,Agricultural Output Variance,New Zealand,RCP 8.5,2100,Historical,Index (1994-2016 = 100),121.88,NA,NA,NA,NA,NA,36,
61,Agricultural Price Variance,New Zealand,RCP 2.5,2100,Historical,Index (1994-2016 = 100),97.40,NA,NA,NA,NA,NA,36,
62,Agricultural Price Variance,New Zealand,RCP 4.5,2100,Historical,Index (1994-2016 = 100),104.56,NA,NA,NA,NA,NA,36,
63,Agricultural Price Variance,New Zealand,RCP 6.0,2100,Historical,Index (1994-2016 = 100),106.29,NA,NA,NA,NA,NA,36,
64,Agricultural Price Variance,New Zealand,RCP 8.5,2100,Historical,Index (1994-2016 = 100),116.80,NA,NA,NA,NA,NA,36,
65,Hours Worked Variance,New Zealand,RCP 2.5,2100,Historical,Index (1994-2016 = 100),99.26,NA,NA,NA,NA,NA,36,
66,Hours Worked Variance,New Zealand,RCP 4.5,2100,Historical,Index (1994-2016 = 100),101.29,NA,NA,NA,NA,NA,36,
67,Hours Worked Variance,New Zealand,RCP 6.0,2100,Historical,Index (1994-2016 = 100),101.78,NA,NA,NA,NA,NA,36,
