,Outcome,Region,Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Sea-Level Rise,Antarctica,SSP1-2.6,2100,No CC,cm,6,NA,NA,-8,NA,15,Page 1,Antarctic contribution to global mean sea-level rise
1,Sea-Level Rise,Antarctica,SSP5-8.5,2100,No CC,cm,5.5,NA,NA,-10,NA,16,Page 1,Antarctic contribution to global mean sea-level rise
2,Sea-Level Rise,Antarctica,SSP5-8.5,2300,No CC,m,2.75,NA,NA,NA,NA,6.95,Page 1,Median global mean sea-level rise
3,Sea-Level Rise,Antarctica,SSP1-2.6,2300,No CC,m,0.62,NA,NA,NA,NA,1.85,Page 1,Median global mean sea-level rise
4,Sea-level Rise,East Antarctic Ice Sheet,Very High Emission Scenario,2100,No CC,cm,0,NA,5%,-4,95%,22,3,"Stokes et al., 2022"
5,Mass Balance,West Antarctic ice sheet,Observed,1992,1992,Gtyr-1,-37,19,NA,NA,NA,NA,8,IMBIE observational constraint used for model calibration
6,Mass Balance,West Antarctic ice sheet,Observed,1997,1992,Gtyr-1,-42,19,NA,NA,NA,NA,8,IMBIE observational constraint used for model calibration
7,Mass Balance,West Antarctic ice sheet,Observed,2002,1992,Gtyr-1,-64,20,NA,NA,NA,NA,8,IMBIE observational constraint used for model calibration
8,Mass Balance,West Antarctic ice sheet,Observed,2007,1992,Gtyr-1,-129,23,NA,NA,NA,NA,8,IMBIE observational constraint used for model calibration
9,Mass Balance,East Antarctic ice sheet,Observed,1992,1992,Gtyr-1,-27,33,NA,NA,NA,NA,8,IMBIE observational constraint used for model calibration
10,Mass Balance,East Antarctic ice sheet,Observed,1997,1992,Gtyr-1,21,32,NA,NA,NA,NA,8,IMBIE observational constraint used for model calibration
11,Mass Balance,East Antarctic ice sheet,Observed,2002,1992,Gtyr-1,21,34,NA,NA,NA,NA,8,IMBIE observational constraint used for model calibration
12,Mass Balance,East Antarctic ice sheet,Observed,2007,1992,Gtyr-1,19,36,NA,NA,NA,NA,8,IMBIE observational constraint used for model calibration
13,Mass Balance,Antarctic Peninsula,Observed,1992,1992,Gtyr-1,-7,11,NA,NA,NA,NA,8,IMBIE observational constraint used for model calibration
14,Mass Balance,Antarctic Peninsula,Observed,1997,1992,Gtyr-1,2,11,NA,NA,NA,NA,8,IMBIE observational constraint used for model calibration
15,Mass Balance,Antarctic Peninsula,Observed,2002,1992,Gtyr-1,-20,11,NA,NA,NA,NA,8,IMBIE observational constraint used for model calibration
16,Mass Balance,Antarctic Peninsula,Observed,2007,1992,Gtyr-1,-21,12,NA,NA,NA,NA,8,IMBIE observational constraint used for model calibration
17,Surface runoff,Antarctica,SSP5-8.5,2300,No CC,gigatons per year,6000,NA,NA,NA,NA,NA,Page 13,Median surface runoff flux.
