,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Inundated Area,Global,Historical (1975-2007),2007,No Storm Surge,correlation coefficient,0.72,NA,NA,NA,NA,NA,7,Correlation between modelled inundated area and historical inundated area
1,Population Impact,Global,Historical (1975-2007),2007,No Storm Surge,correlation coefficient,0.47,NA,NA,NA,NA,NA,7,Correlation between modelled population impact and historical population impact
2,GDP Impact,Global,Historical (1975-2007),2007,No Storm Surge,correlation coefficient,0.57,NA,NA,NA,NA,NA,7,Correlation between modelled GDP impact and historical GDP impact
3,GDP,United States,Historical (1975-2007),2007,No CC,Ranking,1,NA,NA,NA,NA,NA,Table 2,Top 10% countries affected by storm surges. Based on study's simulation.
4,GDP,China,Historical (1975-2007),2007,No CC,Ranking,2,NA,NA,NA,NA,NA,Table 2,Top 10% countries affected by storm surges. Based on study's simulation.
5,GDP,Japan,Historical (1975-2007),2007,No CC,Ranking,3,NA,NA,NA,NA,NA,Table 2,Top 10% countries affected by storm surges. Based on study's simulation.
6,GDP,Australia,Historical (1975-2007),2007,No CC,Ranking,4,NA,NA,NA,NA,NA,Table 2,Top 10% countries affected by storm surges. Based on study's simulation.
7,GDP,United States,Historical (1975-2007),2007,No CC,Ranking,5,NA,NA,NA,NA,NA,Table 2,GRDP Records. Based on historical records.
8,GDP,Bangladesh,Historical (1975-2007),2007,No CC,Ranking,6,NA,NA,NA,NA,NA,Table 2,GRDP Records. Based on historical records.
9,Population,Bangladesh,Historical (1975-2007),2007,No CC,Ranking,1,NA,NA,NA,NA,NA,Table 2,Top 10% countries affected by storm surges. Based on study's simulation.
10,Population,India,Historical (1975-2007),2007,No CC,Ranking,2,NA,NA,NA,NA,NA,Table 2,Top 10% countries affected by storm surges. Based on study's simulation.
11,Population,China,Historical (1975-2007),2007,No CC,Ranking,3,NA,NA,NA,NA,NA,Table 2,Top 10% countries affected by storm surges. Based on study's simulation.
12,Population,Vietnam,Historical (1975-2007),2007,No CC,Ranking,4,NA,NA,NA,NA,NA,Table 2,Top 10% countries affected by storm surges. Based on study's simulation.
13,Population,United States,Historical (1975-2007),2007,No CC,Ranking,5,NA,NA,NA,NA,NA,Table 2,Top 10% countries affected by storm surges. Based on study's simulation.
14,Population,Sri Lanka,Historical (1975-2007),2007,No CC,Ranking,6,NA,NA,NA,NA,NA,Table 2,Top 10% countries affected by storm surges. Based on study's simulation.
15,Area,Australia,Historical (1975-2007),2007,No CC,Ranking,1,NA,NA,NA,NA,NA,Table 2,Top 10% countries affected by storm surges. Inundated area. Based on study's simulation.
16,Area,United States,Historical (1975-2007),2007,No CC,Ranking,2,NA,NA,NA,NA,NA,Table 2,Top 10% countries affected by storm surges. Inundated area. Based on study's simulation.
17,Area,Mexico,Historical (1975-2007),2007,No CC,Ranking,3,NA,NA,NA,NA,NA,Table 2,Top 10% countries affected by storm surges. Inundated area. Based on study's simulation.
18,Area,Bangladesh,Historical (1975-2007),2007,No CC,Ranking,4,NA,NA,NA,NA,NA,Table 2,Top 10% countries affected by storm surges. Inundated area. Based on study's simulation.
19,Area,Cuba,Historical (1975-2007),2007,No CC,Ranking,5,NA,NA,NA,NA,NA,Table 2,Top 10% countries affected by storm surges. Inundated area. Based on study's simulation.
20,Area,India,Historical (1975-2007),2007,No CC,Ranking,6,NA,NA,NA,NA,NA,Table 2,Top 10% countries affected by storm surges. Inundated area. Based on study's simulation.
21,Area,United States,Historical (1975-2007),2007,No CC,Ranking,1,NA,NA,NA,NA,NA,Table 2,"GRDP Records, Inundated area. Based on historical records."
22,Area,Mexico,Historical (1975-2007),2007,No CC,Ranking,2,NA,NA,NA,NA,NA,Table 2,"GRDP Records, Inundated area. Based on historical records."
23,Area,China,Historical (1975-2007),2007,No CC,Ranking,3,NA,NA,NA,NA,NA,Table 2,"GRDP Records, Inundated area. Based on historical records."
24,Area,Australia,Historical (1975-2007),2007,No CC,Ranking,4,NA,NA,NA,NA,NA,Table 2,"GRDP Records, Inundated area. Based on historical records."
25,Area,Ireland,Historical (1975-2007),2007,No CC,Ranking,5,NA,NA,NA,NA,NA,Table 2,"GRDP Records, Inundated area. Based on historical records."
26,Area,Bangladesh,Historical (1975-2007),2007,No CC,Ranking,6,NA,NA,NA,NA,NA,Table 2,"GRDP Records, Inundated area. Based on historical records."
27,Population,China,Historical (1975-2007),2007,No CC,Ranking,1,NA,NA,NA,NA,NA,Table 2,GRDP Records. Based on historical records.
28,Population,Bangladesh,Historical (1975-2007),2007,No CC,Ranking,2,NA,NA,NA,NA,NA,Table 2,GRDP Records. Based on historical records.
29,Population,India,Historical (1975-2007),2007,No CC,Ranking,3,NA,NA,NA,NA,NA,Table 2,GRDP Records. Based on historical records.
30,Population,Burma,Historical (1975-2007),2007,No CC,Ranking,4,NA,NA,NA,NA,NA,Table 2,GRDP Records. Based on historical records.
31,Population,India,Historical (1975-2007),2007,No CC,Ranking,5,NA,NA,NA,NA,NA,Table 2,GRDP Records. Based on historical records.
32,Population,Vietnam,Historical (1975-2007),2007,No CC,Ranking,6,NA,NA,NA,NA,NA,Table 2,GRDP Records. Based on historical records.
33,GDP,United States,Historical (1975-2007),2007,No CC,Ranking,1,NA,NA,NA,NA,NA,Table 2,GRDP Records. Based on historical records.
34,GDP,China,Historical (1975-2007),2007,No CC,Ranking,2,NA,NA,NA,NA,NA,Table 2,GRDP Records. Based on historical records.
35,GDP,Mexico,Historical (1975-2007),2007,No CC,Ranking,3,NA,NA,NA,NA,NA,Table 2,GRDP Records. Based on historical records.
36,GDP,Puerto Rico,Historical (1975-2007),2007,No CC,Ranking,4,NA,NA,NA,NA,NA,Table 2,GRDP Records. Based on historical records.
37,GDP,United States,Historical (1975-2007),2007,No CC,Ranking,5,NA,NA,NA,NA,NA,Table 2,GRDP Records. Based on historical records.
38,GDP,Bangladesh,Historical (1975-2007),2007,No CC,Ranking,6,NA,NA,NA,NA,NA,Table 2,GRDP Records. Based on historical records.
