,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Lifetime Earnings,Philippines,Historical,2005,No CC,USD/Person,1367,NA,NA,NA,NA,NA,Page 1,"A 25% reduction in early-life ozone exposure increases per person discounted lifetime earnings by $1,367, scaling to $2.05 billion at the national level (or 2% of 2005 GDP)."
1,Earnings,Philippines,Historical Data,2005,Baseline pollution levels,USD,1367,NA,NA,NA,NA,NA,3,Increase in cumulative discounted lifetime earnings if early-life pollution exposure reduced by 25%
2,GDP,Philippines,Historical Data,2005,Baseline pollution levels,%,2,NA,NA,NA,NA,NA,3,Reduction in early-life pollution would increase national GDP by this amount
3,Weekly Hours Worked,Philippines,Historical,1980,No CC,Impact,0.065,0.063,NA,NA,NA,NA,Page 16,Reported for temperature >90% of distribution; applies to full sample
4,Log of Hourly Earnings,Philippines,Historical,1980,No CC,Impact,-0.026,0.033,NA,NA,NA,NA,Page 16,Reported for temperature >90% of distribution; applies to full sample
5,Weekly Hours Worked,Philippines,Historical,1980,No CC,Impact,0.209,0.214,NA,NA,NA,NA,Page 16,Reported for precipitation >90% of distribution; applies to full sample
6,Log of Hourly Earnings,Philippines,Historical,1980,No CC,Impact,0.026,0.023,NA,NA,NA,NA,Page 16,Reported for precipitation >90% of distribution; applies to full sample
7,Weekly Hours Worked,Philippines,Historical,1980,No CC,Impact,-1.335,0.506,NA,NA,NA,NA,Page 16,Reported for LIML: O3 (std.); applies to full sample
8,Log of Hourly Earnings,Philippines,Historical,1980,No CC,Impact,-0.082,0.041,NA,NA,NA,NA,Page 16,Reported for LIML: O3 (std.); applies to full sample
9,Weekly Hours Worked,Philippines,Historical,1980,No CC,Impact,-1.335,0.506,NA,NA,NA,NA,Page 16,Reported for MBTSLS: O3 (std.); applies to full sample
10,Log of Hourly Earnings,Philippines,Historical,1980,No CC,Impact,-0.084,0.049,NA,NA,NA,NA,Page 16,Reported for MBTSLS: O3 (std.); applies to full sample
11,Earnings,Philippines,Historical,1980,Lower O3,%,8.2,NA,NA,NA,NA,NA,17,Reflects compounding effects of O3 exposure on cognition and schooling
12,Hours Worked,Philippines,Historical,1980,Lower O3,hours per week,1.34,NA,NA,NA,NA,NA,17,
13,Schooling,Philippines,Historical,1980,Lower O3,years,0.5,NA,NA,NA,NA,NA,17,A 1 standard deviation increase in early-life O3 exposure corresponds to 0.5 fewer years of schooling.
14,Earnings,Philippines,25% O3 reduction,2023,Base Case,%,2.8,NA,NA,NA,NA,NA,22,"Hypothetical exercise generalizing outside the sample and assuming external validity. Mean present value of lifetime earnings at age zero in Metropolitan Cebu of approximately $39,927 is used in the calculation.  Using 2023 as current year."
15,Hours Worked,Philippines,25% O3 reduction,2023,Base Case,hours/week,.45,NA,NA,NA,NA,NA,22,Hypothetical exercise generalizing outside the sample and assuming external validity. Using 2023 as current year.
16,GDP,Philippines,Historical Data,2005,No CC,USD billion,2.05,NA,NA,NA,NA,NA,Page 23,The $2.05 billion impact is approximately 2% of the $90 billion Philippine GDP in 2005.
17,Public expenditure,Philippines,Historical Data,2005,No CC,USD million,50,NA,NA,NA,NA,NA,Page 23,The cost of the Philippine Clean Air Act of 1999 is $50 million annually. The benefits from reducing O3 exposure may outweigh the costs.
