,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,GDP growth,171 countries,Historical,2007,No CC,Percentage points,-0.0,NA,NA,NA,NA,NA,Abstract,"Climate-related natural disasters have a negative effect on growth and the impact is considerable, but the exact effect isn't quantified on the Abstract."
1,Economic Growth,171 countries,Historical data,2007,No CC,percentage points,-0.38,NA,NA,NA,NA,NA,154,Weighted population affected increases by one standard deviation (0.014)
2,Economic Growth,171 countries,Historical data,2007,No CC,percentage points,-0.46,NA,NA,NA,NA,NA,154,Long-run; Weighted population affected increases by one standard deviation (0.014)
3,GDP/capita growth,171 countries,NA,2007,No CC,percentage points,-26.8,NA,NA,NA,NA,NA,9,"Impact of population affected by climate-related disasters, time-weighted."
4,GDP/capita growth,171 countries,NA,2007,No CC,percentage points,-31.0,NA,NA,NA,NA,NA,9,"Impact of population affected by floods, time-weighted."
5,GDP/capita growth,171 countries,NA,2007,No CC,percentage points,-24.0,NA,NA,NA,NA,NA,9,"Impact of population affected by storms, time-weighted."
6,GDP/capita growth,171 countries,NA,2007,No CC,percentage points,-0.53,NA,NA,NA,NA,NA,9,Impact of climatic disaster dummy.
7,GDP/capita growth,171 countries,NA,2007,No CC,Coefficient,-0.38,NA,NA,NA,NA,NA,p.13,"From column 1, Table VI. Time since Armed conflict t –1. End of sample period used as reference."
8,GDP/capita growth,171 countries,NA,2007,No CC,Coefficient,-20.4,NA,NA,NA,NA,NA,p.13,"From column 1, Table VI. ln(Population(t)). End of sample period used as reference."
9,GDP/capita growth,171 countries,NA,2007,No CC,Coefficient,-19.7,NA,NA,NA,NA,NA,p.13,"From column 1, Table VI. Affected(time weights). End of sample period used as reference."
10,GDP/capita growth,171 countries,NA,2007,No CC,Coefficient,-20.1,NA,NA,NA,NA,NA,p.13,"From column 1, Table VI. Affected(time weights)(squared). End of sample period used as reference."
11,Aggregate Income Growth,Global,No specific scenario,2007,No CC,Percentage Points,-0.5,NA,NA,NA,NA,NA,Page 14,The study measured the impact of an increase by one standard deviation in the number of people affected by sudden climatic disasters on aggregate income growth.
