,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Industrial output,China,B1,2080,No CC,%,-3,NA,NA,NA,NA,NA,Page 1,Decrease in industrial output projected under the slowest warming scenario.
1,Industrial output,China,A2,2080,No CC,%,-12,NA,NA,NA,NA,NA,Page 1,Decrease in industrial output projected under the most rapid warming scenario.
2,Industrial output,China,B1,2080,No CC,%,-36,NA,NA,NA,NA,NA,Page 1,Wider range of decrease in industrial output under the slowest warming scenario.
3,Industrial output,China,A2,2080,No CC,%,-46,NA,NA,NA,NA,NA,Page 1,Wider range of decrease in industrial output under the most rapid warming scenario.
4,Value added per worker,China,NA,2007,No CC,%,0.0217,0.0068,NA,NA,NA,NA,"p.264, Table 1","Sum of all Spring Temperature coefficients, Model with no lags, sunshine NO, other weather YES, *** p < 0.01"
5,Value added per worker,China,NA,2007,No CC,%,0.0163,0.0070,NA,NA,NA,NA,"p.264, Table 1","Sum of all Spring Temperature coefficients, Model with no lags, sunshine YES, other weather YES, ** p < 0.05"
6,Value added per worker,China,NA,2007,No CC,%,0.0573,0.0112,NA,NA,NA,NA,"p.264, Table 1","Sum of all Spring Temperature coefficients, Model with one lag, sunshine YES, other weather YES, *** p < 0.01"
7,Value added per worker,China,NA,2007,No CC,%,0.0346,0.0075,NA,NA,NA,NA,"p.264, Table 1","Sum of all Summer Temperature coefficients, Model with no lags, sunshine NO, other weather YES, *** p < 0.01"
8,Value added per worker,China,NA,2007,No CC,%,0.0451,0.0084,NA,NA,NA,NA,"p.264, Table 1","Sum of all Summer Temperature coefficients, Model with no lags, sunshine YES, other weather YES, *** p < 0.01"
9,Value added per worker,China,NA,2007,No CC,%,0.0764,0.0130,NA,NA,NA,NA,"p.264, Table 1","Sum of all Summer Temperature coefficients, Model with one lag, sunshine YES, other weather YES, *** p < 0.01"
10,Value added per worker,China,NA,2007,No CC,%,0.0018,0.0068,NA,NA,NA,NA,"p.264, Table 1","Sum of all Fall Temperature coefficients, Model with no lags, sunshine NO, other weather YES"
11,Value added per worker,China,NA,2007,No CC,%,0.0024,0.0068,NA,NA,NA,NA,"p.264, Table 1","Sum of all Fall Temperature coefficients, Model with no lags, sunshine YES, other weather YES"
12,Value added per worker,China,NA,2007,No CC,%,0.0339,0.0122,NA,NA,NA,NA,"p.264, Table 1","Sum of all Fall Temperature coefficients, Model with one lag, sunshine YES, other weather YES, *** p < 0.01"
13,Value added per worker,China,NA,2007,No CC,%,0.0030,0.0057,NA,NA,NA,NA,"p.264, Table 1","Sum of all Winter Temperature coefficients, Model with no lags, sunshine NO, other weather YES"
14,Value added per worker,China,NA,2007,No CC,%,0.0038,0.0058,NA,NA,NA,NA,"p.264, Table 1","Sum of all Winter Temperature coefficients, Model with no lags, sunshine YES, other weather YES"
15,Value added per worker,China,NA,2007,No CC,%,0.0128,0.0095,NA,NA,NA,NA,"p.264, Table 1","Sum of all Winter Temperature coefficients, Model with one lag, sunshine YES, other weather YES"
16,Industrial Output,China,NA,2007,Increased summer temperature,%,-3.5,NA,NA,NA,NA,NA,265,Per 1°C increase in average summer temperature (Tempsummer)
17,Industrial Output,China,NA,2007,Increased summer temperature,%,-5.6,NA,NA,NA,NA,NA,265,Per 1°C increase in average summer temperature (Tempsummer)
18,Industrial Output,China,NA,2007,Increased spring temperature,%,1.6,NA,NA,NA,NA,NA,265,With sunshine hours included
19,Industrial Output,China,NA,2007,Increased spring temperature,%,2.2,NA,NA,NA,NA,NA,265,Without sunshine hours included
20,Industrial Output,China,NA,2007,Increased summer temperature,%,-4.5,NA,NA,NA,NA,NA,265,With sunshine hours included
21,Industrial Output,China,NA,2007,Increased summer temperature,%,-3.5,NA,NA,NA,NA,NA,265,Without sunshine hours included
22,Industrial Output,China,NA,2007,Summer Temperature in t-1,%,-1.9,NA,NA,NA,NA,NA,265,Per 1°C increase
23,Industrial Output,China,NA,2007,Summer Temperature in t-1,%,-2.0,NA,NA,NA,NA,NA,265,Per 1°C increase
24,Industrial Output,China,NA,2007,Winter Temperature in t-1,%,-1.8,NA,NA,NA,NA,NA,265,Per 1°C increase
25,Industrial Output,China,NA,2007,Winter Temperature in t-1,%,-3.2,NA,NA,NA,NA,NA,265,Per 1°C increase
26,Industrial Output,China,NA,2007,Spring Temperature in t-1,%,3.4,NA,NA,NA,NA,NA,265,Per 1°C increase
27,Industrial Output,China,NA,2007,Spring Temperature in t-1,%,3.9,NA,NA,NA,NA,NA,265,Per 1°C increase
28,Industrial Output,China,NA,2007,Fall Temperature in t-1,%,2.2,NA,NA,NA,NA,NA,265,Per 1°C increase
29,Industrial Output,China,NA,2007,Fall Temperature in t-1,%,2.4,NA,NA,NA,NA,NA,265,Per 1°C increase
30,Industrial Output,China,NA,2007,Increased summer temperature,%,-3.5,NA,NA,NA,NA,NA,265,"Cumulative effect with no lags included, per 1°C increase"
31,Industrial Output,China,NA,2007,Increased summer temperature,%,-4.5,NA,NA,NA,NA,NA,265,"Cumulative effect with no lags included, per 1°C increase"
32,Industrial Output,China,NA,2007,Increased summer temperature,%,-7.6,NA,NA,NA,NA,NA,265,"Cumulative effect with one lag included, per 1°C increase"
33,Industrial Output,China,NA,2007,Increased summer temperature,%,-16.8,NA,NA,NA,NA,NA,265,"Cumulative effect with four lags included, per 1°C increase"
34,Industrial Output,China,NA,2007,Increased spring temperature,%,1.6,NA,NA,NA,NA,NA,265,"Cumulative effect with no lags included, per 1°C increase"
35,Industrial Output,China,NA,2007,Increased spring temperature,%,2.2,NA,NA,NA,NA,NA,265,"Cumulative effect with no lags included, per 1°C increase"
36,Industrial Output,China,NA,2007,Increased spring temperature,%,9.8,NA,NA,NA,NA,NA,265,"Cumulative effect with four lags included, per 1°C increase"
37,Industrial Output,China,NA,2007,Increased fall temperature,%,5.6,NA,NA,NA,NA,NA,265,"Cumulative effect with four lags included, per 1°C increase"
38,Industrial Output,China,NA,2007,Increased winter temperature,%,-10.7,NA,NA,NA,NA,NA,265,"Cumulative effect with four lags included, per 1°C increase"
