,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,GDP growth,United States,No mitigation,2100,No CC,percentage points,-0.15,NA,NA,NA,NA,NA,Page 1,"Associated with a 1°F increase in average summer temperature. The reduction is 0.15 to 0.25, but only extracting the 0.15 from Page 1."
1,GDP growth,United States,No mitigation,2100,No CC,percentage points,-0.25,NA,NA,NA,NA,NA,Page 1,"Associated with a 1°F increase in average summer temperature. The reduction is 0.15 to 0.25, but only extracting the 0.25 from Page 1."
2,Economic growth,United States,GCMs,2100,No CC,%,-33.3,NA,NA,NA,NA,NA,Page 1,Rising temperatures could reduce U.S. economic growth by up to one-third over the next century.
3,GSP growth rate,United States,Unspecified,2019,No CC,percentage points,-0.15,NA,NA,NA,NA,-0.25,314,"Impact of a 1°F increase in average summer temperature. Year reflects publication date, as specific year of impact not specified."
4,GDP growth,United States,Business as usual,2019,No CC,percentage points,-0.256,0.060,90%,-0.355,90%,-0.157,3,"All Industries - sum of industry coefficients multiplied by share, post-1997 sample."
5,Labor productivity,United States,Business as usual,2019,No CC,growth rate,-0.1,NA,NA,NA,NA,NA,3,Increase in average summer temperature decreases annual growth rate. Fall temperature has the opposite effect.
6,GDP growth,United States,Business as usual,2100,No CC,percentage points,-1.2,NA,NA,NA,NA,NA,316,"Projected decrease in annual nominal GDP growth rate due to temperature increases, relative to the historical average."
7,GDP growth,United States,Business as usual,2012,No CC,percentage points per year,-0.396,0.382,NA,NA,NA,NA,8,"Time series regression, annual average temperature, 1957-2012 sample."
8,GDP growth,United States,Business as usual,2012,No CC,percentage points per year,-0.071,0.179,NA,NA,NA,NA,8,"Time series regression, winter temperature, 1957-2012 sample."
9,GDP growth,United States,Business as usual,2012,No CC,percentage points per year,-0.027,0.334,NA,NA,NA,NA,8,"Time series regression, spring temperature, 1957-2012 sample."
10,GDP growth,United States,Business as usual,2012,No CC,percentage points per year,-0.414,0.385,NA,NA,NA,NA,8,"Time series regression, summer temperature, 1957-2012 sample."
11,GDP growth,United States,Business as usual,2012,No CC,percentage points per year,0.042,0.287,NA,NA,NA,NA,8,"Time series regression, fall temperature, 1957-2012 sample."
12,GSP growth,United States,Business as usual,2012,No CC,percentage points per year,0.006,0.111,NA,NA,NA,NA,8,"Panel regression, annual average temperature, 1957-2012 sample."
13,GSP growth,United States,Business as usual,2012,No CC,percentage points per year,0.001,0.049,NA,NA,NA,NA,8,"Panel regression, winter temperature, 1957-2012 sample."
14,GSP growth,United States,Business as usual,2012,No CC,percentage points per year,0.003,0.065,NA,NA,NA,NA,8,"Panel regression, spring temperature, 1957-2012 sample."
15,GSP growth,United States,Business as usual,2012,No CC,percentage points per year,-0.154,0.072,NA,NA,NA,NA,8,"Panel regression, summer temperature, significance at the 5% level (**) if using 0.072 as the SD, 1957-2012 sample."
16,GSP growth,United States,Business as usual,2012,No CC,percentage points per year,-0.154,0.047,NA,NA,NA,NA,8,"Panel regression, summer temperature, significance at the 1% level (***) if using 0.047 as the SD, 1957-2012 sample."
17,GSP growth,United States,Business as usual,2012,No CC,percentage points per year,0.102,0.055,NA,NA,NA,NA,8,"Panel regression, fall temperature, significance at the 10% level (*) if using 0.055 as the SD, 1957-2012 sample."
18,GSP growth,United States,Business as usual,2012,No CC,percentage points per year,0.102,0.040,NA,NA,NA,NA,8,"Panel regression, fall temperature, significance at the 1% level (***) if using 0.040 as the SD, 1957-2012 sample."
19,GSP growth,United States,Business as usual,2012,No CC,percentage points per year,-0.154,0.065,NA,NA,NA,NA,8,"Panel regression, summer temperature, significance at the 5% level (**) if using 0.065 as the SD, 1957-2012 sample."
20,GSP growth,United States,Business as usual,2012,No CC,percentage points per year,0.102,0.054,NA,NA,NA,NA,8,"Panel regression, fall temperature, significance at the 10% level (*) if using 0.054 as the SD, 1957-2012 sample."
21,GSP growth,United States,NA,2012,No CC,%,-0.154,NA,NA,NA,NA,NA,324,Coefficient for summer temperature impact on GSP growth (full sample ends in 2012).
22,GSP growth,United States,NA,2012,No CC,%,-0.246,NA,NA,NA,NA,NA,324,Coefficient for summer temperature impact on GSP growth (post-1990 sample ends in 2012).
23,GSP growth,United States,NA,2012,No CC,%,0.102,NA,NA,NA,NA,NA,324,Coefficient for fall temperature impact on GSP growth (full sample ends in 2012).
24,GSP growth,United States,NA,2012,No CC,%,0.031,NA,NA,NA,NA,NA,324,Coefficient for fall temperature impact on GSP growth (post-1990 sample ends in 2012). Not statistically significant.
