,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Regional growth rates,Global,Historical (1979-2018),2018,No CC,percentage-point reduction,5,NA,NA,NA,NA,NA,Page 1,Average impact of 1 degree of variability
1,Regional growth rates,Low-lat/income regions,Historical (1979-2018),2018,No CC,percentage-point reduction,12,NA,NA,NA,NA,NA,Page 1,Impact of 1 degree of variability
2,Regional economic growth rates,"1,537 regions worldwide",1979-2018,2012,No CC,Percentage points,-5,NA,NA,NA,NA,NA,"Page 2, paragraph 2",Day-to-day temperature variability reduces regional growth rate by at least five percentage points per extra degree Celsius of variability in a given year and region.
3,Regional growth rates,"1,537 regions worldwide",Historical data,2018,No CC,Percentage points,-0.115,0.015,NA,NA,NA,NA,"Table 1, Model 7",Coefficient for T_r;y (day-to-day temperature variability)
4,Regional growth rates,"1,537 regions worldwide",Historical data,2018,No CC,Percentage points,0.00192,0.0005,NA,NA,NA,NA,"Table 1, Model 7",Coefficient for T_r : ~T_r;y (interacted with seasonal temperature difference)
5,Regional growth rates,"1,537 regions worldwide",Historical data,2018,No CC,Percentage points,-0.000883,0.00024,NA,NA,NA,NA,"Table 1, Model 7",Coefficient for /C22T_r : /C22Tr ;y (annual average temperature interacted)
6,Regional growth rates,"1,537 regions worldwide",Historical data,2018,No CC,Percentage points,-0.00102,0.0002,NA,NA,NA,NA,"Table 1, Model 7",Coefficient for T_r :δ /C22T_r;y (annual average temperature change interacted)
7,Regional growth rates,"1,537 regions worldwide",Historical data,2018,No CC,Percentage points,-0.000746,0.0002,NA,NA,NA,NA,"Table 1, Model 7",Coefficient for T_r :δT_r ;y/C01 (interacted with seasonal temperature difference)
8,Regional growth rates,"1,537 regions worldwide",Historical data,2018,No CC,Percentage points,0.000248,0.00013,NA,NA,NA,NA,"Table 1, Model 7","Coefficient for Pr,y (total annual precipitation)"
9,Regional Growth Rate,Worldwide,Historical,2017,No CC,percentage points,0,NA,NA,NA,NA,NA,Fig. 3,Marginal change varies by GDP/capita and seasonal temp diff.
10,Regional Growth Rate,Worldwide,Historical,1979,No CC,percentage points,0,NA,NA,NA,NA,NA,Supplementary Table 2,"Spring, summer, and autumn have significant effects."
11,Regional Growth Rate,Low-Income Nations,Historical,2018,No CC,percentage points,-0.01,NA,NA,NA,NA,NA,Fig. 4,Marginal losses from day-to-day temperature variability are generally larger for regions in low-income nations compared with those in higher-income nations.  The difference is more pronounced in higher-latitude countries.  Value estimated visually from figure.
12,Regional Growth Rate,High-Income Nations,Historical,2018,No CC,percentage points,-0.005,NA,NA,NA,NA,NA,Fig. 4,Marginal losses from day-to-day temperature variability are generally smaller for regions in high-income nations compared with those in lower-income nations. The marginal losses show a stronger dependence on the seasonal temperature difference.  Value estimated visually from figure.
13,Regional Growth Rate,All Regions,Historical,2018,No CC,percentage points,-0.001,NA,NA,NA,NA,NA,P5,Negative impacts of day-to-day variability persist for at least two years following the initial shock. Value is illustrative only.
