,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Agricultural TFP,Global,CMIP6,2020,No CC,%,-21,NA,NA,NA,NA,NA,1,Cumulative impact since 1961
1,Agricultural TFP,"Africa, LAC",CMIP6,2020,No CC,%,-30,NA,NA,NA,NA,NA,1,Cumulative impact since 1961; average value reflects a range in the original text
2,Agricultural TFP growth,Global,CMIP6,2020,1961,Years of TFP growth,-7,NA,NA,NA,NA,NA,1,Equivalent loss of productivity growth
3,Agricultural TFP Growth,Global,CMIP6,2020,No CC,%,-20.8,NA,5%,-39.1,95%,-10.1,309,Cumulative impact of ACC on global agricultural TFP growth over the 1961–2020 period.
4,Agricultural TFP Level,Global,CMIP6,2020,No CC,Year,-7,NA,NA,NA,NA,NA,309,"Specifically, we find that the global TFP level projected to be reached in 2020 in our world with ACC would have been reached in 2013 in a world without ACC. The 'Year' here reflects the amount of years of TFP level lost."
5,Agricultural TFP Growth,Global,CMIP6,2015,1961,-,-16.9,5.9,NA,NA,NA,NA,5,Average impact across 288 models that do not exclude observations.
6,Agricultural TFP Growth,Africa,CMIP6,2015,1961,%,-34,NA,NA,NA,NA,NA,5,Cumulative impact of ACC since 1961
7,Agricultural TFP Growth,Near East & N Africa,CMIP6,2015,1961,%,-30,NA,NA,NA,NA,NA,5,Cumulative impact of ACC since 1961
8,Agricultural TFP Growth,LatAm & Caribbean,CMIP6,2015,1961,%,-25.9,NA,NA,NA,NA,NA,5,Cumulative impact of ACC since 1961
9,Agricultural TFP Growth,North America,CMIP6,2015,1961,%,-12.5,NA,NA,NA,NA,NA,5,Cumulative impact of ACC since 1961
10,Agricultural TFP Growth,Europe & C Asia,CMIP6,2015,1961,%,-7.1,NA,NA,NA,NA,NA,5,Cumulative impact of ACC since 1961
11,Agricultural Output,Global,CMIP6,2015,No CC,%,-27.6,NA,5%,-48.3,95%,-14.3,5,"Impact of ACC, ignoring input responses. Confidence interval is 90%."
12,Agricultural TFP Growth,Global,CMIP6,2020,No CC,%,0,NA,NA,NA,NA,NA,9,"No specific value extracted from page 9; Figure 3a contains relevant information, but is not on page 9."
13,TFP Level,Country i,CMIP6,2020,Observed TFP level trajectory,Index,0,NA,NA,NA,NA,NA,9,"No specific value extracted from page 9; Figure 3b contains relevant information, but is not on page 9."
14,Agricultural TFP,Global,CMIP6 scenarios,2020,No CC,%,-16.9,5.9,NA,NA,NA,NA,28,Average mean impact of 288 econometric models out of 298 that do not exclude observations.
