,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,GDP,India,A2_ASF,2004,No CC,Bill US$,60.8,NA,NA,NA,NA,NA,Page 10,Total GDP across the six Indian zones in 2004
1,Biomass,India,A2_ASF,2004,No CC,106 tC,2541,NA,NA,NA,NA,NA,Page 10,Total biomass across the six Indian zones in 2004
2,Net primary productivity,India,A2_ASF,2004,No CC,106 tC,138.3,NA,NA,NA,NA,NA,Page 10,Total net primary productivity across the six Indian zones in 2004
3,Harvest,India,A2_ASF,2004,No CC,Mill US$,6.35,NA,NA,NA,NA,NA,Page 10,Total harvest across the six Indian zones in 2004
4,Harvest,India,A2_ASF,2004,No CC,106 tC,104.0,NA,NA,NA,NA,NA,Page 10,Total harvest across the six Indian zones in 2004
5,Biomass stock,India,"A2_ASF, CCI, CCG",2085,No CC,Pct change,14.6,NA,NA,NA,NA,NA,Page 11,West zone
6,Biomass stock,India,"A2_ASF, CCI, CCG",2085,No CC,Pct change,35.0,NA,NA,NA,NA,NA,Page 11,North zone
7,Biomass stock,India,"A2_ASF, CCI, CCG",2085,No CC,Pct change,-9.3,NA,NA,NA,NA,NA,Page 11,Central zone
8,Biomass stock,India,"A2_ASF, CCI, CCG",2085,No CC,Pct change,5.6,NA,NA,NA,NA,NA,Page 11,East zone
9,Biomass stock,India,"A2_ASF, CCI, CCG",2085,No CC,Pct change,37.2,NA,NA,NA,NA,NA,Page 11,North-East zone
10,Biomass stock,India,"A2_ASF, CCI, CCG",2085,No CC,Pct change,17.0,NA,NA,NA,NA,NA,Page 11,South zone
11,NPP growth,India,"A2_ASF, CCI, CCG",2085,No CC,Pct change,79.9,NA,NA,NA,NA,NA,Page 11,West zone
12,NPP growth,India,"A2_ASF, CCI, CCG",2085,No CC,Pct change,53.2,NA,NA,NA,NA,NA,Page 11,North zone
13,NPP growth,India,"A2_ASF, CCI, CCG",2085,No CC,Pct change,-11.3,NA,NA,NA,NA,NA,Page 11,Central zone
14,NPP growth,India,"A2_ASF, CCI, CCG",2085,No CC,Pct change,25.4,NA,NA,NA,NA,NA,Page 11,East zone
15,NPP growth,India,"A2_ASF, CCI, CCG",2085,No CC,Pct change,37.5,NA,NA,NA,NA,NA,Page 11,North-East zone
16,NPP growth,India,"A2_ASF, CCI, CCG",2085,No CC,Pct change,-9.7,NA,NA,NA,NA,NA,Page 11,South zone
17,Rotation age,India,"A2_ASF, CCI, CCG",2085,No CC,Years,6,NA,NA,NA,NA,NA,Page 11,West zone
18,Rotation age,India,"A2_ASF, CCI, CCG",2085,No CC,Years,-1,NA,NA,NA,NA,NA,Page 11,North zone
19,Rotation age,India,"A2_ASF, CCI, CCG",2085,No CC,Years,2,NA,NA,NA,NA,NA,Page 11,Central zone
20,Rotation age,India,"A2_ASF, CCI, CCG",2085,No CC,Years,2,NA,NA,NA,NA,NA,Page 11,East zone
21,Rotation age,India,"A2_ASF, CCI, CCG",2085,No CC,Years,0,NA,NA,NA,NA,NA,Page 11,North-East zone
22,Rotation age,India,"A2_ASF, CCI, CCG",2085,No CC,Years,0,NA,NA,NA,NA,NA,Page 11,South zone
23,Rent,India,"A2_ASF, CCI, CCG",2085,No CC,Pct,7,NA,NA,NA,NA,NA,Page 11,South zone
24,Rent,India,"A2_ASF, CCI, CCG",2085,No CC,Pct,9,NA,NA,NA,NA,NA,Page 11,Central zone
25,Rent,India,"A2_ASF, CCI, CCG",2085,No CC,Pct,-14,NA,NA,NA,NA,NA,Page 11,East zone
26,Rent,India,"A2_ASF, CCI, CCG",2085,No CC,Pct,-32,NA,NA,NA,NA,NA,Page 11,West zone
27,GDP,India,CCI,2085,Reference,%,1,NA,NA,NA,NA,NA,p. 240,Contribution to India's GDP from forestry increases by this amount in 2085 between CCI and reference scenarios.
28,Harvest,India,CCI,2085,Net Primary Productivity (NPP),%,22.5,NA,NA,NA,NA,NA,p. 240,West zone. NPP increases by nearly 80%.
29,Harvest,India,CCG,2085,Net Primary Productivity (NPP),%,22.5,NA,NA,NA,NA,NA,p. 240,West zone. NPP increases by nearly 80%.
30,Harvest,India,CCI,2085,Net Primary Productivity (NPP),%,4,NA,NA,NA,NA,NA,p. 240,Central zone. Reduction in NPP is 11%.
31,Harvest,India,CCG,2085,Net Primary Productivity (NPP),%,4,NA,NA,NA,NA,NA,p. 240,Central zone. Reduction in NPP is 11%.
32,Wages,India,CCI,2005,No CC,Index,0.02,NA,NA,NA,NA,NA,241,Reported for North East Zone (NoE6)
33,Capital Prices,India,CCI,2005,No CC,Index,-0.01,NA,NA,NA,NA,NA,241,Reported for North East Zone (NoE6)
34,Wages,India,CCI,2005,No CC,Index,-0.01,NA,NA,NA,NA,NA,241,Reported for South Zone (Sou1)
35,Capital Prices,India,CCI,2005,No CC,Index,0.015,NA,NA,NA,NA,NA,241,Reported for South Zone (Sou1)
36,Wages,India,CCI,2045,No CC,Index,0.01,NA,NA,NA,NA,NA,241,Reported for North East Zone (NoE6)
37,Capital Prices,India,CCI,2045,No CC,Index,-0.005,NA,NA,NA,NA,NA,241,Reported for North East Zone (NoE6)
38,Wages,India,CCI,2045,No CC,Index,-0.005,NA,NA,NA,NA,NA,241,Reported for South Zone (Sou1)
39,Capital Prices,India,CCI,2045,No CC,Index,0.005,NA,NA,NA,NA,NA,241,Reported for South Zone (Sou1)
40,Wages,India,CCI,2085,No CC,Index,0.01,NA,NA,NA,NA,NA,241,Reported for North East Zone (NoE6)
41,Capital Prices,India,CCI,2085,No CC,Index,-0.005,NA,NA,NA,NA,NA,241,Reported for North East Zone (NoE6)
42,Wages,India,CCI,2085,No CC,Index,-0.005,NA,NA,NA,NA,NA,241,Reported for South Zone (Sou1)
43,Capital Prices,India,CCI,2085,No CC,Index,0.005,NA,NA,NA,NA,NA,241,Reported for South Zone (Sou1)
44,Forestry Exports,India,CCI,2045,No CC,%,3.3,NA,NA,NA,NA,NA,242,Increase in exports
45,Forestry Exports,India,CCI,2085,No CC,%,5.0,NA,NA,NA,NA,NA,242,Increase in exports
46,Forestry Exports,India,CCG,2045,No CC,%,0.9,NA,NA,NA,NA,NA,242,Increase in exports
47,Forestry Exports,India,CCG,2085,No CC,%,1.7,NA,NA,NA,NA,NA,242,Increase in exports
48,Timber Imports,India,CCI,2045,No CC,%,-1.8,NA,NA,NA,NA,NA,242,Decrease in imports
49,Timber Imports,India,CCI,2085,No CC,%,-2.5,NA,NA,NA,NA,NA,242,Decrease in imports
50,Timber Imports,India,CCG,2045,No CC,%,-1.3,NA,NA,NA,NA,NA,242,Decrease in imports
51,Timber Imports,India,CCG,2085,No CC,%,-1.8,NA,NA,NA,NA,NA,242,Decrease in imports
