,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Agricultural productivity,Asian countries,Econometric,2022,No CC,%,-1.94,NA,NA,NA,NA,NA,11,1% increase in CO2 emission level
1,Agricultural productivity,Asian countries,Econometric,2022,No CC,%,-2.28,NA,NA,NA,NA,NA,11,1% increase in temperature
2,Agricultural productivity,Asian countries,Econometric,2022,No CC,%,0.95,NA,NA,NA,NA,NA,11,1% increase in rainfall
3,Agricultural productivity,Asian countries,Econometric,2022,No CC,%,2.42,NA,NA,NA,NA,NA,11,1% increase in energy consumption
4,Agricultural productivity,Asian countries,Econometric,2022,No CC,%,0.69,NA,NA,NA,NA,NA,11,1% increase in fertilizer consumption
5,Agricultural productivity,Asian countries,Econometric Analysis,2022,No CC,coefficient,0.141,0.037,NA,NA,NA,NA,Page 12,"Short-run coefficient of ∆lnCO2 using PMG estimator, significant at 1%"
6,Agricultural productivity,Asian countries,Econometric Analysis,2022,No CC,coefficient,0.153,0.052,NA,NA,NA,NA,Page 12,"Short-run coefficient of ∆lnCO2 using MG estimator, significant at 1%"
7,Agricultural productivity,Asian countries,Econometric Analysis,2022,No CC,coefficient,-0.127,0.044,NA,NA,NA,NA,Page 12,"Short-run coefficient of ∆lnEC using PMG estimator, significant at 1%"
8,Agricultural productivity,Asian countries,Econometric Analysis,2022,No CC,coefficient,-0.185,0.083,NA,NA,NA,NA,Page 12,"Short-run coefficient of ∆lnEC using MG estimator, significant at 5%"
9,Agricultural productivity,Asian countries,Econometric Analysis,2022,No CC,coefficient,-0.048,0.026,NA,NA,NA,NA,Page 12,"Short-run coefficient of ∆lnRF using MG estimator, significant at 10%"
10,Agricultural productivity,Asian countries,Econometric Analysis,2022,No CC,coefficient,-1.943,0.613,NA,NA,NA,NA,Page 12,"Long-run coefficient of lnCO2 using PMG estimator, significant at 1%"
11,Agricultural productivity,Asian countries,Econometric Analysis,2022,No CC,coefficient,-0.554,0.282,NA,NA,NA,NA,Page 12,"Long-run coefficient of lnCO2 using MG estimator, significant at 5%"
12,Agricultural productivity,Asian countries,Econometric Analysis,2022,No CC,coefficient,-2.285,0.698,NA,NA,NA,NA,Page 12,"Long-run coefficient of lnTEMP using PMG estimator, significant at 1%"
13,Agricultural productivity,Asian countries,Econometric Analysis,2022,No CC,coefficient,0.954,0.325,NA,NA,NA,NA,Page 12,"Long-run coefficient of lnRF using PMG estimator, significant at 1%"
14,Agricultural productivity,Asian countries,Econometric Analysis,2022,No CC,coefficient,0.321,0.220,NA,NA,NA,NA,Page 12,Long-run coefficient of lnRF using MG estimator
15,Agricultural productivity,Asian countries,Econometric Analysis,2022,No CC,coefficient,2.428,0.612,NA,NA,NA,NA,Page 12,"Long-run coefficient of lnEC using PMG estimator, significant at 1%"
16,Agricultural productivity,Asian countries,Econometric Analysis,2022,No CC,coefficient,0.808,0.317,NA,NA,NA,NA,Page 12,"Long-run coefficient of lnEC using MG estimator, significant at 5%"
17,Agricultural productivity,Asian countries,Econometric Analysis,2022,No CC,coefficient,0.692,0.116,NA,NA,NA,NA,Page 12,"Long-run coefficient of lnFE using PMG estimator, significant at 1%"
18,Agricultural productivity,Asian countries,Econometric Analysis,2022,No CC,coefficient,0.277,0.175,NA,NA,NA,NA,Page 12,Long-run coefficient of lnFE using MG estimator
19,Agricultural productivity,Asian countries,Econometric Analysis,2022,No CC,coefficient,0.431,0.171,NA,NA,NA,NA,Page 12,"Long-run coefficient of lnFE using DFE estimator, significant at 5%"
