,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,GDP,Chile,NA,2017,No CC,% reduction,-3,NA,NA,NA,NA,NA,1,"Agriculture and Fishing sectors, one Celsius degree increase in January"
1,GDP,Chile,NA,2017,No CC,% reduction,-12,NA,NA,NA,NA,NA,1,"Agriculture and Fishing sectors, one Celsius degree increase in January"
2,GDP,Chile,Negative scenarios,2050,No CC,%,-14.8,NA,NA,NA,NA,NA,1,Implied by statistically significant coefficients
3,GDP,Chile,Negative scenarios,2050,No CC,%,-9,NA,NA,NA,NA,NA,1,Implied by statistically significant coefficients
4,GDP,Chile,Negative scenarios,2100,No CC,%,-29.6,NA,NA,NA,NA,NA,1,Implied by statistically significant coefficients
5,GDP,Chile,Negative scenarios,2100,No CC,%,-16.8,NA,NA,NA,NA,NA,1,Implied by statistically significant coefficients
6,GDP,Chile,Historical (1985-2017),2017,No CC,%,0,NA,NA,NA,NA,NA,2,Overall economic impact of climate change has been low
7,GDP,Chile,RCP,2050,No CC,%,-3,NA,NA,NA,NA,NA,2,Each Celsius degree of temperature increase in January implies a GDP reduction of 3% for the Agriculture sector
8,GDP,Chile,RCP,2050,No CC,%,-12,NA,NA,NA,NA,NA,2,Each Celsius degree of temperature increase in January implies a GDP reduction of 12% for the Fishing sector
9,GDP growth rate,Chile,"RCP 2.6, 4.5, 6.0, 8.5",2017,No CC,%,-3.0,NA,NA,NA,NA,NA,12,"Agriculture and Forestry, monthly weather fluctuations model, statistically significant & negative coefficients, impact on GDP growth rate in a given year for a uniform increase in temperature of 1 C"
10,GDP growth rate,Chile,"RCP 2.6, 4.5, 6.0, 8.5",2017,No CC,%,-12.1,NA,NA,NA,NA,NA,12,"Fishing, monthly weather fluctuations model, statistically significant & negative coefficients, impact on GDP growth rate in a given year for a uniform increase in temperature of 1 C"
11,GDP growth rate,Chile,"RCP 2.6, 4.5, 6.0, 8.5",2017,No CC,%,-2.2,NA,NA,NA,NA,NA,12,"Manufacturing, monthly weather fluctuations model, statistically significant & negative coefficients, impact on GDP growth rate in a given year for a uniform increase in temperature of 1 C"
12,GDP growth rate,Chile,"RCP 2.6, 4.5, 6.0, 8.5",2017,No CC,%,-3.9,NA,NA,NA,NA,NA,12,"EGA, monthly weather fluctuations model, statistically significant & negative coefficients, impact on GDP growth rate in a given year for a uniform increase in temperature of 1 C"
13,GDP growth rate,Chile,"RCP 2.6, 4.5, 6.0, 8.5",2017,No CC,%,-0.3,NA,NA,NA,NA,NA,12,"Construction, monthly weather fluctuations model, statistically significant & negative coefficients, impact on GDP growth rate in a given year for a uniform increase in temperature of 1 C"
14,GDP growth rate,Chile,"RCP 2.6, 4.5, 6.0, 8.5",2017,No CC,%,-0.7,NA,NA,NA,NA,NA,12,"Commerce, monthly weather fluctuations model, statistically significant & negative coefficients, impact on GDP growth rate in a given year for a uniform increase in temperature of 1 C"
