,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Annual Storm Surge Damages,US,Unspecified,2030,No CC,billion USD,-2.5,NA,NA,3.5,NA,NA,p. 11,Risk Business estimates; average 2020-2039
1,Annual Storm Surge Damages,US,Unspecified,2050,No CC,billion USD,-3.6,NA,NA,7.8,NA,NA,p. 11,Risk Business estimates; average 2040-2059
2,GDP Impacts,US,Unspecified,2090,No CC,billion USD,-3.9,NA,NA,24,NA,NA,p. 11,Risk Business estimates; average 2080-2099
3,GDP Impacts,US,Unspecified,2050,No CC,billion USD,-0.5,NA,NA,2.5,NA,NA,p. 11,CIRA estimates
4,GDP Impacts,US,Unspecified,2100,No CC,billion USD,-3.8,NA,NA,16,NA,NA,p. 11,CIRA estimates
5,Direct cost,United States,RCP 8.5,2029,No CC,Billion USD,-2.5,NA,NA,NA,NA,NA,Page 13,Direct cost for agricultural yields under RCP 8.5 scenario from 2020 to 2039; this reflects a benefit due to carbon fertilization.
6,Direct cost,United States,RCP 8.5,2029,No CC,Billion USD,3.5,NA,NA,NA,NA,NA,Page 13,Direct cost for agricultural yields under RCP 8.5 scenario from 2020 to 2039 due to climate change impacts.
7,Direct cost,United States,RCP 8.5,2049,No CC,Billion USD,-3.6,NA,NA,NA,NA,NA,Page 13,Direct cost for agricultural yields under RCP 8.5 scenario from 2040 to 2059; this reflects a benefit due to carbon fertilization.
8,Direct cost,United States,RCP 8.5,2049,No CC,Billion USD,7.8,NA,NA,NA,NA,NA,Page 13,Direct cost for agricultural yields under RCP 8.5 scenario from 2040 to 2059 due to climate change impacts.
9,Direct cost,United States,RCP 8.5,2089,No CC,Billion USD,-3.9,NA,NA,NA,NA,NA,Page 13,Direct cost for agricultural yields under RCP 8.5 scenario from 2080 to 2099; this reflects a benefit due to carbon fertilization.
10,Direct cost,United States,RCP 8.5,2089,No CC,Billion USD,24.0,NA,NA,NA,NA,NA,Page 13,Direct cost for agricultural yields under RCP 8.5 scenario from 2080 to 2099 due to climate change impacts.
11,Storm Surge Damage,US,SLR,2024,Current storm surge risk,billions/year,42,NA,NA,NA,NA,NA,15,Effect of sea level rise on current storm surge risk
12,Storm Surge Damage,US,CC & Hurricanes,2024,Current storm surge risk,billions/year,108,NA,NA,NA,NA,NA,15,Potential changes in hurricane activity associated with climate change
13,Economic Welfare,US,Unspecified,2050,No CC,billion $ per year,0.5,NA,NA,NA,NA,NA,16,Primary model result
14,Economic Welfare,US,Unspecified,2100,No CC,billion $ per year,-6.5,NA,NA,NA,NA,NA,16,Primary model result
15,Economic Welfare,US,Unspecified,2100,No CC,billion $ per year,-15.0,NA,NA,NA,NA,NA,16,Alternative model
16,Economic Welfare,US,Unspecified,2100,No CC,billion $ per year,-100,NA,NA,NA,NA,NA,16,Alternative model
17,Economic Welfare,US,GHG mitigation policy,2050,No CC,billion $ per year,3.3,NA,NA,NA,NA,NA,16,Preferred model
18,Economic Welfare,US,GHG mitigation policy,2100,No CC,billion $ per year,9.4,NA,NA,NA,NA,NA,16,Preferred model
19,Economic Welfare,US,GHG mitigation policy,2100,No CC,billion $ per year,14.5,NA,NA,NA,NA,NA,16,Alternative model
20,Economic Welfare,US,GHG mitigation policy,2100,No CC,billion $ per year,84,NA,NA,NA,NA,NA,16,Alternative model
21,Economic Welfare,US,GHG mitigation policy,2100,No CC,billion $ per year,2.5,NA,NA,NA,NA,NA,16,due to mitigation of flooding
22,Infrastructure Damages,US,NA,2100,No CC,$ billion,-260,NA,NA,NA,NA,NA,18,"Cumulative impacts discounted at 3%, $160 billion from bridges, and $80 billion from roads, and $20 billion from urban drainage. Assuming this is by 2100."
23,Infrastructure Damages,US,Mitigation Policy,2100,No Mitigation,$ billion,85,NA,NA,NA,NA,NA,18,"Reduction due to mitigation policy, discounted. Assuming this is by 2100."
24,Crime costs,US,RCP 8.5,2030,No CC,Million $,90,NA,NA,NA,NA,2600,20,"Refers to the range $90 million to $2.6 billion by 2020-2039, so the year is an approximation."
25,Crime costs,US,RCP 8.5,2050,No CC,Million $,1700,NA,NA,NA,NA,5200,20,"Refers to the range $1.7 to $5.2 billion by 2040-2059, so the year is an approximation."
26,Crime costs,US,RCP 8.5,2090,No CC,Million $,5300,NA,NA,NA,NA,11000,20,"Refers to the range $5.3 to $11 billion by 2080-2099, so the year is an approximation."
27,Electricity Demand,US,Reference Scenario,2050,Today's Climate,%,1.5,NA,NA,NA,NA,NA,431,Increase in electricity demand
28,Electricity Demand,US,Reference Scenario,2050,Today's Climate,%,6.5,NA,NA,NA,NA,NA,431,Increase in electricity demand
29,Power System Costs,US,Reference Scenario,2050,Today's Climate,%,1.7,NA,NA,NA,NA,NA,431,Cumulative costs discounted at 3% from 2015 to 2050
30,Power System Costs,US,Reference Scenario,2050,Today's Climate,%,8.3,NA,NA,NA,NA,NA,431,Cumulative costs discounted at 3% from 2015 to 2050
31,Energy Expenditures,US,RCP 8.5,2030,No CC,$ billion,0.5,NA,NA,NA,NA,12,22,"Average annual, 2020 to 2039"
32,Energy Expenditures,US,RCP 8.5,2050,No CC,$ billion,8,NA,NA,NA,NA,30,22,"Average annual, 2040 to 2059"
33,Energy Expenditures,US,RCP 8.5,2090,No CC,$ billion,33,NA,NA,NA,NA,89,22,"Average annual, 2080 to 2099"
34,Labor Productivity,US,RCP 8.5,2030,No CC,$ billion,-0.5,NA,NA,NA,NA,22,22,"Average annual, 2020 to 2039, Direct labor productivity costs (high risk and low risk combined)"
