,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Financial assets,Global,NA,2016,No CC,US $tn,-24,NA,NA,NA,NA,NA,Page 2,"Losses due to natural disasters caused by climate change; Dietz et al.,2016 is cited."
1,Financial stability,China,Unspecified,2026,No CC,Index points,-0.04,NA,NA,NA,NA,NA,Figure 2,"Maximum negative impact of temperature increase on financial stability after 5 periods (assuming the analysis starts in 2021, period 5 is 2026 - approximate value from the figure)"
2,Financial Stability Index,China,Unspecified,2021,No CC,Index Points,-0.044,NA,NA,NA,NA,NA,Page 10,Long-term effect of a 1°C increase in average temperature
3,Financial Stability Index,China,Unspecified,2021,No CC,-,-0.048,NA,NA,NA,NA,NA,Page 11,"1°C drop in average temperature, long-term effect"
4,Financial Stability Index,China,Unspecified,2021,No CC,-,-0.0167,NA,NA,NA,NA,NA,Page 11,"Positive climate shocks, current period, short-term effect"
5,Financial Stability Index,China,Unspecified,2021,No CC,-,-0.0056,NA,NA,NA,NA,NA,Page 11,"Positive climate shocks, lag period, short-term effect"
6,Financial Stability Index,China,Unspecified,2021,No CC,-,-0.0096,NA,NA,NA,NA,NA,Page 11,"Negative climate shocks, current period, short-term effect"
7,Financial Stability Index,China,Unspecified,2021,No CC,-,-0.0061,NA,NA,NA,NA,NA,Page 11,"Negative climate shocks, lag period, short-term effect"
8,FS,China,Unspecified,2020,No CC,Unitless Coefficient,0.0898,0.0349,NA,NA,NA,NA,Table 7,Impact of lagged FS on current FS. Significant at 5% level.
9,FS,China,Unspecified,2020,No CC,Unitless Coefficient,0.0105,0.0027,NA,NA,NA,NA,Table 7,Impact of positive change in CO2 on current FS. Significant at 1% level.
10,FS,China,Unspecified,2020,No CC,Unitless Coefficient,0.0156,0.0035,NA,NA,NA,NA,Table 7,Impact of negative change in CO2 on current FS. Significant at 1% level.
11,DFS,China,Unspecified,2020,No CC,Unitless Coefficient,0.0574,0.0641,NA,NA,NA,NA,Table 7,Impact of lagged DFS on current DFS. Not significant.
12,DCO2 (positive),China,Unspecified,2020,No CC,Unitless Coefficient,0.0160,0.0104,NA,NA,NA,NA,Table 7,Impact of change in CO2 on current DFS. Not significant.
13,DCO2 (positive),China,Unspecified,2020,No CC,Unitless Coefficient,0.0592,0.0092,NA,NA,NA,NA,Table 7,Impact of lagged change in CO2 on current DFS. Significant at 1% level.
14,DCO2 (negative),China,Unspecified,2020,No CC,Unitless Coefficient,0.0491,0.0099,NA,NA,NA,NA,Table 7,Impact of change in CO2 on current DFS. Significant at 1% level.
15,DCO2 (negative),China,Unspecified,2020,No CC,Unitless Coefficient,0.0361,0.0113,NA,NA,NA,NA,Table 7,Impact of lagged change in CO2 on current DFS. Significant at 1% level.
16,Long-term CO2+ effect,China,Unspecified,2020,No CC,Unitless Coefficient,0.117,NA,NA,NA,NA,NA,Table 7,Asymmetric long-term coefficient. Significant at 10% level. F-statistic {3.305}
17,Long-term CO2- effect,China,Unspecified,2020,No CC,Unitless Coefficient,0.174,NA,NA,NA,NA,NA,Table 7,Asymmetric long-term coefficient. Significant at 5% level. F-statistic {3.916}
