,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,GDP,Tropical countries,Current NDCs,2100,No CC,%,-60,NA,NA,NA,NA,NA,Page 1,Projection of GDP reduction in tropical countries assuming current NDCs are maintained up to 2100.
1,GDP,Global,NDC,2055,No CC,%,0,NA,NA,NA,NA,NA,700,"Mid-century (2046-2065) impact compared to a counterfactual scenario without climate change; value not specified, but implies reduction. Reporting 0 assuming neutral if no value is specified."
2,GDP,Global,NDC,2090,No CC,%,0,NA,NA,NA,NA,NA,700,"End-of-century (2081-2100) impact compared to a counterfactual scenario without climate change; value not specified, but implies reduction. Reporting 0 assuming neutral if no value is specified."
3,GDP,Global,BE33,2055,No CC,%,0,NA,NA,NA,NA,NA,700,"Mid-century (2046-2065) impact compared to a counterfactual scenario without climate change; value not specified, but implies reduction. Reporting 0 assuming neutral if no value is specified."
4,GDP,Global,BE33,2090,No CC,%,0,NA,NA,NA,NA,NA,700,"End-of-century (2081-2100) impact compared to a counterfactual scenario without climate change; value not specified, but implies reduction. Reporting 0 assuming neutral if no value is specified."
5,GDP,Global,1.5°C,2055,No CC,%,0,NA,NA,NA,NA,NA,700,"Mid-century (2046-2065) impact compared to a counterfactual scenario without climate change; value not specified, but implies reduction. Reporting 0 assuming neutral if no value is specified."
6,GDP,Global,1.5°C,2090,No CC,%,0,NA,NA,NA,NA,NA,700,"End-of-century (2081-2100) impact compared to a counterfactual scenario without climate change; value not specified, but implies reduction. Reporting 0 assuming neutral if no value is specified."
7,GDP per capita,Latin America,1.5°C,2050,No CC,%,-11,NA,66%,11,66%,14,Page 701,
8,GDP per capita,Latin America,BE33,2050,No CC,%,-14,NA,66%,14,66%,17,Page 701,
9,GDP per capita,Latin America,NDC,2050,No CC,%,-17,NA,66%,17,66%,20,Page 701,
10,GDP per capita,Latin America,1.5°C,2100,No CC,%,-29,NA,66%,29,66%,34,Page 701,
11,GDP per capita,Latin America,BE33,2100,No CC,%,-43,NA,66%,43,66%,50,Page 701,
12,TXx,Global,NDC,2100,1986–2005,°C,2.7,NA,10%,4,NA,NA,Page 701,The TXx increase is noted as 2.7°C for the median global increase under the NDC scenario.
13,GDP per capita,South Asia,1.5°C,2050,No CC,%,-11,NA,66%,11,66%,14,Page 701,
14,GDP per capita,South Asia,BE33,2050,No CC,%,-14,NA,66%,14,66%,17,Page 701,
15,GDP per capita,South Asia,NDC,2050,No CC,%,-17,NA,66%,17,66%,20,Page 701,
16,GDP per capita,South Asia,1.5°C,2100,No CC,%,-29,NA,66%,29,66%,34,Page 701,
17,GDP per capita,South Asia,BE33,2100,No CC,%,-43,NA,66%,43,66%,50,Page 701,
18,GDP per capita,LDCs,1.5°C,2050,No CC,%,-11,NA,66%,11,66%,14,Page 701,
19,GDP per capita,LDCs,BE33,2050,No CC,%,-14,NA,66%,14,66%,17,Page 701,
20,GDP per capita,LDCs,NDC,2050,No CC,%,-17,NA,66%,17,66%,20,Page 701,
21,GDP per capita,LDCs,1.5°C,2100,No CC,%,-29,NA,66%,29,66%,34,Page 701,
22,GDP per capita,LDCs,BE33,2100,No CC,%,-43,NA,66%,43,66%,50,Page 701,
23,GDP per capita,SIDS,1.5°C,2050,No CC,%,-11,NA,66%,11,66%,14,Page 701,
24,GDP per capita,SIDS,BE33,2050,No CC,%,-14,NA,66%,14,66%,17,Page 701,
25,GDP per capita,SIDS,NDC,2050,No CC,%,-17,NA,66%,17,66%,20,Page 701,
26,GDP per capita,SIDS,1.5°C,2100,No CC,%,-29,NA,66%,29,66%,34,Page 701,
27,GDP per capita,SIDS,BE33,2100,No CC,%,-43,NA,66%,43,66%,50,Page 701,
28,GDP,LDCs,NDC reference,2050,No CC,Percent,-20,NA,NA,NA,NA,NA,Page 703,GDP reduction by 2050 under the NDC reference scenario compared to a no-climate-change scenario.
29,GDP,LDCs,33% ambition increase,2050,No CC,Percent,-17,NA,NA,NA,NA,NA,Page 703,GDP reduction by 2050 under the 33% ambition increase scenario compared to a no-climate-change scenario.
30,GDP,LDCs,1.5°C,2050,No CC,Percent,-14,NA,NA,NA,NA,NA,Page 703,GDP reduction by 2050 under the 1.5°C scenario compared to a no-climate-change scenario.
31,GDP,LDCs,NDC reference,2100,No CC,Percent,-66,NA,NA,NA,NA,NA,Page 703,GDP reduction by 2100 under the NDC reference scenario compared to a no-climate-change scenario.
32,GDP,LDCs,33% ambition increase,2100,No CC,Percent,-50,NA,NA,NA,NA,NA,Page 703,GDP reduction by 2100 under the 33% ambition increase scenario compared to a no-climate-change scenario.
33,GDP,LDCs,1.5°C,2100,No CC,Percent,-34,NA,NA,NA,NA,NA,Page 703,GDP reduction by 2100 under the 1.5°C scenario compared to a no-climate-change scenario.
