,Impacted Sector,Solution,Country(ies),Scenario,Quantification,Expression,Type of Value,Sample,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Coastal Real Estate,Beach Nourishment,NA,Baseline,Property Value,MonetaryBenefits,Monetary,Need,$,600,NA,NA,NA,NA,NA,Fig. 3a,Property value with beach nourishment at year 0. Oceanfront properties.
1,Coastal Real Estate,Beach Nourishment,NA,Baseline,Property Value,MonetaryBenefits,Monetary,Need,$,400,NA,NA,NA,NA,NA,Fig. 3a,Property value with beach nourishment at year 0. Non-oceanfront properties.
2,Coastal Real Estate,Beach Nourishment,NA,Baseline,Beach Width,NonMonetaryBenefits,N/A,Need,m,75,NA,NA,NA,NA,NA,Fig. 3b,Initial beach width with beach nourishment.
3,Coastal Real Estate,Beach Nourishment,NA,Baseline,Investor Share Housing,Economic,Economic,Need,pct.,50,NA,NA,NA,NA,NA,Fig. 3c,"Initial Investor Share Housing, year 0."
4,Coastal Real Estate,Beach Nourishment,NA,Baseline,Expected Return Rate,RateOfReturn(),Economic,Need,pct.,0,NA,NA,NA,NA,NA,Fig. 3d,"Initial expected return rate on coastal real estate, year 0."
5,Coastal Real Estate,Beach Nourishment,NA,Baseline,Income Tax Rate,Fiscal,Fiscal,Need,pct.,40,NA,NA,NA,NA,NA,Fig. 3e,"Initial income tax rate of property owners, year 0."
6,Coastal Real Estate,Beach Nourishment,NA,Baseline,Risk Premium Rate,Economic,Economic,Need,pct.,40,NA,NA,NA,NA,NA,Fig. 3f,"Initial risk premium for coastal real estate, year 0."
7,Coastal Real Estate,Beach Nourishment,NA,Baseline,Property Value,MonetaryBenefits,Monetary,Need,$,600,NA,NA,NA,NA,NA,Fig. 3a,Property value with beach nourishment just before SLR at year 50. Oceanfront properties.
8,Coastal Real Estate,Beach Nourishment,NA,Baseline,Property Value,MonetaryBenefits,Monetary,Need,$,400,NA,NA,NA,NA,NA,Fig. 3a,Property value with beach nourishment just before SLR at year 50. Non-oceanfront properties.
9,Coastal Real Estate,Beach Nourishment,NA,Baseline,Beach Width,NonMonetaryBenefits,N/A,Need,m,75,NA,NA,NA,NA,NA,Fig. 3b,Beach width just before SLR at year 50.
10,Coastal Real Estate,Beach Nourishment,NA,Baseline,Investor Share Housing,Economic,Economic,Need,pct.,50,NA,NA,NA,NA,NA,Fig. 3c,Investor Share Housing just before SLR at year 50.
11,Coastal Real Estate,Beach Nourishment,NA,Baseline,Expected Return Rate,RateOfReturn(),Economic,Need,pct.,0,NA,NA,NA,NA,NA,Fig. 3d,Expected return rate on coastal real estate just before SLR at year 50.
12,Coastal Real Estate,Beach Nourishment,NA,Baseline,Income Tax Rate,Fiscal,Fiscal,Need,pct.,40,NA,NA,NA,NA,NA,Fig. 3e,Income tax rate of property owners just before SLR at year 50.
13,Coastal Real Estate,Beach Nourishment,NA,Baseline,Risk Premium Rate,Economic,Economic,Need,pct.,20,NA,NA,NA,NA,NA,Fig. 3f,Risk premium for coastal real estate just before SLR at year 50.
