,Impacted Sector,Solution,Country(ies),Scenario,Quantification,Expression,Type of Value,Sample,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,All,Any,Panel of Countries,Historical,Elasticity,AvoidedImpact,Economic,Need,%,1.4,NA,NA,NA,NA,NA,Page 14,10% rise in GDP per capita reduces fatalities from floods by around 1.4% at the median value of loss. Flood events
1,All,Any,Panel of Countries,Historical,Elasticity,AvoidedImpact,Economic,Need,%,0.5,NA,NA,NA,NA,NA,Page 14,10% rise in GDP per capita reduces median deaths from tropical cyclones by between 0.5 and 0.7%. Cyclones
2,All,Any,Panel of Countries,Historical,Elasticity,AvoidedImpact,Economic,Need,%,0.7,NA,NA,NA,NA,NA,Page 14,10% rise in GDP per capita reduces median deaths from tropical cyclones by between 0.5 and 0.7%. Cyclones
3,All,Any,Panel of Countries,Historical Data,Damage Elasticity,AvoidedImpact,Economic,Need,%,3,NA,NA,NA,NA,NA,Page 16,10% rise in GDP per capita reduces economic damages from flood events.
4,All,Any,Panel of Countries,Historical Data,Damage Elasticity,AvoidedImpact,Economic,Need,%,5,NA,NA,NA,NA,NA,Page 16,10% rise in GDP per capita reduces economic damages from flood events.
5,All,Any,Panel of Countries,Historical Data,Damage Elasticity,AvoidedImpact,Economic,Need,%,5,NA,NA,NA,NA,NA,Page 16,10% rise in GDP per capita reduces economic damages from tropical cyclones.
6,All,Any,Panel of Countries,Historical Data,Damage Elasticity,AvoidedImpact,Economic,Need,%,19,NA,NA,NA,NA,NA,Page 16,10% rise in GDP per capita reduces economic damages from tropical cyclones.
7,All,Institutional,Panel of Countries,Historical Data,Regression Coefficient,AvoidedImpact,Economic,Need,% change,0,NA,NA,NA,NA,NA,Page 17,"For flood events, higher inequality is associated with *lower* economic damages. Trade openness reduces economic damages from cyclone events; the magnitude is not quantified here."
8,All,Any,Range of countries,Historical data,Income elasticity,AvoidedImpact,Economic,Need,%,3,NA,NA,NA,NA,NA,Page 22,10% increase in income reduces economic damages from climate disasters by 3-5%
9,All,Any,Range of countries,Historical data,Income elasticity,AvoidedImpact,Economic,Need,%,5,NA,NA,NA,NA,NA,Page 22,10% increase in income reduces economic damages from climate disasters by 3-5%
10,All,Any,Range of countries,Historical data,Income elasticity,AvoidedImpact,Economic,Need,%,19,NA,NA,NA,NA,NA,Page 22,10% increase in income can reduce economic damages from cyclones by as much as 19%
11,All,Institutional Improvement,Range of Countries,Historical Data,Regression Coefficient,AvoidedImpact,Economic,Need,Log Deaths/Log Unit,0.812,0.27,NA,NA,NA,NA,Table 2,Coefficient on Credit/GDP (lagged) in regression of number killed by tropical cyclones. This is a disbenefit.
12,All,Institutional Improvement,Range of Countries,Historical Data,Regression Coefficient,AvoidedImpact,Economic,Need,Log Deaths/Log Unit,0.669,0.37,NA,NA,NA,NA,Table 2,Coefficient on Credit/GDP (lagged) in regression of number killed by tropical cyclones. This is a disbenefit.
13,All,Institutional Improvement,Range of Countries,Historical Data,Regression Coefficient,AvoidedImpact,Economic,Need,Log Deaths/Log Unit,0.455,0.25,NA,NA,NA,NA,Table 2,Coefficient on Credit/GDP (lagged) in regression of number killed by tropical cyclones. This is a disbenefit.
