,Outcome,Region,Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Building envelope investments,Global,Baseline,2030,No CC,B$,106.9,NA,NA,NA,NA,NA,4,Renovations
1,Building envelope investments,Global,2/C14 C,2030,No CC,B$,127.7,NA,NA,NA,NA,NA,4,Renovations
2,Building envelope investments,Global,2/C14 C,2050,No CC,B$,195.2,NA,NA,NA,NA,NA,4,Renovations
3,Building envelope investments,Global,2/C14 C,2100,No CC,B$,320.3,NA,NA,NA,NA,NA,4,Renovations
4,Heating Demand,Global,2°C,2050,Baseline,%,-18,NA,NA,NA,NA,NA,Page 6,This is a projected reduction in final energy demand for heating in the 2°C scenario relative to the baseline.
5,Cooling Demand,Global,2°C,2050,Baseline,%,-5,NA,NA,NA,NA,NA,Page 6,This is a projected reduction in final energy demand for cooling in the 2°C scenario relative to the baseline.
6,Heating Demand,Global,2°C,2100,Baseline,%,-53,NA,NA,NA,NA,NA,Page 6,This is a projected reduction in final energy demand for heating in the 2°C scenario relative to the baseline.
7,Cooling Demand,Global,2°C,2100,Baseline,%,-46,NA,NA,NA,NA,NA,Page 6,This is a projected reduction in final energy demand for cooling in the 2°C scenario relative to the baseline.
8,Heating Demand,Global,2°C,2050,No CC,%,-27,NA,NA,NA,NA,NA,Page 6,This is a projected reduction in global heating demand by 2050 in the 2°C scenario relative to today.
9,Heating Demand,Global,2°C,2100,No CC,%,-66,NA,NA,NA,NA,NA,Page 6,This is a projected reduction in global heating demand by 2100 in the 2°C scenario relative to today.
10,Cooling Demand,Global,2°C,2050,No CC,%,176,NA,NA,NA,NA,NA,Page 6,This is a projected increase in global cooling demand by 2050 in the 2°C scenario relative to today.
11,Cooling Demand,Global,2°C,2100,No CC,%,286,NA,NA,NA,NA,NA,Page 6,This is a projected increase in global cooling demand by 2100 in the 2°C scenario relative to today.
12,Direct Emissions,Global,2°C,2100,Baseline,%,0,NA,NA,NA,NA,NA,Page 6,Direct emissions from heating are projected to drop to near zero in the 2°C scenario by 2100.
13,Heating Demand,OECD,Renovations,2050,Baseline,%,7,NA,NA,NA,NA,NA,8,Reduction in heating demand
14,Heating Demand,OECD,Renovations,2050,Baseline,%,27,NA,NA,NA,NA,NA,8,Reduction in heating demand
15,Heating Demand,Global,2/C14 C,2050,Today,%,-27,NA,NA,NA,NA,NA,9,Reduction relative to today.
16,Heating Demand,Global,2/C14 C,2100,Today,%,-66,NA,NA,NA,NA,NA,9,Reduction relative to today.
17,Cooling Demand,Global,2/C14 C,2050,Today,%,176,NA,NA,NA,NA,NA,9,Increase relative to today.
18,Cooling Demand,Global,2/C14 C,2100,Today,%,286,NA,NA,NA,NA,NA,9,Increase relative to today.
19,Residential Emissions,Global,2/C14 C,2100,No CC,%,-90,NA,NA,NA,NA,NA,9,OECD and Reforming economies achieve almost 100% reduction.
20,Building Investments,Global,2/C14 C,2050,No Policy Baseline,billion USD/year,450,NA,NA,NA,NA,NA,9,Almost half of which is in renovations.
