,Outcome,Region,Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Economic growth,Global,Anthropogenic extreme heat,2013,No CC,% of GDP per capita,-6.7,NA,NA,NA,NA,NA,Page 1,"The losses are specified as cumulative between 1992 and 2013, with annual percentage reductions in GDP per capita for regions in the bottom income decile. Estimated global losses range between $5 trillion and $29.3 trillion."
1,Economic growth,Global,Anthropogenic extreme heat,2013,No CC,% of GDP per capita,-1.5,NA,NA,NA,NA,NA,Page 1,"The losses are specified as cumulative between 1992 and 2013, with annual percentage reductions in GDP per capita for regions in the top income decile."
2,Economic Growth,Brazil,Historical,2013,No CC,% points / SD Tx5d,-0.63,NA,NA,NA,NA,NA,2,Average temperature 23.8°C. Representative year.
3,Economic Growth,Norway,Historical,2013,No CC,% points / SD Tx5d,0.62,NA,NA,NA,NA,NA,2,Average temperature 4°C. Representative year
4,Economic growth,Brazil,Anthropogenic Tx5d,2013,No CC,USD,39000000000,NA,NA,NA,NA,NA,5,Average region in Brazil; cumulative losses over 1992–2013 in 2010-equivalent dollars
5,Economic growth,Indonesia,Anthropogenic Tx5d,2013,No CC,USD,6500000000,NA,NA,NA,NA,NA,5,Average region in Indonesia; cumulative losses over 1992–2013 in 2010-equivalent dollars
6,Economic losses,Global,Anthropogenic Tx5d,2013,No CC,USD,16000000000000,NA,2.5%,29300000000000,97.5%,-1100000000000,5,Cumulative global losses in 2013
7,GDP per capita,Tropical regions,Anthropogenic Tx5d,2013,No CC,%,-5,NA,NA,NA,NA,NA,5,GDPpc is >5% per year lower than it would have been without anthropogenic effects
8,GDP per capita,Canada,Anthropogenic Tx5d,2013,No CC,%,-1,NA,NA,NA,NA,NA,5,Anthropogenic extreme heat changes have depressed GDPpc by ~1% per year
9,GDP per capita,Finland,Anthropogenic Tx5d,2013,No CC,%,-1,NA,NA,NA,NA,NA,5,Anthropogenic extreme heat changes have depressed GDPpc by ~1% per year
10,GDP per capita,Lowest income decile,Anthropogenic Tx5d,2013,No CC,%,-6.7,NA,NA,NA,NA,NA,5,Experienced losses of 6.7% of GDPpc per year
11,GDP per capita,Top income decile,Anthropogenic Tx5d,2013,No CC,%,-1.5,NA,NA,NA,NA,NA,5,Experienced losses of 1.5% of GDPpc per year
12,GDP per capita,Global,Historical,2013,No CC,% change per year,-8,NA,66%,-33,99%,-51,Page 6,"Global losses due to anthropogenic extreme heat exceeded $33 trillion in 2013, with regions in the bottom income decile experiencing average annual losses of 8% of GDP per capita."
13,GDP per capita,Global,Historical,2013,No CC,% change per year,-3.5,NA,66%,-1.2,99%,-2.3,Page 6,Regions in the top income decile experienced average annual losses of 3.5% of GDP per capita due to anthropogenic extreme heat.
