,Impacted Sector,Solution,Country(ies),Scenario,Quantification,Expression,Type of Value,Sample,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Road infrastructure,Adaptation,Russia,Inertial/Conservative,CapEx,AdaptationCost,Monetary,Need,₽ bln/year,14,NA,NA,NA,NA,NA,Abstract,Average annual capital costs under the inertial/conservative scenario.
1,Road infrastructure,Adaptation,Russia,Moderate,CapEx,AdaptationCost,Monetary,Need,₽ bln/year,21,NA,NA,NA,NA,NA,Abstract,Average annual capital costs under the moderate scenario.
2,Road infrastructure,Adaptation,Russia,Modernization,CapEx,AdaptationCost,Monetary,Need,₽ bln/year,28,NA,NA,NA,NA,NA,Abstract,Average annual capital costs under the modernization scenario.
3,Road infrastructure,Adaptation,Russia,Conservative,Road length,BaselineImpact,N/A,N/A,%,100.00,NA,NA,NA,NA,NA,Table 4,Road length in 2030 relative to 2018
4,Road infrastructure,Adaptation,Russia,Moderate,Road length,BaselineImpact,N/A,N/A,%,102.52,NA,NA,NA,NA,NA,Table 4,Road length in 2030 relative to 2018
5,Road infrastructure,Adaptation,Russia,Modernization,Road length,BaselineImpact,N/A,N/A,%,107.71,NA,NA,NA,NA,NA,Table 4,Road length in 2030 relative to 2018
6,Road infrastructure,Adaptation,Russia,Conservative,Road quality,BaselineImpact,N/A,N/A,%,30.6,NA,NA,NA,NA,NA,Table 4,Share of hard asphalt motor roads in 2018
7,Road infrastructure,Adaptation,Russia,Conservative,Road quality,BaselineImpact,N/A,N/A,%,30.60,NA,NA,NA,NA,NA,Table 4,Share of hard asphalt motor roads in 2030
8,Road infrastructure,Adaptation,Russia,Moderate,Road quality,BaselineImpact,N/A,N/A,%,59.6,NA,NA,NA,NA,NA,Table 4,Share of hard asphalt motor roads in 2018
9,Road infrastructure,Adaptation,Russia,Moderate,Road quality,BaselineImpact,N/A,N/A,%,60.55,NA,NA,NA,NA,NA,Table 4,Share of hard asphalt motor roads in 2030
10,Road infrastructure,Adaptation,Russia,Modernization,Road quality,BaselineImpact,N/A,N/A,%,59.6,NA,NA,NA,NA,NA,Table 4,Share of hard asphalt motor roads in 2018
11,Road infrastructure,Adaptation,Russia,Modernization,Road quality,AdaptationCost,N/A,N/A,%,98.30,NA,NA,NA,NA,NA,Table 4,Share of hard asphalt motor roads in 2030
12,Road infrastructure,Adaptation,Russia,RCP8.5,Fixed assets cost,BaselineImpact,Monetary,Need,bln rubles,34.72,NA,NA,NA,NA,NA,"Table 5, p.572",Total cost of fixed assets in nine regions under consideration in 2018.
13,Road infrastructure,Adaptation,Russia,RCP8.5,Transport fixed assets,BaselineImpact,Monetary,Need,bln rubles,10.29,NA,NA,NA,NA,NA,p.572,"Share of transport in the fixed assets cost of the nine regions, in 2018."
14,Road infrastructure,Adaptation,Russia,RCP8.5,Road infrastructure assets,BaselineImpact,Monetary,Need,bln rubles,763.2,NA,NA,NA,NA,NA,p.572,"Cost of federal, regional, and municipal road infrastructure in nine regions in 2018."
15,Road infrastructure,Adaptation,Russia,RCP8.5,Fixed assets cost,BaselineImpact,Monetary,Need,bln rubles,3207.3,NA,NA,NA,NA,NA,"Table 5, p.572",Cost of fixed assets in Komi Republic in 2018.
16,Road infrastructure,Adaptation,Russia,RCP8.5,Owned assets cost,BaselineImpact,Monetary,Need,bln rubles,122.4,NA,NA,NA,NA,NA,"Table 5, p.572","Cost of fixed assets federally, regionally, and municipally owned in Komi Republic in 2018."
17,Road infrastructure,Adaptation,Russia,RCP8.5,Permafrost zone assets,BaselineImpact,Monetary,Need,bln rubles,3.6,NA,NA,NA,NA,NA,"Table 5, p.572","Cost of fixed assets federally, regionally, and municipally owned in the permafrost zone in Komi Republic in 2018."
18,Road infrastructure,Adaptation,Russia,RCP8.5,Fixed assets cost,BaselineImpact,Monetary,Need,bln rubles,887.4,NA,NA,NA,NA,NA,"Table 5, p.572",Cost of fixed assets in Nenets AO in 2018.
19,Road infrastructure,Adaptation,Russia,RCP8.5,Owned assets cost,BaselineImpact,Monetary,Need,bln rubles,2.7,NA,NA,NA,NA,NA,"Table 5, p.572","Cost of fixed assets federally, regionally, and municipally owned in Nenets AO in 2018."
20,Road infrastructure,Adaptation,Russia,RCP8.5,Permafrost zone assets,BaselineImpact,Monetary,Need,bln rubles,1.7,NA,NA,NA,NA,NA,"Table 5, p.572","Cost of fixed assets federally, regionally, and municipally owned in the permafrost zone in Nenets AO in 2018."
21,Road infrastructure,Adaptation,Russia,RCP8.5,Fixed assets cost,BaselineImpact,Monetary,Need,bln rubles,12543.0,NA,NA,NA,NA,NA,"Table 5, p.572",Cost of fixed assets in Khanty-Mansi AO—Yugra in 2018.
22,Road infrastructure,Adaptation,Russia,RCP8.5,Owned assets cost,BaselineImpact,Monetary,Need,bln rubles,245.1,NA,NA,NA,NA,NA,"Table 5, p.572","Cost of fixed assets federally, regionally, and municipally owned in Khanty-Mansi AO—Yugra in 2018."
23,Road infrastructure,Adaptation,Russia,RCP8.5,Permafrost zone assets,BaselineImpact,Monetary,Need,bln rubles,5.9,NA,NA,NA,NA,NA,"Table 5, p.572","Cost of fixed assets federally, regionally, and municipally owned in the permafrost zone in Khanty-Mansi AO—Yugra in 2018."
24,Road infrastructure,Adaptation,Russia,RCP8.5,Fixed assets cost,BaselineImpact,Monetary,Need,bln rubles,11279.8,NA,NA,NA,NA,NA,"Table 5, p.572",Cost of fixed assets in Yamalo-Nenets AO in 2018.
25,Road infrastructure,Adaptation,Russia,RCP8.5,Owned assets cost,BaselineImpact,Monetary,Need,bln rubles,292.9,NA,NA,NA,NA,NA,"Table 5, p.572","Cost of fixed assets federally, regionally, and municipally owned in Yamalo-Nenets AO in 2018."
26,Road infrastructure,Adaptation,Russia,RCP8.5,Permafrost zone assets,BaselineImpact,Monetary,Need,bln rubles,142.9,NA,NA,NA,NA,NA,"Table 5, p.572","Cost of fixed assets federally, regionally, and municipally owned in the permafrost zone in Yamalo-Nenets AO in 2018."
27,Road infrastructure,Adaptation,Russia,RCP8.5,Fixed assets cost,BaselineImpact,Monetary,Need,bln rubles,3604.5,NA,NA,NA,NA,NA,"Table 5, p.572",Cost of fixed assets in Krasnoyarsk krai in 2018.
28,Road infrastructure,Adaptation,Russia,RCP8.5,Owned assets cost,BaselineImpact,Monetary,Need,bln rubles,41.0,NA,NA,NA,NA,NA,"Table 5, p.572","Cost of fixed assets federally, regionally, and municipally owned in Krasnoyarsk krai in 2018."
29,Road infrastructure,Adaptation,Russia,RCP8.5,Permafrost zone assets,BaselineImpact,Monetary,Need,bln rubles,2.4,NA,NA,NA,NA,NA,"Table 5, p.572","Cost of fixed assets federally, regionally, and municipally owned in the permafrost zone in Krasnoyarsk krai in 2018."
30,Road infrastructure,Adaptation,Russia,RCP8.5,Fixed assets cost,BaselineImpact,Monetary,Need,bln rubles,2208.1,NA,NA,NA,NA,NA,"Table 5, p.572",Cost of fixed assets in Republic of Sakha (Yakutia) in 2018.
31,Road infrastructure,Adaptation,Russia,RCP8.5,Owned assets cost,BaselineImpact,Monetary,Need,bln rubles,51.1,NA,NA,NA,NA,NA,"Table 5, p.572","Cost of fixed assets federally, regionally, and municipally owned in Republic of Sakha (Yakutia) in 2018."
32,Road infrastructure,Adaptation,Russia,RCP8.5,Permafrost zone assets,BaselineImpact,Monetary,Need,bln rubles,43.8,NA,NA,NA,NA,NA,"Table 5, p.572","Cost of fixed assets federally, regionally, and municipally owned in the permafrost zone in Republic of Sakha (Yakutia) in 2018."
33,Road infrastructure,Adaptation,Russia,RCP8.5,Fixed assets cost,BaselineImpact,Monetary,Need,bln rubles,540.8,NA,NA,NA,NA,NA,"Table 5, p.572",Cost of fixed assets in Magadan oblast in 2018.
34,Road infrastructure,Adaptation,Russia,RCP8.5,Owned assets cost,BaselineImpact,Monetary,Need,bln rubles,3.9,NA,NA,NA,NA,NA,"Table 5, p.572","Cost of fixed assets federally, regionally, and municipally owned in Magadan oblast in 2018."
35,Road infrastructure,Adaptation,Russia,RCP8.5,Permafrost zone assets,BaselineImpact,Monetary,Need,bln rubles,0.3,NA,NA,NA,NA,NA,"Table 5, p.572","Cost of fixed assets federally, regionally, and municipally owned in the permafrost zone in Magadan oblast in 2018."
36,Road infrastructure,Adaptation,Russia,RCP8.5,Fixed assets cost,BaselineImpact,Monetary,Need,bln rubles,281.0,NA,NA,NA,NA,NA,"Table 5, p.572",Cost of fixed assets in Kamchatka krai in 2018.
37,Road infrastructure,Adaptation,Russia,RCP8.5,Owned assets cost,BaselineImpact,Monetary,Need,bln rubles,3.4,NA,NA,NA,NA,NA,"Table 5, p.572","Cost of fixed assets federally, regionally, and municipally owned in Kamchatka krai in 2018."
38,Road infrastructure,Adaptation,Russia,RCP8.5,Permafrost zone assets,BaselineImpact,Monetary,Need,bln rubles,2.8,NA,NA,NA,NA,NA,"Table 5, p.572","Cost of fixed assets federally, regionally, and municipally owned in the permafrost zone in Kamchatka krai in 2018."
39,Road infrastructure,Adaptation,Russia,RCP8.5,Fixed assets cost,BaselineImpact,Monetary,Need,bln rubles,170.4,NA,NA,NA,NA,NA,"Table 5, p.572",Cost of fixed assets in Chukotka AO in 2018.
40,Road infrastructure,Adaptation,Russia,RCP8.5,Owned assets cost,BaselineImpact,Monetary,Need,bln rubles,0.7,NA,NA,NA,NA,NA,"Table 5, p.572","Cost of fixed assets federally, regionally, and municipally owned in Chukotka AO in 2018."
41,Road infrastructure,Adaptation,Russia,RCP8.5,Permafrost zone assets,BaselineImpact,Monetary,Need,bln rubles,0.7,NA,NA,NA,NA,NA,"Table 5, p.572","Cost of fixed assets federally, regionally, and municipally owned in the permafrost zone in Chukotka AO in 2018."
42,Road infrastructure,Adaptation,Russia,Conservative,Reconstruction Costs,AdaptationCost,Monetary,Need,bln rubles,422.68,NA,NA,NA,NA,NA,Table 7,Total cost for nine Arctic regions from 2020-2050.
43,Road infrastructure,Adaptation,Russia,Conservative,Annual Costs,AdaptationCost,Monetary,Need,bln rubles per year,14.09,NA,NA,NA,NA,NA,Table 7,Average annual cost for nine Arctic regions.
44,Road infrastructure,Adaptation,Russia,Moderate,Reconstruction Costs,AdaptationCost,Monetary,Need,bln rubles,644.48,NA,NA,NA,NA,NA,Table 7,Total cost for nine Arctic regions from 2020-2050. Equivalent to 0.21% of the total GRP in 2018 of all nine regions.
45,Road infrastructure,Adaptation,Russia,Moderate,Annual Costs,AdaptationCost,Monetary,Need,bln rubles per year,21.48,NA,NA,NA,NA,NA,Table 7,Average annual cost for nine Arctic regions. 
46,Road infrastructure,Adaptation,Russia,Modernization,Reconstruction Costs,AdaptationCost,Monetary,Need,bln rubles,864.81,NA,NA,NA,NA,NA,Table 7,"Total cost for nine Arctic regions from 2020-2050. Includes costs of reconstructing existing roads, building new roads, and maintaining both. Equivalent to 0.29% of the total GRP of all nine regions in 2018."
