,Impacted Sector,Solution,Country(ies),Scenario,Quantification,Expression,Type of Value,Sample,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Housing,Any,Russia,RCP 8.5,Costs,AdaptationCost,Economic,Need,₽ bln/year,30,NA,NA,NA,NA,NA,Abstract,"Conservative scenario, average annual cost to 2050."
1,Housing,Any,Russia,RCP 8.5,Costs,AdaptationCost,Economic,Need,₽ bln/year,36,NA,NA,NA,NA,NA,Abstract,"Modernization scenario, average annual cost to 2050."
2,Housing,Adaptation,Russia,RCP 8.5,Economic Loss,AdaptationCost,Economic,Need,₽/year,30000000000,NA,NA,NA,NA,NA,Page 23,Annual cost to mitigate losses under average estimated changes in permafrost temperature and thaw depth (2018 prices).
3,Housing,Adaptation,Russia,RCP 8.5,Economic Loss,AdaptationCost,Economic,Need,₽/year,95000000000,NA,NA,NA,NA,NA,Page 23,Annual cost to mitigate losses under maximum increase of thaw depth and permafrost temperature (2018 prices).
4,Housing,Housing Construction,Russia,RCP 8.5,Housing Area,AdaptationCost,Economic,Need,m^2/year,243000,NA,NA,NA,NA,NA,Page 23,Additional housing construction needed annually under a conservative scenario.
5,Housing,Housing Construction,Russia,RCP 8.5,Housing Area,AdaptationCost,Economic,Need,m^2/year,1500000,NA,NA,NA,NA,NA,Page 23,Additional housing construction needed annually under a maximum deformation scenario.
6,Housing,Housing Stock,Russia,RCP 8.5,Economic Loss,AvoidedImpact,Economic,Need,₽,1080000000000,NA,NA,NA,NA,NA,Page 23,Investment to at least double the construction capacity.
7,Housing,Housing Construction,Russia,RCP 8.5,Housing Construction,AdaptationCost,Economic,Need,m^2/year,2800000,NA,NA,NA,NA,NA,Page 23,Current scale of regional construction.
8,Housing,Adaptation,Russia,RCP 8.5,Economic Loss,AvoidedImpact,Economic,Need,₽,1080000000000,NA,NA,NA,NA,NA,Page 23,The magnitude of the expected loss is estimated at ₽ 1.08 trillion for the period 2020–2050 or ₽ 36.26 bln in average annual terms
9,Housing,Adaptation,Russia,RCP 8.5,Economic Loss,AvoidedImpact,Economic,Need,₽/year,36260000000,NA,NA,NA,NA,NA,Page 23,"With the average change, the magnitude of the expected loss is estimated at  ₽ 1.08 trillion for the period 2020–2050 or ₽ 36.26 bln in average annual terms, which is equivalent to 0.29% of the GRP in 2018 prices."
10,Housing,Adaptation,Russia,RCP 8.5,Economic Loss,AvoidedImpact,Economic,Need,₽,3370000000000,NA,NA,NA,NA,NA,Page 23,"With the maximum change of permafrost temperature and thaw depth, the expected loss increases threefold, to ₽ 3.37 trillion for the entire period, or by more than  ₽ 112 bln on average per year."
11,Housing,Adaptation,Russia,RCP 8.5,Economic Loss,AvoidedImpact,Economic,Need,₽/year,112000000000,NA,NA,NA,NA,NA,Page 23,"With the maximum change of permafrost temperature and thaw depth, the expected loss increases threefold, to ₽ 3.37 trillion for the entire period, or by more than  ₽ 112 bln on average per year."
12,Housing,Modernization,Russia,RCP 8.5,Housing Area,AvoidedImpact,Economic,Need,m^2,119600000,NA,NA,NA,NA,NA,Page 23,"Acceleration of housing construction by 50% in relation to the current level, which will lead to an increase in the total area of housing to 119.6 mln square meters by 2050."
13,Housing,Modernization,Russia,RCP 8.5,Housing Cost,AvoidedImpact,Economic,Need,₽,7200000000000,NA,NA,NA,NA,NA,Page 23,The total cost of the housing stock will be ₽ 7.2 trillion in 2018 prices
14,Housing,Thawing & Degradation,Russia,RCP 8.5,Economic Loss,AvoidedImpact,Economic,Need,₽,500000000000,NA,NA,NA,NA,3360000000000,Page 23,"The expected loss from permafrost thawing and degradation is estimated in the range from ₽ 500 bln to ₽ 3.36 trillion, depending on the changes in permafrost temperature and thaw depth."
