,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,GDP,Germany,Myopic,2024,No CC,%,-0.14,NA,NA,NA,NA,NA,Page 2,Decrease of GDP due to water scarcity under a myopic investment behavior scenario.
1,Employment,Germany,Myopic,2024,No CC,%,-0.17,NA,NA,NA,NA,NA,Page 2,Decrease in employment due to water scarcity under myopic investment behavior scenario.
2,GDP,Germany,"Scenario 1, MY",2020,Base year,%,-0.14,NA,NA,NA,NA,NA,p.3,At time period 5
3,GDP,Germany,"Scenario 1, IM",2020,Base year,%,-0.14,NA,NA,NA,NA,NA,p.3,At time period 5
4,GDP,Germany,"Scenario 1, PE",2020,Base year,%,-0.16,NA,NA,NA,NA,NA,p.3,At time period 5
5,GDP,Germany,"Scenario 1, MY",2020,Base year,%,-0.03,NA,NA,NA,NA,NA,p.3,At time period 8
6,GDP,Germany,"Scenario 1, IM",2020,Base year,%,-0.06,NA,NA,NA,NA,NA,p.3,At time period 8
7,GDP,Germany,"Scenario 1, PE",2020,Base year,%,-0.01,NA,NA,NA,NA,NA,p.3,At time period 8
8,GDP,Germany,"Scenario 1, MY",2020,Base year,%,-0.02,NA,NA,NA,NA,NA,p.3,At time period 10
9,GDP,Germany,"Scenario 1, IM",2020,Base year,%,-0.03,NA,NA,NA,NA,NA,p.3,At time period 10
10,GDP,Germany,"Scenario 1, PE",2020,Base year,%,-0.01,NA,NA,NA,NA,NA,p.3,At time period 10
11,GDP,Germany,"Scenario 1, MY",2020,Base year,%,-0.38,NA,NA,NA,NA,NA,p.3,Total
12,GDP,Germany,"Scenario 1, IM",2020,Base year,%,-0.39,NA,NA,NA,NA,NA,p.3,Total
13,GDP,Germany,"Scenario 1, PE",2020,Base year,%,-0.27,NA,NA,NA,NA,NA,p.3,Total
14,GDP,Germany,"Scenario 2, MY",2020,Base year,%,-0.14,NA,NA,NA,NA,NA,p.3,At time period 5
15,GDP,Germany,"Scenario 2, IM",2020,Base year,%,-0.14,NA,NA,NA,NA,NA,p.3,At time period 5
16,GDP,Germany,"Scenario 2, PE",2020,Base year,%,-0.17,NA,NA,NA,NA,NA,p.3,At time period 5
17,GDP,Germany,"Scenario 2, MY",2020,Base year,%,-0.22,NA,NA,NA,NA,NA,p.3,At time period 8
18,GDP,Germany,"Scenario 2, IM",2020,Base year,%,-0.24,NA,NA,NA,NA,NA,p.3,At time period 8
19,GDP,Germany,"Scenario 2, PE",2020,Base year,%,-0.22,NA,NA,NA,NA,NA,p.3,At time period 8
20,GDP,Germany,"Scenario 2, MY",2020,Base year,%,-0.07,NA,NA,NA,NA,NA,p.3,At time period 10
21,GDP,Germany,"Scenario 2, IM",2020,Base year,%,-0.11,NA,NA,NA,NA,NA,p.3,At time period 10
22,GDP,Germany,"Scenario 2, PE",2020,Base year,%,-0.03,NA,NA,NA,NA,NA,p.3,At time period 10
23,GDP,Germany,"Scenario 2, MY",2020,Base year,%,-0.89,NA,NA,NA,NA,NA,p.3,Total
24,GDP,Germany,"Scenario 2, IM",2020,Base year,%,-0.89,NA,NA,NA,NA,NA,p.3,Total
25,GDP,Germany,"Scenario 2, PE",2020,Base year,%,-0.68,NA,NA,NA,NA,NA,p.3,Total
26,Employment,Germany,"Scenario 1, MY",2020,Base year,%,-0.17,NA,NA,NA,NA,NA,p.3,At time period 5
27,Employment,Germany,"Scenario 1, IM",2020,Base year,%,-0.17,NA,NA,NA,NA,NA,p.3,At time period 5
28,Employment,Germany,"Scenario 1, PE",2020,Base year,%,-0.17,NA,NA,NA,NA,NA,p.3,At time period 5
29,Employment,Germany,"Scenario 1, MY",2020,Base year,%,-0.03,NA,NA,NA,NA,NA,p.3,At time period 8
30,Employment,Germany,"Scenario 1, IM",2020,Base year,%,-0.05,NA,NA,NA,NA,NA,p.3,At time period 8
31,Employment,Germany,"Scenario 1, PE",2020,Base year,%,-0.01,NA,NA,NA,NA,NA,p.3,At time period 8
32,Employment,Germany,"Scenario 1, MY",2020,Base year,%,-0.02,NA,NA,NA,NA,NA,p.3,At time period 10
33,Employment,Germany,"Scenario 1, IM",2020,Base year,%,-0.02,NA,NA,NA,NA,NA,p.3,At time period 10
34,Employment,Germany,"Scenario 1, PE",2020,Base year,%,0.00,NA,NA,NA,NA,NA,p.3,At time period 10
35,Employment,Germany,"Scenario 1, MY",2020,Base year,%,-0.37,NA,NA,NA,NA,NA,p.3,Total
36,Employment,Germany,"Scenario 1, IM",2020,Base year,%,-0.37,NA,NA,NA,NA,NA,p.3,Total
37,Employment,Germany,"Scenario 1, PE",2020,Base year,%,-0.27,NA,NA,NA,NA,NA,p.3,Total
38,Employment,Germany,"Scenario 2, MY",2020,Base year,%,-0.17,NA,NA,NA,NA,NA,p.3,At time period 5
39,Employment,Germany,"Scenario 2, IM",2020,Base year,%,-0.17,NA,NA,NA,NA,NA,p.3,At time period 5
40,Employment,Germany,"Scenario 2, PE",2020,Base year,%,-0.18,NA,NA,NA,NA,NA,p.3,At time period 5
41,Employment,Germany,"Scenario 2, MY",2020,Base year,%,-0.25,NA,NA,NA,NA,NA,p.3,At time period 8
42,Employment,Germany,"Scenario 2, IM",2020,Base year,%,-0.27,NA,NA,NA,NA,NA,p.3,At time period 8
43,Employment,Germany,"Scenario 2, PE",2020,Base year,%,-0.23,NA,NA,NA,NA,NA,p.3,At time period 8
44,Employment,Germany,"Scenario 2, MY",2020,Base year,%,-0.06,NA,NA,NA,NA,NA,p.3,At time period 10
45,Employment,Germany,"Scenario 2, IM",2020,Base year,%,-0.10,NA,NA,NA,NA,NA,p.3,At time period 10
46,Employment,Germany,"Scenario 2, PE",2020,Base year,%,-0.02,NA,NA,NA,NA,NA,p.3,At time period 10
47,Employment,Germany,"Scenario 2, MY",2020,Base year,%,-0.86,NA,NA,NA,NA,NA,p.3,Total
48,Employment,Germany,"Scenario 2, IM",2020,Base year,%,-0.86,NA,NA,NA,NA,NA,p.3,Total
49,Employment,Germany,"Scenario 2, PE",2020,Base year,%,-0.66,NA,NA,NA,NA,NA,p.3,Total
50,Investment,Germany,"Scenario 1, MY",2020,Base year,%,-0.60,NA,NA,NA,NA,NA,p.3,At time period 5
51,Investment,Germany,"Scenario 1, IM",2020,Base year,%,-0.60,NA,NA,NA,NA,NA,p.3,At time period 5
52,Investment,Germany,"Scenario 1, PE",2020,Base year,%,-0.06,NA,NA,NA,NA,NA,p.3,At time period 8
53,Investment,Germany,"Scenario 1, MY",2020,Base year,%,-0.02,NA,NA,NA,NA,NA,p.3,At time period 10
54,Investment,Germany,"Scenario 1, IM",2020,Base year,%,-0.04,NA,NA,NA,NA,NA,p.3,At time period 10
55,Investment,Germany,"Scenario 1, PE",2020,Base year,%,-0.02,NA,NA,NA,NA,NA,p.3,At time period 10
56,Investment,Germany,"Scenario 1, MY",2020,Base year,%,-0.45,NA,NA,NA,NA,NA,p.3,Total
57,Investment,Germany,"Scenario 1, IM",2020,Base year,%,-0.45,NA,NA,NA,NA,NA,p.3,Total
58,Investment,Germany,"Scenario 1, PE",2020,Base year,%,-0.25,NA,NA,NA,NA,NA,p.3,Total
59,Investment,Germany,"Scenario 2, MY",2020,Base year,%,-0.60,NA,NA,NA,NA,NA,p.3,At time period 5
60,Investment,Germany,"Scenario 2, IM",2020,Base year,%,-0.60,NA,NA,NA,NA,NA,p.3,At time period 5
61,Investment,Germany,"Scenario 2, PE",2020,Base year,%,-0.06,NA,NA,NA,NA,NA,p.3,At time period 5
62,Investment,Germany,"Scenario 2, MY",2020,Base year,%,-0.77,NA,NA,NA,NA,NA,p.3,At time period 8
63,Investment,Germany,"Scenario 2, IM",2020,Base year,%,-0.74,NA,NA,NA,NA,NA,p.3,At time period 8
64,Investment,Germany,"Scenario 2, PE",2020,Base year,%,-0.09,NA,NA,NA,NA,NA,p.3,At time period 8
65,Investment,Germany,"Scenario 2, MY",2020,Base year,%,-0.04,NA,NA,NA,NA,NA,p.3,At time period 10
66,Investment,Germany,"Scenario 2, IM",2020,Base year,%,0.00,NA,NA,NA,NA,NA,p.3,At time period 10
67,Investment,Germany,"Scenario 2, PE",2020,Base year,%,-0.05,NA,NA,NA,NA,NA,p.3,At time period 10
68,Investment,Germany,"Scenario 2, MY",2020,Base year,%,-1.04,NA,NA,NA,NA,NA,p.3,Total
69,Investment,Germany,"Scenario 2, IM",2020,Base year,%,-1.04,NA,NA,NA,NA,NA,p.3,Total
70,Investment,Germany,"Scenario 2, PE",2020,Base year,%,-0.68,NA,NA,NA,NA,NA,p.3,Total
71,Water use,Germany,"Scenario 1, MY",2020,Base year,%,-0.26,NA,NA,NA,NA,NA,p.3,At time period 5
72,Water use,Germany,"Scenario 1, IM",2020,Base year,%,-0.26,NA,NA,NA,NA,NA,p.3,At time period 5
73,Water use,Germany,"Scenario 1, PE",2020,Base year,%,-0.30,NA,NA,NA,NA,NA,p.3,At time period 5
74,Water use,Germany,"Scenario 1, MY",2020,Base year,%,-0.04,NA,NA,NA,NA,NA,p.3,At time period 8
75,Water use,Germany,"Scenario 1, IM",2020,Base year,%,-0.09,NA,NA,NA,NA,NA,p.3,At time period 8
76,Water use,Germany,"Scenario 1, PE",2020,Base year,%,-0.01,NA,NA,NA,NA,NA,p.3,At time period 8
77,Water use,Germany,"Scenario 1, MY",2020,Base year,%,-0.03,NA,NA,NA,NA,NA,p.3,At time period 10
78,Water use,Germany,"Scenario 1, IM",2020,Base year,%,-0.04,NA,NA,NA,NA,NA,p.3,At time period 10
79,Water use,Germany,"Scenario 1, PE",2020,Base year,%,-0.01,NA,NA,NA,NA,NA,p.3,At time period 10
80,Water use,Germany,"Scenario 1, MY",2020,Base year,%,-0.60,NA,NA,NA,NA,NA,p.3,Total
81,Water use,Germany,"Scenario 1, IM",2020,Base year,%,-0.60,NA,NA,NA,NA,NA,p.3,Total
82,Water use,Germany,"Scenario 1, PE",2020,Base year,%,-0.46,NA,NA,NA,NA,NA,p.3,Total
83,Water use,Germany,"Scenario 2, MY",2020,Base year,%,-0.26,NA,NA,NA,NA,NA,p.3,At time period 5
84,Water use,Germany,"Scenario 2, IM",2020,Base year,%,-0.26,NA,NA,NA,NA,NA,p.3,At time period 5
85,Water use,Germany,"Scenario 2, PE",2020,Base year,%,-0.32,NA,NA,NA,NA,NA,p.3,At time period 5
86,Water use,Germany,"Scenario 2, MY",2020,Base year,%,-0.37,NA,NA,NA,NA,NA,p.3,At time period 8
87,Water use,Germany,"Scenario 2, IM",2020,Base year,%,-0.41,NA,NA,NA,NA,NA,p.3,At time period 8
88,Water use,Germany,"Scenario 2, PE",2020,Base year,%,-0.40,NA,NA,NA,NA,NA,p.3,At time period 8
89,Water use,Germany,"Scenario 2, MY",2020,Base year,%,-0.10,NA,NA,NA,NA,NA,p.3,At time period 10
90,Water use,Germany,"Scenario 2, IM",2020,Base year,%,-0.17,NA,NA,NA,NA,NA,p.3,At time period 10
91,Water use,Germany,"Scenario 2, PE",2020,Base year,%,-0.04,NA,NA,NA,NA,NA,p.3,At time period 10
92,Water use,Germany,"Scenario 2, MY",2020,Base year,%,-1.39,NA,NA,NA,NA,NA,p.3,Total
93,Water use,Germany,"Scenario 2, IM",2020,Base year,%,-1.38,NA,NA,NA,NA,NA,p.3,Total
94,Water use,Germany,"Scenario 2, PE",2020,Base year,%,-1.13,NA,NA,NA,NA,NA,p.3,Total
95,GDP,Germany,Myopic,2020,No CC,%,-14.3,NA,NA,NA,NA,NA,Page 8,"Sector: Agriculture, forestry & fishing"
96,GDP,Germany,Imperfect foresight,2020,No CC,%,-14.3,NA,NA,NA,NA,NA,Page 8,"Sector: Agriculture, forestry & fishing"
97,GDP,Germany,Perfect foresight,2020,No CC,%,-13.0,NA,NA,NA,NA,NA,Page 8,"Sector: Agriculture, forestry & fishing"
98,Employment,Germany,Myopic,2020,No CC,%,-7.4,NA,NA,NA,NA,NA,Page 8,"Sector: Agriculture, forestry & fishing"
99,Employment,Germany,Imperfect foresight,2020,No CC,%,-7.4,NA,NA,NA,NA,NA,Page 8,"Sector: Agriculture, forestry & fishing"
100,Employment,Germany,Perfect foresight,2020,No CC,%,-6.7,NA,NA,NA,NA,NA,Page 8,"Sector: Agriculture, forestry & fishing"
101,Water use,Germany,Myopic,2020,No CC,%,-15.7,NA,NA,NA,NA,NA,Page 8,"Sector: Agriculture, forestry & fishing"
102,Water use,Germany,Imperfect foresight,2020,No CC,%,-15.7,NA,NA,NA,NA,NA,Page 8,"Sector: Agriculture, forestry & fishing"
103,Water use,Germany,Perfect foresight,2020,No CC,%,-14.2,NA,NA,NA,NA,NA,Page 8,"Sector: Agriculture, forestry & fishing"
104,GDP,Germany,Myopic,2020,Baseline,%,-32.7,NA,NA,NA,NA,NA,9,"Agriculture, forestry & fishing sector, during a temporal water scarcity event, cumulative percentage change across all simulation periods."
105,GDP,Germany,Imperfect foresight,2020,Baseline,%,-32.5,NA,NA,NA,NA,NA,9,"Agriculture, forestry & fishing sector, during a temporal water scarcity event, cumulative percentage change across all simulation periods."
106,GDP,Germany,Perfect foresight,2020,Baseline,%,-30.2,NA,NA,NA,NA,NA,9,"Agriculture, forestry & fishing sector, during a temporal water scarcity event, cumulative percentage change across all simulation periods."
107,Employment,Germany,Myopic,2020,Baseline,%,-17.0,NA,NA,NA,NA,NA,9,"Agriculture, forestry & fishing sector, during a temporal water scarcity event, cumulative percentage change across all simulation periods."
108,Employment,Germany,Imperfect foresight,2020,Baseline,%,-16.9,NA,NA,NA,NA,NA,9,"Agriculture, forestry & fishing sector, during a temporal water scarcity event, cumulative percentage change across all simulation periods."
109,Employment,Germany,Perfect foresight,2020,Baseline,%,-15.7,NA,NA,NA,NA,NA,9,"Agriculture, forestry & fishing sector, during a temporal water scarcity event, cumulative percentage change across all simulation periods."
110,Water use,Germany,Myopic,2020,Baseline,%,-35.8,NA,NA,NA,NA,NA,9,"Agriculture, forestry & fishing sector, during a temporal water scarcity event, cumulative percentage change across all simulation periods."
111,Water use,Germany,Imperfect foresight,2020,Baseline,%,-35.6,NA,NA,NA,NA,NA,9,"Agriculture, forestry & fishing sector, during a temporal water scarcity event, cumulative percentage change across all simulation periods."
112,Water use,Germany,Perfect foresight,2020,Baseline,%,-33.1,NA,NA,NA,NA,NA,9,"Agriculture, forestry & fishing sector, during a temporal water scarcity event, cumulative percentage change across all simulation periods."
113,GDP,Germany,Myopic,2020,Baseline,%,-5.2,NA,NA,NA,NA,NA,9,"Food (& Tobacco) sector, during a temporal water scarcity event, cumulative percentage change across all simulation periods."
114,GDP,Germany,Imperfect foresight,2020,Baseline,%,-5.1,NA,NA,NA,NA,NA,9,"Food (& Tobacco) sector, during a temporal water scarcity event, cumulative percentage change across all simulation periods."
115,GDP,Germany,Perfect foresight,2020,Baseline,%,-4.5,NA,NA,NA,NA,NA,9,"Food (& Tobacco) sector, during a temporal water scarcity event, cumulative percentage change across all simulation periods."
116,Employment,Germany,Myopic,2020,Baseline,%,-4.9,NA,NA,NA,NA,NA,9,"Food (& Tobacco) sector, during a temporal water scarcity event, cumulative percentage change across all simulation periods."
117,Employment,Germany,Imperfect foresight,2020,Baseline,%,-4.9,NA,NA,NA,NA,NA,9,"Food (& Tobacco) sector, during a temporal water scarcity event, cumulative percentage change across all simulation periods."
118,Employment,Germany,Perfect foresight,2020,Baseline,%,-4.4,NA,NA,NA,NA,NA,9,"Food (& Tobacco) sector, during a temporal water scarcity event, cumulative percentage change across all simulation periods."
119,Water use,Germany,Myopic,2020,Baseline,%,-5.8,NA,NA,NA,NA,NA,9,"Food (& Tobacco) sector, during a temporal water scarcity event, cumulative percentage change across all simulation periods."
120,Water use,Germany,Imperfect foresight,2020,Baseline,%,-5.8,NA,NA,NA,NA,NA,9,"Food (& Tobacco) sector, during a temporal water scarcity event, cumulative percentage change across all simulation periods."
121,Water use,Germany,Perfect foresight,2020,Baseline,%,-5.0,NA,NA,NA,NA,NA,9,"Food (& Tobacco) sector, during a temporal water scarcity event, cumulative percentage change across all simulation periods."
122,GDP,Germany,Myopic,2020,Baseline,%,-3.3,NA,NA,NA,NA,NA,9,"Drink sector, during a temporal water scarcity event, cumulative percentage change across all simulation periods."
123,GDP,Germany,Imperfect foresight,2020,Baseline,%,-3.3,NA,NA,NA,NA,NA,9,"Drink sector, during a temporal water scarcity event, cumulative percentage change across all simulation periods."
124,GDP,Germany,Perfect foresight,2020,Baseline,%,-2.8,NA,NA,NA,NA,NA,9,"Drink sector, during a temporal water scarcity event, cumulative percentage change across all simulation periods."
125,Employment,Germany,Myopic,2020,Baseline,%,-3.1,NA,NA,NA,NA,NA,9,"Drink sector, during a temporal water scarcity event, cumulative percentage change across all simulation periods."
126,Employment,Germany,Imperfect foresight,2020,Baseline,%,-3.1,NA,NA,NA,NA,NA,9,"Drink sector, during a temporal water scarcity event, cumulative percentage change across all simulation periods."
127,Employment,Germany,Perfect foresight,2020,Baseline,%,-2.7,NA,NA,NA,NA,NA,9,"Drink sector, during a temporal water scarcity event, cumulative percentage change across all simulation periods."
128,Water use,Germany,Myopic,2020,Baseline,%,-3.5,NA,NA,NA,NA,NA,9,"Drink sector, during a temporal water scarcity event, cumulative percentage change across all simulation periods."
129,Water use,Germany,Imperfect foresight,2020,Baseline,%,-3.5,NA,NA,NA,NA,NA,9,"Drink sector, during a temporal water scarcity event, cumulative percentage change across all simulation periods."
130,Water use,Germany,Perfect foresight,2020,Baseline,%,-2.9,NA,NA,NA,NA,NA,9,"Drink sector, during a temporal water scarcity event, cumulative percentage change across all simulation periods."
131,GDP,Germany,Myopic,2020,Baseline,%,-4.7,NA,NA,NA,NA,NA,9,"Electricity, transmission & distribution, during a temporal water scarcity event, cumulative percentage change across all simulation periods."
132,GDP,Germany,Imperfect foresight,2020,Baseline,%,-4.7,NA,NA,NA,NA,NA,9,"Electricity, transmission & distribution, during a temporal water scarcity event, cumulative percentage change across all simulation periods."
133,GDP,Germany,Perfect foresight,2020,Baseline,%,-4.2,NA,NA,NA,NA,NA,9,"Electricity, transmission & distribution, during a temporal water scarcity event, cumulative percentage change across all simulation periods."
134,Employment,Germany,Myopic,2020,Baseline,%,-2.3,NA,NA,NA,NA,NA,9,"Electricity, transmission & distribution, during a temporal water scarcity event, cumulative percentage change across all simulation periods."
135,Employment,Germany,Imperfect foresight,2020,Baseline,%,-2.3,NA,NA,NA,NA,NA,9,"Electricity, transmission & distribution, during a temporal water scarcity event, cumulative percentage change across all simulation periods."
136,Employment,Germany,Perfect foresight,2020,Baseline,%,-2.0,NA,NA,NA,NA,NA,9,"Electricity, transmission & distribution, during a temporal water scarcity event, cumulative percentage change across all simulation periods."
137,Water use,Germany,Myopic,2020,Baseline,%,-5.1,NA,NA,NA,NA,NA,9,"Electricity, transmission & distribution, during a temporal water scarcity event, cumulative percentage change across all simulation periods."
138,Water use,Germany,Imperfect foresight,2020,Baseline,%,-5.1,NA,NA,NA,NA,NA,9,"Electricity, transmission & distribution, during a temporal water scarcity event, cumulative percentage change across all simulation periods."
139,Water use,Germany,Perfect foresight,2020,Baseline,%,-4.6,NA,NA,NA,NA,NA,9,"Electricity, transmission & distribution, during a temporal water scarcity event, cumulative percentage change across all simulation periods."
