,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Global economic growth,Not specified,Historical,2016,No CC,percentage points year−1,-0.25,NA,NA,NA,NA,NA,1,Current temperature climatologies slow global economic growth
1,Global economic growth,Not specified,RCP 8.5,2100,Historical conditions,percentage points year−1,-0.28,NA,NA,NA,NA,NA,1,Projected additional slowing from future warming
2,U.S. maize yields,United States,Historical,2016,No CC,%,-48,NA,NA,NA,NA,NA,1,Temperature depresses current U.S. maize yields roughly 48%
3,Conflict risk,Africa,Historical,2016,Pre-1980,%,11,NA,NA,NA,NA,NA,1,Warming trends since 1980 elevated conflict risk in Africa by 11%
4,Global economic growth rates,Not specified,Future Warming,2100,Historical conditions,percentage points year−1,-0.28,NA,NA,NA,NA,NA,1,Future warming may slow global economic growth rates by 0.28 percentage points year−1
5,Maize yields,USA,Observed,2024,Optimal,%,-48,NA,NA,NA,NA,NA,Page 2,Temperature depresses current U.S. maize yields by ~48%
6,Economic growth rates,Global,RCP 8.5,2050,No CC,percentage points per year,-.28,NA,NA,NA,NA,NA,Page 2,Future warming may slow global economic growth rates by ~0.28 percentage points per year.
7,GDP,Global,Historical,2016,No CC,%,0,NA,NA,NA,NA,NA,7,Cyclone effects on GDP over time are most negative in countries with the lowest levels of historical experience; Value is set to 0 as relative effect is not quantified.
8,GDP,Rich nations,Historical,2016,Poor nations,%,0,NA,NA,NA,NA,NA,7,Country-level GDP reductions are slightly less severe in rich nations than in poor countries but are not statistically different; Value is set to 0 as relative effect is not quantified.
9,Income,Global,NA,2100,Optimal temperature,%,-23,NA,NA,NA,NA,NA,10,Predicted climate change by 2100 lowers global GDP by 23%
10,GDP growth,Global,NA,2100,Optimal temperature,percentage points,-0.28,NA,NA,NA,NA,NA,10,Between 2010 and 2100 lowers the global annual growth rate by 0.28 percentage points on average
11,Income,USA,NA,2100,Optimal temperature,percentage points,-0.06,NA,NA,NA,NA,-0.16,10,Predicted climate change by 2100 lowers the U.S. annual growth rate by 0.06 to 0.16 percentage points
12,GDP growth,Global,NA,2090,No cyclones,percentage points,-1.27,NA,NA,NA,NA,NA,10,Realized cyclones lowered the global annual growth rate between 1970 and 2008 by 1.27 percentage points
13,Total factor productivity,China,NA,2050,Optimal temperature,%,-4.18,NA,NA,NA,NA,NA,10,Predicted climate change by 2050 lowers annual TFP by 4.18%
14,GDP growth,United States,Historical,2016,Coolest cond.,- percentage points year−1,-1.7,NA,NA,NA,NA,NA,12,Impacts of historical temperatures.
15,GDP growth,Global,Historical,2016,Low conflict,- percentage points year−1,-0.25,NA,NA,NA,NA,NA,12,Due to temperature
16,GDP growth,Global,Historical,2016,Low conflict,- percentage points year−1,-1.3,NA,NA,NA,NA,NA,12,Due to tropical cyclones
17,GDP growth,Global,Warming trends,2016,Unchanged climate,percentage points per year,-.002,NA,NA,NA,NA,NA,12,
18,Economic production,United States,Business-as-usual,2100,No CC,percentage points year−1,-0.12,NA,NA,NA,NA,NA,12,
19,Economic production,Global,Business-as-usual,2100,No CC,percentage points year−1,-0.28,NA,NA,NA,NA,NA,12,
