,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Rice Crops,Bangladesh,1970 Cyclone Exposure,1970,No Cyclone,%,-35,NA,NA,NA,NA,NA,6,Percentage of crops destroyed in Barisal region.
1,Mortality,Bangladesh,1970 Cyclone Exposure,1970,No Cyclone,people,300000,NA,NA,NA,NA,NA,6,Total mortality due to the cyclone.
2,People Affected,Bangladesh,1970 Cyclone Exposure,1970,No Cyclone,people,4000000,NA,NA,NA,NA,NA,6,Number of people directly affected by the cyclone.
3,Damage,Bangladesh,1970 Cyclone Exposure,1970,No Cyclone,Millions of 1970 USD,-86.4,NA,NA,NA,NA,NA,6,Total estimated damage.
4,Damage,Bangladesh,1970 Cyclone Exposure,1970,No Cyclone,Millions of 2006 USD,-450,NA,NA,NA,NA,NA,6,"Total estimated damage, converted to 2006 USD."
5,Deaths,Bangladesh,1974 Famine,1974,No Famine,millions,-0.45,NA,NA,NA,NA,NA,7,Lower bound of estimated deaths from starvation and diseases due to the 1974 famine.
6,Deaths,Bangladesh,1974 Famine,1974,No Famine,millions,-1.5,NA,NA,NA,NA,NA,7,Upper bound of estimated deaths from starvation and diseases due to the 1974 famine.
7,Food Aid,Bangladesh,1971 Cyclone,1971,No Cyclone,% population,16.5,NA,NA,NA,NA,NA,7,% pop relying on aid for half food 3mo after cyclone.
8,Health,Bangladesh,1970 Cyclone Exposure,1970,Control regions,percentage points,-14.9,NA,NA,NA,NA,NA,13,Probability of good health during adulthood.
9,Health,Bangladesh,1970 Cyclone Exposure,1970,Control regions,%,-53.6,NA,NA,NA,NA,NA,13,Duration of good health over entire lifetime.
10,Schooling,Bangladesh,1970 Cyclone Exposure,1970,Control regions,percentage points,-21.8,NA,NA,NA,NA,NA,13,Probability of completing at least 5th grade.
11,Schooling,Bangladesh,1970 Cyclone Exposure,1970,Control regions,%,-49,NA,NA,NA,NA,NA,13,Years of schooling.
12,Solvency,Bangladesh,1970 Cyclone Exposure,1970,Control regions,percentage points,-12.5,NA,NA,NA,NA,NA,13,Probability of solvency.
13,Expenditure,Bangladesh,1970 Cyclone Exposure,1970,Control regions,%,-26.5,NA,NA,NA,NA,NA,13,Per-capita expenditure.
14,Schooling,Bangladesh,1970 Cyclone Exposure,1970,Urban households,percentage points,-60.8,NA,NA,NA,NA,NA,15,Effect on rural household heads in severely affected regions completing at least 5th grade; cohorts born 1969-1971.
15,Schooling,Bangladesh,1970 Cyclone Exposure,1970,Rural households,%,117,NA,NA,NA,NA,NA,15,Effect on urban household heads in severely affected regions on years of schooling; cohorts born 1969-1971.
16,Health,Bangladesh,1970 Cyclone Exposure,1970,No CC,index,0.141,0.112,NA,NA,NA,NA,23,Coefficient for 'Cyclone Cohort' on the 'Healthy' outcome.
17,Health,Bangladesh,1970 Cyclone Exposure,1970,No CC,Ln(Health),0.489,0.406,NA,NA,NA,NA,23,Coefficient for 'Cyclone Cohort' on Ln(Health) outcome.
18,Health,Bangladesh,1970 Cyclone Exposure,1970,No CC,index,-0.189,0.098,NA,NA,NA,NA,23,Coefficient for 'Cyclone Region 2' on the 'Healthy' outcome. Significant at 10%.
19,Health,Bangladesh,1970 Cyclone Exposure,1970,No CC,Ln(Health),-0.676,0.352,NA,NA,NA,NA,23,Coefficient for 'Cyclone Region 2' on the Ln(Health) outcome. Significant at 10%.
20,Health,Bangladesh,1970 Cyclone Exposure,1970,No CC,index,-0.056,0.064,NA,NA,NA,NA,23,Coefficient for 'Cyclone Cohort × Cyclone Region 1' on the 'Healthy' outcome.
21,Health,Bangladesh,1970 Cyclone Exposure,1970,No CC,Ln(Health),-0.201,0.226,NA,NA,NA,NA,23,Coefficient for 'Cyclone Cohort × Cyclone Region 1' on the Ln(Health) outcome.
22,Health,Bangladesh,1970 Cyclone Exposure,1970,No CC,index,-0.149,0.086,NA,NA,NA,NA,23,Coefficient for 'Cyclone Cohort × Cyclone Region 2' on the 'Healthy' outcome. Significant at 10%.
23,Health,Bangladesh,1970 Cyclone Exposure,1970,No CC,Ln(Health),-0.536,0.308,NA,NA,NA,NA,23,Coefficient for 'Cyclone Cohort × Cyclone Region 2' on the Ln(Health) outcome. Significant at 10%.
