,Outcome,Region,Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Annual Income,Local,NA,2023,Average Temperature,%,-0.065,NA,NA,NA,NA,NA,3,One day with temperatures above 29 degrees Celsius reduces average annual income.
1,People in Extreme Poverty,World,SSP4-RCP 8.5,2030,No CC,millions of people,122,NA,NA,NA,NA,NA,Page 4,Based on a World Bank study.
2,Average Income Decline,Poorest 40% of countries,Burke et al. (2015) benchmark,2100,No CC,%,-75,NA,NA,NA,NA,NA,Page 4,
3,Average Income Gain,Richest 20% of countries,Burke et al. (2015) benchmark,2100,No CC,%,0,NA,NA,NA,NA,NA,Page 4,"Reported as 'slight gains', so I assigned 0 as a conservative estimate."
4,Social Cost of Carbon,180 Countries,All tipping points surpassed,2100,No Tipping Points,%,25,NA,NA,NA,NA,NA,Page 4,
5,Temperature,Global,RCP 2.6,2070,NA,degrees centigrade,20.6,NA,NA,NA,NA,NA,7,Average global temperature increase
6,Temperature,Global,RCP 4.5,2070,NA,degrees centigrade,21.4,NA,NA,NA,NA,NA,7,Average global temperature increase
7,Temperature,Global,RCP 6.0,2070,NA,degrees centigrade,21.3,NA,NA,NA,NA,NA,7,Average global temperature increase
8,Temperature,Global,RCP 8.5,2070,NA,degrees centigrade,22.4,NA,NA,NA,NA,NA,7,Average global temperature increase
9,GDP,Global,IFs-RCP 6.0,2030,No CC,trillions of 2011 US$,-1.1,NA,NA,NA,NA,NA,9,
10,GDP,Global,IFs-RCP 6.0,2030,No CC,%,-0.2,NA,NA,NA,NA,NA,9,
11,GDP,Global,SSP1-RCP 2.6,2030,No CC,trillions of 2011 US$,-6.0,NA,NA,NA,NA,NA,9,
12,GDP,Global,SSP1-RCP 2.6,2030,No CC,%,-0.5,NA,NA,NA,NA,NA,9,
13,GDP,Global,SSP2-RCP 4.5,2030,No CC,trillions of 2011 US$,-5.7,NA,NA,NA,NA,NA,9,
14,GDP,Global,SSP2-RCP 4.5,2030,No CC,%,-0.5,NA,NA,NA,NA,NA,9,
15,GDP,Global,SSP3-RCP 6.0,2030,No CC,trillions of 2011 US$,-5.0,NA,NA,NA,NA,NA,9,
16,GDP,Global,SSP3-RCP 6.0,2030,No CC,%,-0.5,NA,NA,NA,NA,NA,9,
17,GDP,Global,SSP4-RCP 6.0,2030,No CC,trillions of 2011 US$,-5.1,NA,NA,NA,NA,NA,9,
18,GDP,Global,SSP4-RCP 6.0,2030,No CC,%,-0.5,NA,NA,NA,NA,NA,9,
19,GDP,Global,SSP5-RCP 8.5,2030,No CC,trillions of 2011 US$,-6.9,NA,NA,NA,NA,NA,9,
20,GDP,Global,SSP5-RCP 8.5,2030,No CC,%,-0.6,NA,NA,NA,NA,NA,9,
21,GDP,Global,IFs-RCP 6.0,2050,No CC,trillions of 2011 US$,-17.0,NA,NA,NA,NA,NA,9,
22,GDP,Global,IFs-RCP 6.0,2050,No CC,%,-0.9,NA,NA,NA,NA,NA,9,
23,GDP,Global,SSP1-RCP 2.6,2050,No CC,trillions of 2011 US$,-37.4,NA,NA,NA,NA,NA,9,
24,GDP,Global,SSP1-RCP 2.6,2050,No CC,%,-0.8,NA,NA,NA,NA,NA,9,
25,GDP,Global,SSP2-RCP 4.5,2050,No CC,trillions of 2011 US$,-39.2,NA,NA,NA,NA,NA,9,
26,GDP,Global,SSP2-RCP 4.5,2050,No CC,%,-1.1,NA,NA,NA,NA,NA,9,
27,GDP,Global,SSP3-RCP 6.0,2050,No CC,trillions of 2011 US$,-27.3,NA,NA,NA,NA,NA,9,
28,GDP,Global,SSP3-RCP 6.0,2050,No CC,%,-0.9,NA,NA,NA,NA,NA,9,
29,GDP,Global,SSP4-RCP 6.0,2050,No CC,trillions of 2011 US$,-31.0,NA,NA,NA,NA,NA,9,
30,GDP,Global,SSP4-RCP 6.0,2050,No CC,%,-0.9,NA,NA,NA,NA,NA,9,
31,GDP,Global,SSP5-RCP 8.5,2050,No CC,trillions of 2011 US$,-65.7,NA,NA,NA,NA,NA,9,
32,GDP,Global,SSP5-RCP 8.5,2050,No CC,%,-1.5,NA,NA,NA,NA,NA,9,
33,GDP,Global,IFs-RCP 6.0,2070,No CC,trillions of 2011 US$,-78.8,NA,NA,NA,NA,NA,9,
34,GDP,Global,IFs-RCP 6.0,2070,No CC,%,-1.7,NA,NA,NA,NA,NA,9,
35,GDP,Global,SSP1-RCP 2.6,2070,No CC,trillions of 2011 US$,-103.0,NA,NA,NA,NA,NA,9,
36,GDP,Global,SSP1-RCP 2.6,2070,No CC,%,-0.8,NA,NA,NA,NA,NA,9,
37,GDP,Global,SSP2-RCP 4.5,2070,No CC,trillions of 2011 US$,-132.9,NA,NA,NA,NA,NA,9,
38,GDP,Global,SSP2-RCP 4.5,2070,No CC,%,-1.6,NA,NA,NA,NA,NA,9,
39,GDP,Global,SSP3-RCP 6.0,2070,No CC,trillions of 2011 US$,-83.0,NA,NA,NA,NA,NA,9,
40,GDP,Global,SSP3-RCP 6.0,2070,No CC,%,-1.6,NA,NA,NA,NA,NA,9,
41,GDP,Global,SSP4-RCP 6.0,2070,No CC,trillions of 2011 US$,-100.8,NA,NA,NA,NA,NA,9,
42,GDP,Global,SSP4-RCP 6.0,2070,No CC,%,-1.5,NA,NA,NA,NA,NA,9,
43,GDP,Global,SSP5-RCP 8.5,2070,No CC,trillions of 2011 US$,-344.1,NA,NA,NA,NA,NA,9,
44,GDP,Global,SSP5-RCP 8.5,2070,No CC,%,-3.2,NA,NA,NA,NA,NA,9,
45,Gini,Global,IFs-RCP 6.0,2030,No CC,,0.010,NA,NA,NA,NA,NA,9,
46,Gini,Global,IFs-RCP 6.0,2030,No CC,%,2.7,NA,NA,NA,NA,NA,9,
47,Gini,Global,SSP1-RCP 2.6,2030,No CC,,0.012,NA,NA,NA,NA,NA,9,
48,Gini,Global,SSP1-RCP 2.6,2030,No CC,%,3.2,NA,NA,NA,NA,NA,9,
49,Gini,Global,SSP2-RCP 4.5,2030,No CC,,0.012,NA,NA,NA,NA,NA,9,
50,Gini,Global,SSP2-RCP 4.5,2030,No CC,%,3.1,NA,NA,NA,NA,NA,9,
51,Gini,Global,SSP3-RCP 6.0,2030,No CC,,0.010,NA,NA,NA,NA,NA,9,
52,Gini,Global,SSP3-RCP 6.0,2030,No CC,%,2.4,NA,NA,NA,NA,NA,9,
53,Gini,Global,SSP4-RCP 6.0,2030,No CC,,0.010,NA,NA,NA,NA,NA,9,
54,Gini,Global,SSP4-RCP 6.0,2030,No CC,%,2.4,NA,NA,NA,NA,NA,9,
55,Gini,Global,SSP5-RCP 8.5,2030,No CC,,0.016,NA,NA,NA,NA,NA,9,
56,Gini,Global,SSP5-RCP 8.5,2030,No CC,%,4.3,NA,NA,NA,NA,NA,9,
57,Gini,Global,IFs-RCP 6.0,2050,No CC,,0.028,NA,NA,NA,NA,NA,9,
58,Gini,Global,IFs-RCP 6.0,2050,No CC,%,7.2,NA,NA,NA,NA,NA,9,
59,Gini,Global,SSP1-RCP 2.6,2050,No CC,,0.022,NA,NA,NA,NA,NA,9,
60,Gini,Global,SSP1-RCP 2.6,2050,No CC,%,6.6,NA,NA,NA,NA,NA,9,
61,Gini,Global,SSP2-RCP 4.5,2050,No CC,,0.029,NA,NA,NA,NA,NA,9,
62,Gini,Global,SSP2-RCP 4.5,2050,No CC,%,7.7,NA,NA,NA,NA,NA,9,
63,Gini,Global,SSP3-RCP 6.0,2050,No CC,,0.023,NA,NA,NA,NA,NA,9,
64,Gini,Global,SSP3-RCP 6.0,2050,No CC,%,5.5,NA,NA,NA,NA,NA,9,
65,Gini,Global,SSP4-RCP 6.0,2050,No CC,,0.023,NA,NA,NA,NA,NA,9,
66,Gini,Global,SSP4-RCP 6.0,2050,No CC,%,5.5,NA,NA,NA,NA,NA,9,
67,Gini,Global,SSP5-RCP 8.5,2050,No CC,,0.042,NA,NA,NA,NA,NA,9,
68,Gini,Global,SSP5-RCP 8.5,2050,No CC,%,12.7,NA,NA,NA,NA,NA,9,
69,Gini,Global,IFs-RCP 6.0,2070,No CC,,0.046,NA,NA,NA,NA,NA,9,
70,Gini,Global,IFs-RCP 6.0,2070,No CC,%,12.0,NA,NA,NA,NA,NA,9,
71,Gini,Global,SSP1-RCP 2.6,2070,No CC,,0.023,NA,NA,NA,NA,NA,9,
72,Gini,Global,SSP1-RCP 2.6,2070,No CC,%,7.5,NA,NA,NA,NA,NA,9,
73,Gini,Global,SSP2-RCP 4.5,2070,No CC,,0.042,NA,NA,NA,NA,NA,9,
74,Gini,Global,SSP2-RCP 4.5,2070,No CC,%,11.6,NA,NA,NA,NA,NA,9,
75,Gini,Global,SSP3-RCP 6.0,2070,No CC,,0.035,NA,NA,NA,NA,NA,9,
76,Gini,Global,SSP3-RCP 6.0,2070,No CC,%,8.2,NA,NA,NA,NA,NA,9,
77,Gini,Global,SSP4-RCP 6.0,2070,No CC,,0.036,NA,NA,NA,NA,NA,9,
78,Gini,Global,SSP4-RCP 6.0,2070,No CC,%,8.5,NA,NA,NA,NA,NA,9,
79,Gini,Global,SSP5-RCP 8.5,2070,No CC,,0.074,NA,NA,NA,NA,NA,9,
80,Gini,Global,SSP5-RCP 8.5,2070,No CC,%,23.9,NA,NA,NA,NA,NA,9,
81,Extreme poverty,Global,SSP1-RCP 2.6,2030,No CC,Millions of People,18,NA,NA,NA,NA,NA,Page 10,
82,Extreme poverty,Global,SSP1-RCP 2.6,2050,No CC,Millions of People,9,NA,NA,NA,NA,NA,Page 10,The increasing socioeconomic development and low emissions make this scenario more optimistic.
83,Extreme poverty,Global,SSP1-RCP 2.6,2070,No CC,Millions of People,4,NA,NA,NA,NA,NA,Page 10,Reflects effective balance of socioeconomic development and climate change mitigation efforts.
84,Extreme poverty,Global,SSP3-RCP 6.0,2030,No CC,Millions of People,30,NA,NA,NA,NA,NA,Page 10,
85,Extreme poverty,Global,SSP3-RCP 6.0,2050,No CC,Millions of People,78,NA,NA,NA,NA,NA,Page 10,
86,Extreme poverty,Global,SSP3-RCP 6.0,2070,No CC,Millions of People,130,NA,NA,NA,NA,NA,Page 10,The SSP3-RCP 6.0 scenario assumes slow socioeconomic development with moderately high emissions.
87,Extreme poverty,Global,SSP5-RCP 8.5,2030,No CC,Millions of People,24,NA,NA,NA,NA,NA,Page 10,
88,Extreme poverty,Global,SSP5-RCP 8.5,2050,No CC,Millions of People,20,NA,NA,NA,NA,NA,Page 10,
89,Extreme poverty,Global,SSP5-RCP 8.5,2070,No CC,Millions of People,39,NA,NA,NA,NA,NA,Page 10,
90,Poverty,Global,IFs-RCP 6.0,2030,No CC,millions of people,29.1,NA,NA,NA,NA,NA,Page 11,Climate attributable increase in poverty.
91,Poverty,Global,IFs-RCP 6.0,2050,No CC,millions of people,65.1,NA,NA,NA,NA,NA,Page 11,Climate attributable increase in poverty.
92,Poverty,Global,IFs-RCP 6.0,2070,No CC,millions of people,72.0,NA,NA,NA,NA,NA,Page 11,Climate attributable increase in poverty.
93,Poverty,Global,IFs-RCP 6.0,2030,No CC,millions of people,48.2,NA,NA,NA,NA,NA,Page 11,Climate attributable increase in poverty.
94,Poverty,Global,IFs-RCP 6.0,2050,No CC,millions of people,125.1,NA,NA,NA,NA,NA,Page 11,Climate attributable increase in poverty.
95,Poverty,Global,IFs-RCP 6.0,2070,No CC,millions of people,161.7,NA,NA,NA,NA,NA,Page 11,Climate attributable increase in poverty.
96,Poverty,Global,IFs-RCP 6.0,2030,No CC,millions of people,53.0,NA,NA,NA,NA,NA,Page 11,Climate attributable increase in poverty.
97,Poverty,Global,IFs-RCP 6.0,2050,No CC,millions of people,164.6,NA,NA,NA,NA,NA,Page 11,Climate attributable increase in poverty.
98,Poverty,Global,IFs-RCP 6.0,2070,No CC,millions of people,295.1,NA,NA,NA,NA,NA,Page 11,Climate attributable increase in poverty.
99,Poverty,Global,SSP1-RCP 2.6,2030,No CC,millions of people,18.3,NA,NA,NA,NA,NA,Page 11,Climate attributable increase in poverty.
100,Poverty,Global,SSP1-RCP 2.6,2050,No CC,millions of people,9.2,NA,NA,NA,NA,NA,Page 11,Climate attributable increase in poverty.
101,Poverty,Global,SSP1-RCP 2.6,2070,No CC,millions of people,4.0,NA,NA,NA,NA,NA,Page 11,Climate attributable increase in poverty.
102,Poverty,Global,SSP1-RCP 2.6,2030,No CC,millions of people,38.2,NA,NA,NA,NA,NA,Page 11,Climate attributable increase in poverty.
103,Poverty,Global,SSP1-RCP 2.6,2050,No CC,millions of people,20.3,NA,NA,NA,NA,NA,Page 11,Climate attributable increase in poverty.
104,Poverty,Global,SSP1-RCP 2.6,2070,No CC,millions of people,6.3,NA,NA,NA,NA,NA,Page 11,Climate attributable increase in poverty.
105,Poverty,Global,SSP1-RCP 2.6,2030,No CC,millions of people,55.7,NA,NA,NA,NA,NA,Page 11,Climate attributable increase in poverty.
106,Poverty,Global,SSP1-RCP 2.6,2050,No CC,millions of people,50.4,NA,NA,NA,NA,NA,Page 11,Climate attributable increase in poverty.
107,Poverty,Global,SSP1-RCP 2.6,2070,No CC,millions of people,15.0,NA,NA,NA,NA,NA,Page 11,Climate attributable increase in poverty.
108,Poverty,Global,SSP2-RCP 4.5,2030,No CC,millions of people,24.7,NA,NA,NA,NA,NA,Page 11,Climate attributable increase in poverty.
109,Poverty,Global,SSP2-RCP 4.5,2050,No CC,millions of people,39.9,NA,NA,NA,NA,NA,Page 11,Climate attributable increase in poverty.
