,Outcome,Region,Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Growth,Japan,Historical Period,1998,No CC,%,-1.63,NA,NA,NA,NA,NA,3,Average annual growth losses due to TCs (average year used)
1,Growth,Philippines,Historical Period,1998,No CC,%,-2.62,NA,NA,NA,NA,NA,3,Average annual growth losses due to TCs (average year used)
2,Growth,USA,Historical Period,1998,No CC,%,-0.17,NA,NA,NA,NA,NA,3,Average annual growth losses due to TCs (average year used)
3,Growth,41 TC-affected countries,RCP6.0-SSP2,2021,No CC,% of global GDP,-0.18,NA,NA,NA,NA,NA,4,Median global DAD
4,Growth,41 TC-affected countries,RCP8.5-SSP5,2021,No CC,% of global GDP,-1.13,NA,NA,NA,NA,NA,4,"Median global DAD, with Stern discounting choice"
5,Per capita DAD,USA,RCP6.0-SSP2,2019,No CC,US$,-170,NA,NA,NA,NA,NA,4,median average DADpc
6,Per capita DAD,Taiwan,RCP6.0-SSP2,2019,No CC,US$,-2046,NA,NA,NA,NA,NA,4,median average DADpc
7,Per capita DAD,Philippines,RCP6.0-SSP2,2019,No CC,US$,-139,NA,NA,NA,NA,NA,4,median average DADpc
8,Per capita DAD,Mauritius,RCP6.0-SSP2,2019,No CC,US$,-216,NA,NA,NA,NA,NA,4,median average DADpc
9,Per capita DAD,Mauritius,RCP6.0-SSP2,2019,Average Household Income,% of AHI,-0.71,NA,NA,NA,NA,NA,4,relative DADpc
10,Per capita DAD,Jamaica,RCP6.0-SSP2,2019,Average Household Income,% of AHI,-0.33,NA,NA,NA,NA,NA,4,relative DADpc
11,Per capita DAD,Philippines,RCP6.0-SSP2,2019,Average Household Income,% of AHI,-0.93,NA,NA,NA,NA,NA,4,relative DADpc
12,Per capita DAD,Vietnam,RCP6.0-SSP2,2019,Average Household Income,% of AHI,-0.29,NA,NA,NA,NA,NA,4,relative DADpc
13,Per capita DAD,USA,RCP6.0-SSP2,2019,Average Household Income,% of AHI,-0.21,NA,NA,NA,NA,NA,4,relative DADpc
14,Income Lost,Philippines,RCP6.0-SSP2,2019,No CC,days/year,-3.39,NA,NA,NA,NA,NA,4,for an average household
15,Income Lost,Philippines,RCP6.0-SSP2,2019,No CC,days/year,-12.21,NA,NA,NA,NA,NA,4,"for an average household, with Stern's low choice of discount rate"
16,Growth Increase,41 TC-affected countries,RCP6.0-SSP2,2019,No CC,%,90.2,NA,NA,NA,NA,NA,4,Share of countries with growth losses robustly increasing with GMT
17,Growth Increase,Upper-Middle Income,RCP6.0-SSP2,2019,No CC,%,85,NA,NA,NA,NA,NA,4,Share of upper-middle income countries with growth losses robustly increasing with GMT
18,Growth Increase,Lower-Middle Income,RCP6.0-SSP2,2019,No CC,%,93,NA,NA,NA,NA,NA,4,Share of lower-middle income countries with growth losses robustly increasing with GMT
19,Growth Increase,Low Income,RCP6.0-SSP2,2019,No CC,%,100,NA,NA,NA,NA,NA,4,Share of low income countries with growth losses robustly increasing with GMT
20,Social Cost of Carbon,Global,RCP2.6,2010,No CC,US$/tCO2,0,NA,17%,NA,83%,NA,7,Refers to Fig. 4a
21,Social Cost of Carbon,Global,RCP6.0,2010,No CC,US$/tCO2,0,NA,17%,NA,83%,NA,7,Refers to Fig. 4a
22,Social Cost of Carbon,Global,RCP8.5,2010,No CC,US$/tCO2,0,NA,17%,NA,83%,NA,7,Refers to Fig. 4a
23,Damages,Taiwan,RCP6.0-SSP2,2050,Average Household Income,Days of income lost per year,-1,NA,NA,NA,NA,NA,7,Lower bound. Based on discounting assumptions.
24,Damages,Taiwan,RCP6.0-SSP2,2050,Average Household Income,Days of income lost per year,-10,NA,NA,NA,NA,NA,7,Upper bound. Based on discounting assumptions.
25,Damages,Japan,RCP6.0-SSP2,2050,Average Household Income,Days of income lost per year,-1,NA,NA,NA,NA,NA,7,Lower bound. Based on discounting assumptions.
26,Damages,Japan,RCP6.0-SSP2,2050,Average Household Income,Days of income lost per year,-10,NA,NA,NA,NA,NA,7,Upper bound. Based on discounting assumptions.
27,Damages,USA,RCP6.0-SSP2,2050,Average Household Income,Days of income lost per year,-1,NA,NA,NA,NA,NA,7,Lower bound. Based on discounting assumptions.
28,Damages,USA,RCP6.0-SSP2,2050,Average Household Income,Days of income lost per year,-10,NA,NA,NA,NA,NA,7,Upper bound. Based on discounting assumptions.
29,Damages,Mauritius,RCP6.0-SSP2,2050,Average Household Income,Days of income lost per year,-1,NA,NA,NA,NA,NA,7,Lower bound. Based on discounting assumptions.
30,Damages,Mauritius,RCP6.0-SSP2,2050,Average Household Income,Days of income lost per year,-10,NA,NA,NA,NA,NA,7,Upper bound. Based on discounting assumptions.
31,Damages,Jamaica,RCP6.0-SSP2,2050,Average Household Income,Days of income lost per year,-1,NA,NA,NA,NA,NA,7,Lower bound. Based on discounting assumptions.
32,Damages,Jamaica,RCP6.0-SSP2,2050,Average Household Income,Days of income lost per year,-10,NA,NA,NA,NA,NA,7,Upper bound. Based on discounting assumptions.
33,Damages,Philippines,RCP6.0-SSP2,2050,Average Household Income,Days of income lost per year,-1,NA,NA,NA,NA,NA,7,Lower bound. Based on discounting assumptions.
34,Damages,Philippines,RCP6.0-SSP2,2050,Average Household Income,Days of income lost per year,-10,NA,NA,NA,NA,NA,7,Upper bound. Based on discounting assumptions.
