,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,GDP,Brazil,IPCC Scenarios,2049,No CC,Percent,-1.18,NA,NA,NA,NA,NA,"Page 1, Abstract",The GDP loss is related to reduced production and employment in the agricultural sector due to climate change impacts in the Legal Amazon region.
1,GDP,Brazil,A2,2049,No CC,%,-1.18,NA,NA,NA,NA,NA,Highlights,Legal Amazon region
2,Agricultural productivity,Brazil,Unspecified,2030,Unspecified,%,-18,NA,NA,NA,NA,NA,Introduction,"Nationally, wide regional variation"
3,GDP,Brazil,A2,2049,No CC,%,-1.18,NA,NA,NA,NA,NA,Highlights,GDP loss in the Legal Amazon region due to decreased agricultural production.
4,Sugar Cane Production,Brazil,"A2, B2, A1B",2049,No CC,%,-11.34,NA,NA,NA,NA,NA,Page 83,Average decrease across the Legal Amazon region.
5,Cassava Production,Brazil,"A2, B2, A1B",2049,No CC,%,-1.14,NA,NA,NA,NA,NA,Page 83,Average decrease across the Legal Amazon region. Cassava is important for food security of vulnerable family farmers.
6,GDP,Brazil,"A2, B2, A1B",2049,No CC,%,-1.18,NA,NA,NA,NA,NA,Table 3,Legal Amazon region cumulative percentage deviation
7,Family Consumption,Brazil,"A2, B2, A1B",2049,No CC,%,-1.03,NA,NA,NA,NA,NA,Table 3,Legal Amazon region cumulative percentage deviation
8,Investment,Brazil,"A2, B2, A1B",2049,No CC,%,-3.34,NA,NA,NA,NA,NA,Table 3,Legal Amazon region cumulative percentage deviation
9,Government Consumption,Brazil,"A2, B2, A1B",2049,No CC,%,-1.03,NA,NA,NA,NA,NA,Table 3,Legal Amazon region cumulative percentage deviation
10,Exports,Brazil,"A2, B2, A1B",2049,No CC,%,-0.23,NA,NA,NA,NA,NA,Table 3,Legal Amazon region cumulative percentage deviation
11,Imports,Brazil,"A2, B2, A1B",2049,No CC,%,-0.94,NA,NA,NA,NA,NA,Table 3,Legal Amazon region cumulative percentage deviation
12,Rice production,Brazil,"A2, B2, A1B",2049,No CC,%,-0.92,NA,NA,NA,NA,NA,Table 2,Madeira Guaporé mesoregion in Rondônia state
