,Outcome,Region,Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Value Added,World,RCP2.6,2100,"No CC, No Adapt",Bill US$,-1.8,NA,NA,NA,NA,NA,30,Impact on forests if there are no price effects or any adaptation
1,Value Added,World,RCP4.5,2100,"No CC, No Adapt",Bill US$,-1.5,NA,NA,NA,NA,NA,30,Impact on forests if there are no price effects or any adaptation
2,Value Added,World,RCP8.5,2100,"No CC, No Adapt",Bill US$,-2.5,NA,NA,NA,NA,NA,30,Impact on forests if there are no price effects or any adaptation
3,Value of Harvested Wood,World,RCP2.6,2100,Forest Mgmt Adapt,Bill US$,7.5,NA,NA,NA,NA,NA,30,Impact on the value of harvested wood after adaptation to the new relationship between the growth and stock of biomass and to the market effects of the impacts in world markets
4,Value of Harvested Wood,World,RCP4.5,2100,Forest Mgmt Adapt,Bill US$,5.2,NA,NA,NA,NA,NA,30,Impact on the value of harvested wood after adaptation to the new relationship between the growth and stock of biomass and to the market effects of the impacts in world markets
5,Value of Harvested Wood,World,RCP8.5,2100,Forest Mgmt Adapt,Bill US$,8.0,NA,NA,NA,NA,NA,30,Impact on the value of harvested wood after adaptation to the new relationship between the growth and stock of biomass and to the market effects of the impacts in world markets
6,Value Added,World,RCP2.6,2100,Mgmt & Harvest Adapt,Bill US$,28.7,NA,NA,NA,NA,NA,30,"Impact on the value added in the forestry sectors, where adaptation takes place also in the harvesting of forests"
7,Value Added,World,RCP4.5,2100,Mgmt & Harvest Adapt,Bill US$,17.4,NA,NA,NA,NA,NA,30,"Impact on the value added in the forestry sectors, where adaptation takes place also in the harvesting of forests"
8,Value Added,World,RCP8.5,2100,Mgmt & Harvest Adapt,Bill US$,26.4,NA,NA,NA,NA,NA,30,"Impact on the value added in the forestry sectors, where adaptation takes place also in the harvesting of forests"
9,Land Productivity,Nepal,RCP8.5,2050,No CC,percent,-2.7,NA,NA,NA,NA,NA,31,Average reduction across Nepal
10,Land Productivity,Bamrang Khola,Climate projection for Nepal,2050,No CC,percent,-2.0,NA,NA,NA,NA,NA,31,
11,Work Productivity,Bamrang Khola,Climate projection for Nepal,2050,No CC,percent,-2.4,NA,NA,NA,NA,NA,31,Health effects reduce work productivity
12,GDP,Nepal,RCP8.5,2050,No CC,percent,-0.25,NA,NA,NA,NA,NA,31,From macroeconomic analysis
13,Consumption,Nepal,RCP8.5,2050,No CC,percent,-0.25,NA,NA,NA,NA,NA,NA,31
14,Livelihood,Bamrang Khola,Climate projection for Nepal,2050,No CC,percent,-2.0,NA,NA,NA,NA,NA,31,"Depending on farm size, based on household study"
15,GDP,Global,RCP8.5,2100,No CC,%,-1.4,NA,NA,NA,NA,NA,32,"Average decline due to heat-induced reductions in worker productivity, with autonomous adaptation via mechanization"
16,GDP,Global,RCP8.5,2100,No CC,%,-1.8,NA,NA,NA,NA,NA,32,"Decline due to heat-induced reductions in worker productivity, without autonomous adaptation via mechanization; difference of 0.4 percentage points"
17,Coastal Defence Vulnerability,Coastal,GSA,2070,No CC,Total order indices,0.0,NA,NA,NA,NA,NA,52,Global climate change scenario only matters beyond 2070
18,Coastal Defence Vulnerability,Coastal,GSA,2050,No CC,Total order indices,0.0,NA,NA,NA,NA,NA,52,Offshore extreme values have no influence after that.
19,Coastal Defence Vulnerability,Coastal,GSA,2050,No CC,Total order indices,1.0,NA,NA,NA,NA,NA,52,The dominant factor is the ‘wave set-up’ parameter.
20,Water Temperature,"Midlands, UK",Hotter/drier/sunnier,2015,Open reference sites,°C,-3.0,NA,NA,NA,NA,NA,Page 60,When air temperatures (Ta) are 25 °C at sites with 77% compared with 43% upstream shade
21,Water Temperature,"Midlands, UK",NA,2015,No riparian tree cover,°C,-1.0,NA,NA,NA,NA,NA,Page 60,Approximately 1 km of riparian tree cover would lower daily maximum water temperatures by 1 °C in summer.
22,Flood Magnitude,Ireland,"CMIP5, RCP2.6",2019,No CC,%,0,NA,NA,-30,NA,80,Page 62,"Refers to Broderick et al. (2019) and the figure, which represents changes (%) in 20-year flood magnitude with incremental changes in precipitation."
23,Flood Magnitude,Ireland,"CMIP5, RCP4.5",2019,No CC,%,0,NA,NA,-30,NA,80,Page 62,"Refers to Broderick et al. (2019) and the figure, which represents changes (%) in 20-year flood magnitude with incremental changes in precipitation."
24,Flood Magnitude,Ireland,"CMIP5, RCP6",2019,No CC,%,0,NA,NA,-30,NA,80,Page 62,"Refers to Broderick et al. (2019) and the figure, which represents changes (%) in 20-year flood magnitude with incremental changes in precipitation."
25,Flood Magnitude,Ireland,"CMIP5, RCP8.5",2019,No CC,%,0,NA,NA,-30,NA,80,Page 62,"Refers to Broderick et al. (2019) and the figure, which represents changes (%) in 20-year flood magnitude with incremental changes in precipitation."
26,Coastal Risk,Global,Climate Change,2045,No CC,%,300,NA,NA,NA,NA,NA,73,Increase in risk due to SLR over the next 3 decades (relative to current risk). Cites Wahl and Plant (2015). Assuming 'next 3 decades' starts from 2015.
27,Shoreline Recession,World,Sea-level rise,2100,Existing Trends,m,-100,NA,NA,NA,NA,NA,74,Exceeding 100m retreat for almost half of the world's sandy beaches.
28,Coastal Flood Damage,Europe,No adaptation,2100,Present,Orders of magnitude,3,NA,NA,NA,NA,NA,74,Damage increase by three orders of magnitude.
29,Flood Exposure,Worldwide,SLR 0.19-0.68m,2080,No Adaptation,Millions of people,13,NA,NA,NA,NA,123,74,Additional people exposed to annual coastal floods.
30,Annual Flooding,Global,SLR 25-123cm,2100,No Adaptation,%,-0.2,NA,NA,-0.2,NA,-4.6,74,
31,GDP,Global,SLR 25-123cm,2100,No Adaptation,%,-0.3,NA,NA,-0.3,NA,-9.3,74,
32,Crop Yield,Finland,Probabilistic,2060,Current climate,%,0,NA,NA,NA,NA,NA,86,Illustrative example using site-based modelling study. Magnitude of impacts varies based on specific scenario and region.
33,Wheat Yield,Germany,Projected Climate,2050,Current Climate,%,5.5,NA,NA,NA,NA,NA,101,Difference among CO2 response methods in HERMES model across 21 regions in Germany; year is illustrative
34,Wheat Yield,Germany,Projected Climate,2050,Current Climate,%,11.6,NA,NA,NA,NA,NA,101,Difference among CO2 response methods in HERMES model across 21 regions in Germany; year is illustrative
