,Impacted Sector,Solution,Country(ies),Scenario,Quantification,Expression,Type of Value,Sample,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Agriculture,Any,Norway,Climate Uncertainty,Farm Income,MonetaryBenefits,Economic,N/A,%,4,NA,NA,NA,NA,NA,"p. 2, l. 15-17",Farm incomes are 4% higher on average compared to the deterministic scenario.
1,Agriculture,Any,Norway,Climate Uncertainty,Cereal Production,AvoidedImpact,Economic,N/A,%,9,NA,NA,NA,NA,NA,"p. 2, l. 15-17",Cereal production is on average 9 % lower.
2,Agriculture,Any,Norway,C+P Uncertainty,Farm Income,MonetaryBenefits,Economic,N/A,N/A,0,NA,NA,NA,NA,NA,"p. 2, l. 18-19",Mean farm income increases more than in scenarios with only one source of uncertainty.
3,Agriculture,Any,Norway,C+P Uncertainty,Land Use & Farm Labour,BaselineImpact,Economic,N/A,N/A,0,NA,NA,NA,NA,NA,"p. 2, l. 19-20",Land use and farm labor are negatively affected compared to the deterministic case.
4,Agriculture,Any,Norway,"A1B, 4 GCMs",Crop yields,MonetaryBenefits,Economic,Need,%,11,NA,NA,NA,NA,NA,Page 16,11 per cent increase in the mean yields for cereals in 2050 in the economic model compared to the base year.
5,Agriculture,Any,Norway,A1B,Crop Yields,NonMonetaryBenefits,Economic,Need,%,0,NA,NA,NA,NA,NA,"Page 17, lines 15-17",Simulated seasonal timothy grass & spring wheat yields significantly higher under projected climate conditions.
6,Agriculture,Adaptation,Norway,A1B,Meat production,NonMonetaryBenefits,Economic,N/A,unit,-0.01,NA,NA,NA,NA,NA,"Table 5, Page 20",Impact of uncertainty on red meat production - a slight decrease assumed to be in unit terms.
7,Agriculture,Adaptation,Norway,A1B,Meat production,NonMonetaryBenefits,Economic,N/A,unit,0.01,NA,NA,NA,NA,NA,"Table 5, Page 20",Impact of uncertainty on white meat production - an expansion assumed to be in unit terms.
8,Agriculture,Adaptation,Norway,Climate,Feeding costs,AdaptationCost,Economic,N/A,unit,0,NA,NA,NA,NA,NA,Page 20,"Climate uncertainty leads to lower feeding costs due to yield changes, impacting white meat production - qualitative not quantitative"
9,Agriculture,Any,Norway,Climate and Policy Uncertainty,Land Rents,MonetaryBenefits,Economic,Need,Nkr per ha,6324,NA,NA,NA,NA,NA,Page 21,Maximum land rent under C&P scenario
10,Agriculture,Any,Norway,Climate and Policy Uncertainty,Land Rents,MonetaryBenefits,Economic,Need,Nkr per ha,1811,NA,NA,NA,NA,NA,Page 21,Minimum land rent under C&P scenario
11,Agriculture,Any,Norway,Climate uncertainty,Meat production,NonMonetaryBenefits,Economic,Need,1 000 t,339,5.5,NA,NA,NA,NA,Table 4,Mean meat production under climate uncertainty scenario.
12,Agriculture,Any,Norway,Policy uncertainty,Meat production,NonMonetaryBenefits,Economic,Need,1 000 t,340,5.9,NA,NA,NA,NA,Table 4,Mean meat production under policy uncertainty scenario.
13,Agriculture,Any,Norway,Climate and Policy uncertainty,Meat production,NonMonetaryBenefits,Economic,Need,1 000 t,346,9.4,NA,NA,NA,NA,Table 4,Mean meat production under combined climate and policy uncertainty scenario.
14,Agriculture,Any,Norway,Climate uncertainty,Milk production,NonMonetaryBenefits,Economic,Need,1 000 t,1628,19.9,NA,NA,NA,NA,Table 4,Mean milk production under climate uncertainty scenario.
15,Agriculture,Any,Norway,Policy uncertainty,Milk production,NonMonetaryBenefits,Economic,Need,1 000 t,1627,10.9,NA,NA,NA,NA,Table 4,Mean milk production under policy uncertainty scenario.
16,Agriculture,Any,Norway,Climate and Policy uncertainty,Milk production,NonMonetaryBenefits,Economic,Need,1 000 t,1624,10.5,NA,NA,NA,NA,Table 4,Mean milk production under combined climate and policy uncertainty scenario.
17,Agriculture,Any,Norway,Climate uncertainty,Land Use,BaselineImpact,Economic,Need,1 000 ha,890,51.7,NA,791,NA,932,Table 6,Mean and SD of Agricultural area under climate uncertainty
18,Agriculture,Any,Norway,Policy uncertainty,Land Use,BaselineImpact,Economic,Need,1 000 ha,906,18.6,NA,882,NA,963,Table 6,Mean and SD of Agricultural area under policy uncertainty
19,Agriculture,Any,Norway,C&P,Land Use,BaselineImpact,Economic,Need,1 000 ha,887,71.0,NA,625,NA,963,Table 6,Mean and SD of Agricultural area under climate and policy uncertainty
