,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,GDP,Brazil,IPCC climate change scenarios,2049,No CC,%,-1.18,NA,NA,NA,NA,NA,Page 1,Loss in Legal Amazon's real GDP due to decreased agricultural production and employment.
1,Agricultural productivity,Brazil,Climate change effects,2049,No CC,%,-18,NA,NA,NA,NA,NA,Highlights,Average national agricultural productivity decrease
2,Agricultural productivity,Brazil,Unspecified,2030,No CC,%,-18,NA,NA,NA,NA,NA,74,Average national reduction. Wide regional variation (-40% to +15% also stated)
3,Agricultural productivity,Brazil,Unspecified,2049,No CC,%,-18,NA,0%,-40,0%,+15,74,Average national reduction. Wide regional variation (-40% to +15% also stated)
4,GDP,Brazil,NA,2050,No CC,%,-13.1,NA,NA,NA,NA,NA,75,"Northeast region, period 2010-2050"
5,Employment,Brazil,NA,2050,No CC,%,-5.95,NA,NA,NA,NA,NA,75,"Northeast region, period 2010-2050"
6,GDP,Brazil,A2-BR,2050,No CC,R$ billion,-719,NA,NA,NA,NA,NA,75,
7,GDP,Brazil,B2-BR,2050,No CC,R$ billion,-3.6,NA,NA,NA,NA,NA,75,
8,Agricultural productivity,Brazil,A1B,2040,No CC,NA,0,NA,NA,NA,NA,NA,75,"Municipal agricultural productivity, period 2030-2049. No specific value mentioned on the page, so setting to zero."
9,Agriculture area,Brazil,Climate change effects,2049,No CC,millions of hectares,2.10,NA,NA,NA,NA,NA,Page 10,Legal Amazon
10,Pasture area,Brazil,Climate change effects,2049,No CC,millions of hectares,-1.06,NA,NA,NA,NA,NA,Page 10,Legal Amazon
11,Planted forest area,Brazil,Climate change effects,2049,No CC,millions of hectares,-0.10,NA,NA,NA,NA,NA,Page 10,Legal Amazon
12,Natural forest area,Brazil,Climate change effects,2049,No CC,millions of hectares,-0.90,NA,NA,NA,NA,NA,Page 10,Legal Amazon
13,Pasture area,Brazil,Climate Change,2049,Baseline,%,-13.35,NA,NA,NA,NA,NA,83,Leste Maranhense mesoregion
14,Pasture area,Brazil,Climate Change,2049,Baseline,%,-12.11,NA,NA,NA,NA,NA,83,Sul Maranhense mesoregion
15,Planted forest area,Brazil,Climate Change,2049,Baseline,%,-12.45,NA,NA,NA,NA,NA,83,Leste Maranhense mesoregion
16,Planted forest area,Brazil,Climate Change,2049,Baseline,%,-12.86,NA,NA,NA,NA,NA,83,Sul Maranhense mesoregion
17,Sugarcane production,Brazil,Climate Change,2049,Baseline,%,-11.34,NA,NA,NA,NA,NA,83,Legal Amazon region average
