,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Food prices,Mozambique,Drought,2027,No drought,%,10,NA,NA,NA,NA,NA,8,The price increase from drought is also applied to all countries in IMPACT when drought decreases regional maize production by more than 21%.
1,People at Risk of Hunger,Southern Africa,Regional Recurrent Droughts,2027,No Drought,millions of people,6,NA,NA,NA,NA,NA,13,Minimal number
2,People at Risk of Hunger,South Africa,Regional Recurrent Droughts,2027,No Drought,percentage increase,100,NA,NA,NA,NA,NA,13,Nearly doubles
3,People at Risk of Hunger,Several S. Africa,Regional Consecutive Droughts,2026,No Drought,percentage increase,10,NA,NA,NA,NA,NA,13,"Excludes Ang., Bots., Mad., and Zam."
4,Maize Yield,South Africa,Drought,2030,No CC,%,-32,NA,NA,NA,NA,NA,Page 16,Change caused by drought
5,Rice Yield,South Africa,Drought,2030,No CC,%,-7,NA,NA,NA,NA,NA,Page 16,Change caused by drought
6,Soy-tr. Yield,South Africa,Drought,2030,No CC,%,-22,NA,NA,NA,NA,NA,Page 16,Change caused by drought
7,Soy-nontr. Yield,South Africa,Drought,2030,No CC,%,-16,NA,NA,NA,NA,NA,Page 16,Change caused by drought
8,Grdnut-tr. Yield,South Africa,Drought,2030,No CC,%,-12,NA,NA,NA,NA,NA,Page 16,Change caused by drought
9,Grdnut-nontr. Yield,South Africa,Drought,2030,No CC,%,-10,NA,NA,NA,NA,NA,Page 16,Change caused by drought
10,Bean Yield,South Africa,Drought,2030,No CC,%,-26,NA,NA,NA,NA,NA,Page 16,Change caused by drought
11,Cowpea Yield,South Africa,Drought,2030,No CC,%,5,NA,NA,NA,NA,NA,Page 16,Change caused by drought
12,Cotton Yield,South Africa,Drought,2030,No CC,%,-1,NA,NA,NA,NA,NA,Page 16,Change caused by drought
13,Maize Acreage,South Africa,Drought,2030,No CC,%,-20,NA,NA,NA,NA,NA,Page 16,Change caused by drought
14,Rice Acreage,South Africa,Drought,2030,No CC,%,4,NA,NA,NA,NA,NA,Page 16,Change caused by drought
15,Soy-nontr. Acreage,South Africa,Drought,2030,No CC,%,88,NA,NA,NA,NA,NA,Page 16,Change caused by drought
16,Grdnut-tr. Acreage,South Africa,Drought,2030,No CC,%,-11,NA,NA,NA,NA,NA,Page 16,Change caused by drought
17,Grdnut-nontr. Acreage,South Africa,Drought,2030,No CC,%,36,NA,NA,NA,NA,NA,Page 16,Change caused by drought
18,Bean Acreage,South Africa,Drought,2030,No CC,%,-5,NA,NA,NA,NA,NA,Page 16,Change caused by drought
19,Cowpea Acreage,South Africa,Drought,2030,No CC,%,16,NA,NA,NA,NA,NA,Page 16,Change caused by drought
20,Cotton Acreage,South Africa,Drought,2030,No CC,%,2,NA,NA,NA,NA,NA,Page 16,Change caused by drought
21,Maize Producer Price,South Africa,Drought,2030,No CC,%,19,NA,NA,NA,NA,NA,Page 16,Change caused by drought
22,Rice Producer Price,South Africa,Drought,2030,No CC,%,18,NA,NA,NA,NA,NA,Page 16,Change caused by drought
23,Soy-tr. Producer Price,South Africa,Drought,2030,No CC,%,18,NA,NA,NA,NA,NA,Page 16,Change caused by drought
24,Soy-nontr. Producer Price,South Africa,Drought,2030,No CC,%,191,NA,NA,NA,NA,NA,Page 16,Change caused by drought
25,Grdnut-tr. Producer Price,South Africa,Drought,2030,No CC,%,17,NA,NA,NA,NA,NA,Page 16,Change caused by drought
