,Impacted Sector,Solution,Country(ies),Scenario,Quantification,Expression,Type of Value,Sample,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,All,Any,Multiple Countries,NA,Elasticity,AvoidedImpact,Economic,Need,%,1.4,NA,NA,NA,NA,NA,Page 14,10% rise in GDP per capita reduces fatalities from floods by around 1.4% at the median value of loss.
1,All,Any,Multiple Countries,NA,Elasticity,AvoidedImpact,Economic,Need,%,0.5,NA,NA,NA,NA,NA,Page 14,10% rise in GDP per capita reduces median deaths from tropical cyclones by between 0.5% and 0.7%.
2,All,Any,Multiple Countries,NA,Elasticity,AvoidedImpact,Economic,Need,%,0.7,NA,NA,NA,NA,NA,Page 14,10% rise in GDP per capita reduces median deaths from tropical cyclones by between 0.5% and 0.7%.
3,All,Government Spending,36-44 countries,N/A,Econometric Coefficient,AvoidedImpact,Economic,Need,Lives,0,NA,NA,NA,NA,NA,page 15,"A higher ratio of government expenditure to GDP reduces the number of deaths from both floods and tropical cyclones. This is not a direct economic cost/benefit, but it implies averted economic costs and non-monetary benefits (lives saved)."
4,All,Investment Profile,36-44 countries,N/A,Econometric Coefficient,AvoidedImpact,Economic,Need,Lives,0,NA,NA,NA,NA,NA,page 15,"Disaster deaths are reduced in countries with a better Investment Profile. This is not a direct economic cost/benefit, but it implies averted economic costs and non-monetary benefits (lives saved)."
5,All,Reduced Religious Tension,36-44 countries,N/A,Econometric Coefficient,AvoidedImpact,Economic,Need,Lives,0,NA,NA,NA,NA,NA,page 15,"Deaths from floods are also lower in countries with a lower risk of religious tension or religious interference in politics. This is not a direct economic cost/benefit, but it implies averted economic costs and non-monetary benefits (lives saved)."
6,All,Reduced Conflict,36-44 countries,N/A,Econometric Coefficient,AvoidedImpact,Economic,Need,Lives,0,NA,NA,NA,NA,NA,page 15,"For tropical cyclones, the number of deaths is lower in countries with lower risk of military influence in politics and lower risk of external conflict (including external diplomatic and political pressure, such as withholding of aid, trade restrictions and other forms of sanctions). This is not a direct economic cost/benefit, but it implies averted economic costs and non-monetary benefits (lives saved)."
7,All,Any,36-44 countries,Historical (1980-2008),Damage Elasticity,AvoidedImpact,Economic,Need,%,-3,NA,NA,NA,NA,NA,Page 16,10% rise in GDP per capita reduces economic damages from flood events.
8,All,Any,36-44 countries,Historical (1980-2008),Damage Elasticity,AvoidedImpact,Economic,Need,%,-5,NA,NA,NA,NA,NA,Page 16,10% rise in GDP per capita reduces economic damages from flood events.
9,All,Any,36-44 countries,Historical (1980-2008),Damage Elasticity,AvoidedImpact,Economic,Need,%,-5,NA,NA,NA,NA,NA,Page 16,10% rise in GDP per capita reduces economic damages from tropical cyclones.
10,All,Any,36-44 countries,Historical (1980-2008),Damage Elasticity,AvoidedImpact,Economic,Need,%,-19,NA,NA,NA,NA,NA,Page 16,10% rise in GDP per capita reduces economic damages from tropical cyclones.
11,All,Any,36-44 countries,NA,Econometric Coefficient,AvoidedImpact,Economic,Need,NA,0,NA,NA,NA,NA,NA,Page 17,"Higher GDP per capita, better political institutions, and greater trade openness reduce disaster-related economic losses; Gini and credit/GDP may increase them. No specific numeric value extracted. Assigned 0 since no specific number was found."
12,All,Any,36-44 countries,NA,IncomeElasDamage,AvoidedImpact,Economic,Need,%,4,NA,NA,3,NA,5,Page 22,10% increase in GDP per capita reduces economic damages from climate disasters by 3-5%.
13,All,Any,36-44 countries,NA,IncomeElasDamage,AvoidedImpact,Economic,Need,%,19,NA,NA,NA,NA,NA,Page 22,10% increase in GDP per capita reduces economic damages from cyclones by possibly as much as 19%.
14,All,Any,Multiple,NA,Regression Coefficient,AvoidedImpact,Economic,Need,Log(Deaths),0.691,0.07,NA,NA,NA,NA,Table 1,Coefficient of GDPpc (Column 1).
15,All,Any,Multiple,NA,Regression Coefficient,AvoidedImpact,Economic,Need,Log(Deaths),0.684,0.10,NA,NA,NA,NA,Table 1,Coefficient of GDPpc (Column 2).
16,All,Any,Multiple,NA,Regression Coefficient,AvoidedImpact,Economic,Need,Log(Deaths),0.659,0.11,NA,NA,NA,NA,Table 1,Coefficient of GDPpc (Column 3).
17,All,Any,Multiple,NA,Regression Coefficient,AvoidedImpact,Economic,Need,Log(Deaths),0.683,0.11,NA,NA,NA,NA,Table 1,Coefficient of GDPpc (Column 4).
18,All,Any,Multiple,NA,Regression Coefficient,BaselineImpact,Economic,Need,Log(Deaths),1.480,0.43,NA,NA,NA,NA,Table 1,Coefficient of Gini (Column 2).
19,All,Any,Multiple,NA,Regression Coefficient,BaselineImpact,Economic,Need,Log(Deaths),1.324,0.43,NA,NA,NA,NA,Table 1,Coefficient of Gini (Column 3).
20,All,Any,Multiple,NA,Regression Coefficient,BaselineImpact,Economic,Need,Log(Deaths),1.309,0.48,NA,NA,NA,NA,Table 1,Coefficient of Gini (Column 4).
21,All,Any,Multiple,NA,Regression Coefficient,AvoidedImpact,Economic,Need,Log(Deaths),0.931,0.54,NA,NA,NA,NA,Table 1,Coefficient of Pol. Risk (Column 3).
22,All,Any,Multiple,NA,Regression Coefficient,BaselineImpact,Economic,Need,Log(Deaths),0.543,0.32,NA,NA,NA,NA,Table 1,Coefficient of Gov. Stability (Column 4).
23,All,Any,Multiple,NA,Regression Coefficient,AvoidedImpact,Economic,Need,Log(Deaths),0.962,0.33,NA,NA,NA,NA,Table 1,Coefficient of Investment Profile (Column 4).
24,All,Any,Multiple,NA,Regression Coefficient,AvoidedImpact,Economic,Need,Log(Deaths),0.675,0.26,NA,NA,NA,NA,Table 1,Coefficient of Relig. in Politics (Column 4).
25,All,Any,Multiple,NA,Regression Coefficient,BaselineImpact,Economic,Need,Log(Deaths),0.979,0.45,NA,NA,NA,NA,Table 1,Coefficient of School Enrol. (Column 2).
26,All,Any,Multiple,NA,Regression Coefficient,BaselineImpact,Economic,Need,Log(Deaths),0.311,0.12,NA,NA,NA,NA,Table 1,Coefficient of Credit/GDP (Column 4).
27,All,Any,Multiple,NA,Regression Coefficient,AvoidedImpact,Economic,Need,Log(Deaths),0.794,0.27,NA,NA,NA,NA,Table 1,Coefficient of Gov. Exp. (Column 2).
28,All,Any,Multiple,NA,Regression Coefficient,AvoidedImpact,Economic,Need,Log(Deaths),0.785,0.28,NA,NA,NA,NA,Table 1,Coefficient of Gov. Exp. (Column 3).
29,All,Any,Multiple,NA,Regression Coefficient,AvoidedImpact,Economic,Need,Log(Deaths),0.678,0.28,NA,NA,NA,NA,Table 1,Coefficient of Gov. Exp. (Column 4).
30,All,Any,36-44 countries,NA,Regression Coefficient,AvoidedImpact,Economic,Need,Log(deaths) per %,1.039,0.12,NA,NA,NA,NA,Table 2,"Magnitude (of tropical cyclone): A 1% increase in magnitude leads to a 1.039% increase in the number of deaths, holding other variables constant. (Column 1)"
31,All,Any,36-44 countries,NA,Regression Coefficient,AvoidedImpact,Economic,Need,Log(deaths) per %,0.832,0.13,NA,NA,NA,NA,Table 2,"Population: A 1% increase in population leads to a 0.832% increase in the number of deaths, holding other variables constant. (Column 1)"
32,All,Any,36-44 countries,NA,Regression Coefficient,AvoidedImpact,Economic,Need,Log(deaths) per %,-0.608,0.12,NA,NA,NA,NA,Table 2,"Area: A 1% increase in area leads to a -0.608% decrease in the number of deaths, holding other variables constant. (Column 1)"
33,All,Any,36-44 countries,NA,Regression Coefficient,AvoidedImpact,Economic,Need,Log(deaths) per %,-0.563,0.09,NA,NA,NA,NA,Table 2,"GDPpc: A 1% increase in GDP per capita leads to a -0.563% decrease in the number of deaths, holding other variables constant. (Column 1)"
34,All,Any,36-44 countries,NA,Regression Coefficient,AvoidedImpact,Economic,Need,Log(deaths) per %,-0.488,0.11,NA,NA,NA,NA,Table 2,"Cyclone Propensity: A 1% increase in cyclone propensity leads to a -0.488% decrease in the number of deaths, holding other variables constant. (Column 1)"
35,All,Any,36-44 countries,NA,Regression Coefficient,AvoidedImpact,Economic,Need,Log(deaths) per %,1.858,0.76,NA,NA,NA,NA,Table 2,Gini: A 1% increase in the Gini index (higher inequality) leads to a 1.858% increase in deaths (Column 2)
36,All,Any,36-44 countries,NA,Regression Coefficient,AvoidedImpact,Economic,Need,Log(deaths) per %,-1.313,0.73,NA,NA,NA,NA,Table 2,School Enrolment (prim): A 1% increase in primary school enrolment leads to a -1.313% decrease in deaths (Column 2)
37,All,Any,36-44 countries,NA,Regression Coefficient,AvoidedImpact,Economic,Need,Log(deaths) per %,0.812,0.27,NA,NA,NA,NA,Table 2,Credit/GDP: A 1% increase in Credit/GDP leads to a 0.812% increase in deaths (Column 2)
38,All,Any,36-44 countries,NA,Regression Coefficient,AvoidedImpact,Economic,Need,Log(deaths) per %,-1.477,0.38,NA,NA,NA,NA,Table 2,Gov. exp: A 1% increase in Government expenditure leads to a -1.477% decrease in deaths (Column 2)
