,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Income,Global,Unspecified,2100,No CC,%,-23,NA,NA,NA,NA,NA,2,Average global income reduction. Based on Burke et al. (2015).
1,Countries w/ Income Reduction,Global,Unspecified,2100,No CC,%,77,NA,NA,NA,NA,NA,2,Based on Burke et al. (2015).
2,Negative Growth Countries,Global,Unspecified,2099,2017,Number,104,NA,NA,NA,NA,NA,2,Out of 165 countries in the replication dataset.
3,Faster Growth Countries,Global,Unspecified,2099,2017,Number,19,NA,NA,NA,NA,NA,2,
4,Countries w/ <0.5% Growth,Global,Unspecified,2099,Unspecified,Number,113,NA,NA,NA,NA,NA,2,
5,Countries w/ >1.5% Contraction,Global,Unspecified,2099,Unspecified,Number,65,NA,NA,NA,NA,NA,2,
6,GDP per capita,Vietnam,Burke et al. scenarios,2099,2014 rank,Rank,-30,NA,NA,NA,NA,NA,Page 4,Vietnam is projected to fall 30 spots in GDP per capita ranking by 2099.
7,GDP per capita,China,Burke et al. scenarios,2099,2014 rank,Rank,13,NA,NA,NA,NA,NA,Page 4,China is projected to gain 13 spots in GDP per capita ranking by 2099.
8,GDP per capita,Malaysia,Burke et al. scenarios,2099,2014 rank,Rank,-61,NA,NA,NA,NA,NA,Page 4,Malaysia is projected to fall 61 spots in GDP per capita ranking by 2099.
9,GDP per capita,Philippines,Burke et al. scenarios,2099,2014 rank,Rank,-14,NA,NA,NA,NA,NA,Page 4,The Philippines is projected to fall 14 spots in GDP per capita ranking by 2099.
10,GDP,Vietnam,Burke et al. scenarios,2067,2015 growth,Growth Rate (%),-6.3,NA,NA,NA,NA,NA,Page 4,"Vietnam's growth rate is projected to turn negative in 2067, peaking at 6.3% in 2015."
11,GDP,Malaysia,Burke et al. scenarios,2059,2025 growth,Growth Rate (%),-3.6,NA,NA,NA,NA,NA,Page 4,"Malaysia's growth rate is projected to turn negative in 2059, peaking at 3.6% in 2025."
12,GDP,Philippines,Burke et al. scenarios,2075,2030 growth,Growth Rate (%),-5.0,NA,NA,NA,NA,NA,Page 4,"The Philippines' growth rate is projected to turn negative in 2075, peaking at 5.0% in 2030."
13,GDP,China,Burke et al. scenarios,2096,2011 growth,Growth Rate (%),-8.4,NA,NA,NA,NA,NA,Page 4,"China's growth rate is projected to turn negative in 2096, with 8.4% growth in 2011."
14,GDP,Slovakia,Burke et al. scenarios,2099,No CC,Growth Rate (%),3.0,NA,NA,NA,NA,NA,Page 4,Slovakia is projected to have a 3.0% GDP growth rate by 2099.
15,GDP,Estonia,Burke et al. scenarios,2099,No CC,Growth Rate (%),4.4,NA,NA,NA,NA,NA,Page 4,Estonia is projected to have a 4.4% GDP growth rate by 2099.
16,GDP,Latvia,Burke et al. scenarios,2099,No CC,Growth Rate (%),3.8,NA,NA,NA,NA,NA,Page 4,Latvia is projected to have a 3.8% GDP growth rate by 2099.
17,GDP,Czech Republic,Burke et al. scenarios,2099,No CC,Growth Rate (%),3.1,NA,NA,NA,NA,NA,Page 4,Czech Republic is projected to have a 3.1% GDP growth rate by 2099.
18,GDP,Poland,Burke et al. scenarios,2099,No CC,Growth Rate (%),2.9,NA,NA,NA,NA,NA,Page 4,Poland is projected to have a 2.9% GDP growth rate by 2099.
19,GDP,Ireland,Burke et al. scenarios,2099,No CC,Growth Rate (%),2.6,NA,NA,NA,NA,NA,Page 4,Ireland is projected to have a 2.6% GDP growth rate by 2099.
20,GDP,Sweden,Burke et al. scenarios,2099,No CC,Growth Rate (%),4.0,NA,NA,NA,NA,NA,Page 4,Sweden is projected to have a 4.0% GDP growth rate by 2099.
