,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Agricultural productivity,Developing countries,NA,2080,Current rate of global warming,%,-15.9,NA,NA,NA,NA,NA,Page 2,Global agricultural productivity may fall by 15.9% if global warming progresses at its current rate
1,Agricultural Productivity,11 Asian countries,Unspecified,2016,No CC,%,-1.94,NA,NA,NA,NA,NA,11,1% increase in CO2 emission level
2,Agricultural Productivity,11 Asian countries,Unspecified,2016,No CC,%,-2.28,NA,NA,NA,NA,NA,11,1% increase in temperature
3,Agricultural Productivity,11 Asian countries,Unspecified,2016,No CC,%,0.95,NA,NA,NA,NA,NA,11,1% increase in rainfall
4,Agricultural Productivity,11 Asian countries,Unspecified,2016,No CC,%,2.42,NA,NA,NA,NA,NA,11,1% increase in energy consumption
5,Agricultural Productivity,11 Asian countries,Unspecified,2016,No CC,%,0.69,NA,NA,NA,NA,NA,11,1% increase in fertilizer consumption
6,Agricultural productivity,11 Asian countries,Unspecified,2016,No CC,Log units,-1.943,0.613,NA,NA,NA,NA,12,"Long-run coefficient for lnCO2, PMG estimator, significant at 1% level"
7,Agricultural productivity,11 Asian countries,Unspecified,2016,No CC,Log units,-0.554,0.282,NA,NA,NA,NA,12,"Long-run coefficient for lnCO2, MG estimator, significant at 5% level"
8,Agricultural productivity,11 Asian countries,Unspecified,2016,No CC,Log units,0.273,0.521,NA,NA,NA,NA,12,"Long-run coefficient for lnCO2, DFE estimator, not significant"
9,Agricultural productivity,11 Asian countries,Unspecified,2016,No CC,Log units,-2.285,0.698,NA,NA,NA,NA,12,"Long-run coefficient for lnTEMP, PMG estimator, significant at 1% level"
10,Agricultural productivity,11 Asian countries,Unspecified,2016,No CC,Log units,-0.477,2.143,NA,NA,NA,NA,12,"Long-run coefficient for lnTEMP, MG estimator, not significant"
11,Agricultural productivity,11 Asian countries,Unspecified,2016,No CC,Log units,-3.950,2.548,NA,NA,NA,NA,12,"Long-run coefficient for lnTEMP, DFE estimator, not significant"
12,Agricultural productivity,11 Asian countries,Unspecified,2016,No CC,Log units,0.954,0.325,NA,NA,NA,NA,12,"Long-run coefficient for lnRF, PMG estimator, significant at 1% level"
