,Outcome,Region,Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Valuation,US,Stylized,2019,Baseline,%,17,NA,NA,NA,NA,NA,5,One standard deviation increase in environmental index leads to this increase.
1,Valuation,US,Stylized,2019,Foreign reallocation,%,14,NA,NA,NA,NA,NA,5,One standard deviation increase in environmental index leads to this increase.
2,Valuation,US,Stylized,2019,Small-active reallocation,%,21,NA,NA,NA,NA,NA,5,One standard deviation increase in environmental index leads to this increase.
3,Equity Prices,US,Asset demand shift,2019,No CC,%,0.14,NA,NA,NA,NA,NA,29,A one standard deviation increase in the environmental score would move prices by 14% instead of 17% if foreign investors would leave the US and their assets are allocated to all other domestic institutions.
4,Valuation ratios,US,Climate Demand Shift,2019,No CC,%,4,NA,NA,NA,NA,NA,31,"One standard deviation change in the environmental index, small-active investment advisors"
5,Expected returns,US,Climate Demand Shift,2019,No CC,basis points per annum,20,NA,NA,NA,NA,NA,31,"One standard deviation change in the environmental index, small-active investment advisors, scaling factor of 20"
6,Valuation Ratios,US,Passive to Active,2019,2007," ""percent""", -14,NA,NA,NA,NA,NA,34,Impact on valuation ratios from a one-standard deviation change in the environmental index.
7,Entrenchment Index,US,Passive to Active,2019,2007," ""percent""", 9,NA,NA,NA,NA,NA,34,Impact on governance characteristics from a one standard deviation increase in the entrenchment index.
8,Assets Under Management,US,Passive to Active,2019,2007,percent, 6.9,NA,NA,NA,NA,NA,34,Increase for small-active investment advisors.
9,Assets Under Management,US,Passive to Active,2019,2007,percent, 14.1,NA,NA,NA,NA,NA,34,Increase for hedge funds.
10,Portfolio Weight,US,Capital Regulation,2019,Baseline,%,0.5,NA,NA,NA,NA,NA,35,"Impact of a 0.1 increase in βi,t for long-term investors associated with the environmental score, assuming a baseline portfolio weight of 5%. The data period ends in 2019."
11,Env. Score Coeff.,US,Stakeholder Risk,2019,Actual,unitless,0.57,NA,NA,NA,NA,NA,36,Increase in environmental score coefficient due to shift in investor demand for green firms
12,Env. Score Coeff.,US,Regulatory Risk,2019,Actual,unitless,0.03,NA,NA,NA,NA,NA,36,Increase in environmental score coefficient when only long-term investors shift their demand
13,Repricing,US,Stylized changes,2009,Baseline,%,15.9,NA,NA,NA,NA,NA,49,Large Passive Investors; Average over 2000-2019
14,Repricing,US,Stylized changes,2009,Baseline,%,17.2,NA,NA,NA,NA,NA,49,Small Passive Investors; Average over 2000-2019
15,Repricing,US,Stylized changes,2009,Baseline,%,26.7,NA,NA,NA,NA,NA,49,Small Active Investors; Average over 2000-2019
16,Repricing,US,Stylized changes,2009,Baseline,%,18.4,NA,NA,NA,NA,NA,49,Large Active Investors; Average over 2000-2019
17,Repricing,US,Stylized changes,2009,Baseline,%,11.5,NA,NA,NA,NA,NA,49,Hedge Funds; Average over 2000-2019
18,Repricing,US,Stylized changes,2009,Baseline,%,3.9,NA,NA,NA,NA,NA,49,Long-Term Investors; Average over 2000-2019
19,Repricing,US,Stylized changes,2009,Baseline,%,5.3,NA,NA,NA,NA,NA,49,Private Banking Investors; Average over 2000-2019
20,Repricing,US,Stylized changes,2009,Baseline,%,1.8,NA,NA,NA,NA,NA,49,Brokers; Average over 2000-2019
21,Repricing,US,Stylized changes,2009,Baseline,%,8.0,NA,NA,NA,NA,NA,49,Foreign Investors; Average over 2000-2019
22,Environment,US,Active Share Counterfactual,2019,Original,regression coefficient,-0.14,NA,NA,NA,NA,NA,51,Change in valuation regression coefficients when institutional demand curves in 2019 re-activated to have same active share components as in 2007. Environmental scores are from Sustainalytics.
23,Governance,US,Active Share Counterfactual,2019,Original,regression coefficient,0.09,NA,NA,NA,NA,NA,51,"Change in valuation regression coefficients when institutional demand curves in 2019 re-activated to have same active share components as in 2007. Governance Scores are the entrenchment index from Bebchuk, Cohen, and Ferrell (2009)."
