,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Regional Growth Rates,Worldwide,Observed Variability,2018,No CC,pct point red. / degree,-5,NA,NA,NA,NA,NA,1,"Average across 1,537 regions."
1,Regional Growth Rates,"Low-Lat, Low-Inc",Observed Variability,2018,No CC,pct point red. / degree,-12,NA,NA,NA,NA,NA,1,Highest vulnerability regions.
2,Regional Growth Rate,Worldwide,NA,2018,No CC,pp/degree C,-5,NA,NA,NA,NA,NA,Page 2,Lower bound of estimated effect. Effect is linear and negative.
3,Regional Growth Rate,Northern Russia or Canada,NA,2018,No CC,pp/degree C,-3,NA,NA,NA,NA,NA,Page 2,Regions where average monthly temperature varies by over 40°C within a year.
4,Regional Growth Rate,Colombia or Indonesia,NA,2018,No CC,pp/degree C,-10,NA,NA,NA,NA,NA,Page 2,Regions where seasonal temperature differences are less than 3°C.
5,Regional Growth Rates,Worldwide,Observed,2018,No CC,%/degree variability,-0.115,0.015,NA,NA,NA,NA,3,"Model 7, preferred specification"
6,Regional Growth Rates,Worldwide,Observed,2018,No CC,%/degree seasonal diff.,0.00192,0.0005,NA,NA,NA,NA,3,"Model 7, preferred specification"
7,Regional Growth Rates,Worldwide,Observed,2018,No CC,%/degree avg. temp. change,0.00217,0.0021,NA,NA,NA,NA,3,Model 7
8,Regional Growth Rates,Worldwide,Observed,2018,No CC,%/degree change x variability,-0.00102,0.0002,NA,NA,NA,NA,3,Model 7
9,Regional Growth Rates,Worldwide,Observed,2018,No CC,%/degree precipitation,0.000248,0.00013,NA,NA,NA,NA,3,Model 7
10,Regional Growth Rates,Worldwide,Observed,2018,No CC,%/degree avg. temp. change,0.00634,0.0036,NA,NA,NA,NA,3,Model 8
11,Regional Growth Rates,Worldwide,Observed,2018,No CC,%/degree change x variability,-0.000975,0.00033,NA,NA,NA,NA,3,Model 8
12,Regional Growth Rates,Worldwide,Observed,2018,No CC,%/degree precipitation,0.000241,0.00013,NA,NA,NA,NA,3,Model 8
13,Regional Growth Rates,Worldwide,Observed,2018,No CC,%/degree variability,-0.116,0.015,NA,NA,NA,NA,3,Model 8
14,Regional Growth Rates,Worldwide,Observed,2018,No CC,%/degree seasonal diff.,0.00189,0.0005,NA,NA,NA,NA,3,Model 8
15,Regional Growth Rates,Worldwide,Observed,2018,No CC,%/degree temp. level,-0.00668,0.0042,NA,NA,NA,NA,3,Model 8
16,Regional Growth Rates,Worldwide,Observed,2018,No CC,%/degree seasonal x level,-0.0000629,0.00038,NA,NA,NA,NA,3,Model 8
17,Regional Growth Rates,Worldwide,Observed,2018,No CC,%/degree change,-0.000307,0.0021,NA,NA,NA,NA,3,Model 7 & 8
18,Regional Growth Rates,Worldwide,Observed,2018,No CC,%/degree change x variability,-0.000746,0.0002,NA,NA,NA,NA,3,Model 7 & 8
19,Regional Growth Rate,Low-income regions,Observed,2018,No variability,pp/degree C,-15,NA,NA,NA,NA,NA,5,"Marginal change at 0 seasonal temp diff, Fig 4"
20,Regional Growth Rate,High-income regions,Observed,2018,No variability,pp/degree C,-5,NA,NA,NA,NA,NA,5,"Marginal change at 0 seasonal temp diff, Fig 4"
21,Economic Growth,Worldwide,NA,2018,No CC,percentage points,-1.0,NA,NA,NA,NA,NA,6,"Result is associated with an average intra-regional increase in day-to-day temperature variability of 0.2 °C. This uses ERA5 climate data (1979-2018) at a regional level, making 2018 a reasonable representative year."
