,Impacted Sector,Solution,Country(ies),Scenario,Quantification,Expression,Type of Value,Sample,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Insurance,Any,France,Actual,InsuredLoss,BaselineImpact,Monetary,Need,million euros,638,NA,NA,NA,NA,NA,Figure 5 - Flooding,Median loss for flooding under current climate.
1,Insurance,Any,France,2050,InsuredLoss,BaselineImpact,Monetary,Need,million euros,777,NA,NA,NA,NA,NA,Figure 5 - Flooding,Median loss for flooding under 2050 conditions.
2,Insurance,Adaptation,France,2050.Vul,InsuredLoss,BaselineImpact,Monetary,Need,million euros,1138,NA,NA,NA,NA,NA,Figure 5 - Flooding,"Median loss for flooding under 2050 conditions, considering vulnerability."
3,Insurance,Any,France,Actual,InsuredLoss,BaselineImpact,Monetary,Need,million euros,49,NA,NA,NA,NA,NA,Figure 5 - Storm Surge,Median loss for storm surge under current climate.
4,Insurance,Any,France,2050,InsuredLoss,BaselineImpact,Monetary,Need,million euros,77,NA,NA,NA,NA,NA,Figure 5 - Storm Surge,Median loss for storm surge under 2050 conditions.
5,Insurance,Adaptation,France,2050.SLR,InsuredLoss,BaselineImpact,Monetary,Need,million euros,197,NA,NA,NA,NA,NA,Figure 5 - Storm Surge,"Median loss for storm surge under 2050 conditions, considering sea level rise."
6,Insurance,Adaptation,France,SLR,InsuredLoss,BaselineImpact,Monetary,Need,million euros,187,NA,NA,NA,NA,NA,Figure 5 - Storm Surge,Median loss for storm surge under considering sea level rise.
7,Insurance,Any,France,Actual,InsuredLoss,BaselineImpact,Monetary,Need,million euros,685,NA,NA,NA,NA,NA,Figure 5 - Multi-Hazard,Median loss for multi-hazard under current climate.
8,Insurance,Any,France,2050,InsuredLoss,BaselineImpact,Monetary,Need,million euros,875,NA,NA,NA,NA,NA,Figure 5 - Multi-Hazard,Median loss for multi-hazard under 2050 conditions.
9,Insurance,Adaptation,France,2050.Vul,InsuredLoss,BaselineImpact,Monetary,Need,million euros,2045,NA,NA,NA,NA,NA,Figure 5 - Multi-Hazard,"Median loss for multi-hazard under 2050 conditions, considering vulnerability."
10,Insurance,Any,France,RCP 4.5,Economic Losses,BaselineImpact,Monetary,Need,Million Euro / yr,1325,NA,NA,NA,NA,NA,Page 148,Total annual damages with climate and socioeconomic changes.
11,Insurance,Any,France,RCP 4.5,Economic Losses,BaselineImpact,Monetary,Need,Million Euro / yr,855,NA,NA,NA,NA,NA,Page 148,Current annual damages
