,Impacted Sector,Solution,Country(ies),Scenario,Quantification,Expression,Type of Value,Sample,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Infrastructure,Infrastructure,Russia,NA,Cost,AdaptationCost,Monetary,Need,% of GRP,1,NA,NA,NA,NA,NA,More Notes,Maintaining infrastructure in Western Siberia could cost 1% of GRP.
1,Infrastructure,Repair/Maintenance,Russia,SSP2-4.5,Monetary Cost,AdaptationCost,Monetary,Need,billion rubles,55,NA,NA,NA,NA,NA,Page 7,Cost to maintain and repair infrastructure due to melting permafrost.
2,Infrastructure,Repair/Maintenance,Russia,SSP5-8.5,Monetary Cost,AdaptationCost,Monetary,Need,billion rubles,55,NA,NA,NA,NA,NA,Page 7,Cost to maintain and repair infrastructure due to melting permafrost.
3,Infrastructure,Maintenance,Russia,SSP5-8.5,Cost Estimation,BaselineImpact,Economic,Need,USD,250,NA,NA,NA,NA,NA,Page 8,Decrease of permafrost area by 25% by 2080. Units are billion USD.
4,Technical Systems,NA,Russia,NA,Damage Estimation,BaselineImpact,Economic,Need,%,23,NA,NA,NA,NA,NA,Page 8,Failure of technical systems due to permafrost degradation.
5,Hydrocarbon Production,NA,Russia,NA,Damage Estimation,BaselineImpact,Economic,Need,%,29,NA,NA,NA,NA,NA,Page 8,Reduction of hydrocarbon production due to permafrost degradation.
6,Infrastructure,NA,Russia,NA,Damage Estimation,BaselineImpact,Economic,Need,%,40,NA,NA,NA,NA,NA,Page 8,Deformation of more than 40% of the infrastructure in permafrost areas.
7,Infrastructure,NA,Russia,NA,Damage Estimation,BaselineImpact,Economic,Need,trillion rubles,5,NA,NA,NA,NA,NA,Page 8,Damage from the degradation of permafrost by 2050.
8,Infrastructure,NA,Russia,NA,Damage Estimation,BaselineImpact,Economic,Need,trillion rubles,9,NA,NA,NA,NA,NA,Page 8,Damage caused to buildings and infrastructure due to the melting permafrost by 2050.
9,Infrastructure,Replacement,Russia,SSP5-8.5,Cost Estimation,BaselineImpact,Economic,Need,USD,105,NA,NA,NA,NA,NA,Page 8,"Total cost of infrastructure exposed to negative effects of permafrost melting, by middle of the 21st century. Units are billion USD."
10,Infrastructure,Asset Exposure,Russia,SSP5-8.5,Cost Estimation,BaselineImpact,Economic,Need,USD,301.1,NA,NA,NA,NA,NA,Page 8,Overall exposure of the assets may reach by the middle of the twenty-first century. Units are billion USD.
11,Residential Buildings,Replacement,Russia,NA,Cost Estimation,BaselineImpact,Economic,Need,%,53.8,NA,NA,NA,NA,NA,Page 8,Percentage of residential buildings needed to be replaced.
12,Social Institutions,Replacement,Russia,NA,Cost Estimation,BaselineImpact,Economic,Need,%,19.7,NA,NA,NA,NA,NA,Page 8,Percentage of social institutions needed to be replaced.
13,Critical Infrastructure,Replacement,Russia,NA,Cost Estimation,BaselineImpact,Economic,Need,%,18.8,NA,NA,NA,NA,NA,Page 8,Percentage of critical infrastructure facilities needed to be replaced.
14,Infrastructure,Replacement,Yamalo-Nenets,NA,Cost Estimation,BaselineImpact,Economic,Need,USD,52.3,NA,NA,NA,NA,NA,Page 8,Largest cost of the affected infrastructure in the Yamalo-Nenets Autonomous District. Units are billion USD.
15,Infrastructure,Replacement,Sakha,NA,Cost Estimation,BaselineImpact,Economic,Need,USD,21.3,NA,NA,NA,NA,NA,Page 8,Cost of the affected infrastructure in the Republic of Sakha. Units are billion USD.
16,Infrastructure,Replacement,Komi & Others,NA,Cost Estimation,BaselineImpact,Economic,Need,USD,8.5,NA,NA,NA,100%,10,Page 8,"Cost of the affected infrastructure in the Komi Republic, Nenets Autonomous District, and Krasnoyarsk Krai. Units are billion USD."
17,Road Infrastructure,Improvement,Russia,NA,Cost Estimation,AdaptationCost,Economic,Need,billion rubles per year,422.68,NA,NA,NA,100%,864.81,Page 8,Costs of the road infrastructure network improvements in the period 2020–2050.
18,Road Infrastructure,Maintenance,Russia,NA,Cost Estimation,AdaptationCost,Economic,Need,USD,7.0,NA,0%,7.0,100%,14.4,Page 8,Total costs for maintenance of road infrastructure owing to permafrost degradation in Russia’s northern regions by 2050. Units are billion USD.
19,Residential Infrastructure,Replacement,Russia,NA,Cost Estimation,AdaptationCost,Economic,Need,USD per year,0.5,NA,0%,0.5,100%,0.6,Page 8,Costs for replacement of residential infrastructure over 2020–2050. Units are billion USD.
20,Environment,Oil Spill Cleanup,Russia,NA,Damage Estimation,BaselineImpact,Economic,Need,billion rubles,148,NA,NA,NA,NA,NA,Page 8,Damage due to an accident at Thermal Power Station-3 in Norilsk.
21,Infrastructure,Maintenance,Russia,NA,Cost Estimation,AdaptationCost,Economic,Need,% of GRP,1,NA,NA,NA,NA,NA,Page 8,Financial burden for maintaining infrastructure units in Western Siberia.
22,Transportation,NA,Russia,RCP8.5,BaselineImpact,BaselineImpact [%],Economic,Need,%,40,NA,NA,NA,NA,NA,Page 9,Decrease in overland travel days and ice road operation days by the end of the century compared to nowadays.
23,Oil Extraction,NA,Russia,NA,BaselineImpact,BaselineImpact [%],Economic,Need,%,15,NA,NA,NA,NA,NA,Page 9,Losses of oil extraction due to the deformation of oil wells because of permafrost melting. Using midpoint of 10-20%
24,Healthcare,NA,Russia,NA,AdaptationCost,AdaptationCost [% of total annual healthcare budget],Fiscal,Need,%,3,NA,NA,NA,NA,NA,Page 9,"Costs in the healthcare sector equal 3% of the total annual healthcare budget, due to health-related risks of permafrost melting."
25,All,Regional Adaptation Policies,Russia,NA,AdaptationCost,AdaptationCost,Economic,N/A,% of GRP,1,NA,NA,NA,NA,NA,More Notes,Maintaining infrastructure in Western Siberia could cost 1% of GRP.
