,Impacted Sector,Solution,Country(ies),Scenario,Quantification,Expression,Type of Value,Sample,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Agriculture,Adaptation,Chile,All,Expected Relative Net Income,NonMonetaryBenefits,Economic,Need,USD,0,NA,NA,NA,NA,NA,Page 1,"The paper primarily discusses land-use adaptation in response to climate change and its impact on farm net income, employment, and land allocation in Chile. No specific quantitative economic metrics like ROI or NPV are provided on page 1. The 'Value' column is marked '0' due to the absence of explicit quantified values on this page."
1,Agriculture,Land Use Change,Chile,B240,Land Use,AvoidedImpact,Economic,Need,hectares,-38000,NA,NA,NA,NA,NA,Page 7,"Land devoted to annual crops declines by 7 percent relative to the baseline under the 2040 climate scenarios. This is relative to a baseline of 508,000 hectares, so it is a reduction of 38,000 ha."
2,Agriculture,Land Use Change,Chile,A240,Land Use,AvoidedImpact,Economic,Need,hectares,-38000,NA,NA,NA,NA,NA,Page 7,"Land devoted to annual crops declines by 7 percent relative to the baseline under the 2040 climate scenarios. This is relative to a baseline of 508,000 hectares, so it is a reduction of 38,000 ha."
3,Agriculture,Land Use Change,Chile,B240,Land Use,AvoidedImpact,Economic,Need,hectares,-36000,NA,NA,NA,NA,NA,Page 7,Fruit plantations also decline by 7 percent in the 2040 scenarios.  It is not clear what the baseline is.
4,Agriculture,Land Use Change,Chile,A240,Land Use,AvoidedImpact,Economic,Need,hectares,-36000,NA,NA,NA,NA,NA,Page 7,Fruit plantations also decline by 7 percent in the 2040 scenarios.  It is not clear what the baseline is.
5,Agriculture,Land Use Change,Chile,B270,Land Use,MonetaryBenefits,Economic,Need,hectares,21000,NA,NA,NA,NA,NA,Page 7,"Land of annual crops increases slightly by over 4 percent in the moderate scenario. This is relative to a baseline of 508,000 hectares, so it is an increase of 21,000 ha."
6,Agriculture,Land Use Change,Chile,A270,Land Use,AvoidedImpact,Economic,Need,hectares,-5000,NA,NA,NA,NA,NA,Page 7,"In the 2070 climate scenarios, the land of annual crops declines relative to the baseline by less than one percent in the severe scenario.  This is relative to a baseline of 508,000 hectares, so it is a reduction of 5,000 ha."
7,Agriculture,Land Use Change,Chile,A270,Land Use,MonetaryBenefits,Economic,Need,hectares,31000,NA,NA,NA,NA,NA,Page 7,Fruit plantations increase by 6 percent in 2070 under the severe scenario. It is not clear what the baseline is.
8,Agriculture,Land Use Change,Chile,B270,Land Use,MonetaryBenefits,Economic,Need,hectares,71000,NA,NA,NA,NA,NA,Page 7,Fruit plantations increase by 14 percent under the moderate scenario. It is not clear what the baseline is.
9,Agriculture,Land Use Change,Chile,Any,Land Use,AvoidedImpact,Economic,Need,hectares,0,NA,NA,NA,NA,NA,Page 7,Table grapes show significant losses of land under all the scenarios.
10,Agriculture,Land Use Change,Chile,Any,Land Use,MonetaryBenefits,Economic,Need,hectares,0,NA,NA,NA,NA,NA,Page 7,Avocado plantations are projected to expand geographically under all the scenarios.
11,Agriculture,Land Use Change,Chile,Any,Land Use,AvoidedImpact,Economic,Need,hectares,0,NA,NA,NA,NA,NA,Page 7,Pastures and forage lands as a whole decline across all the scenarios.
12,Forestry,Land Use Change,Chile,Any,Land Use,MonetaryBenefits,Economic,Need,hectares,0,NA,NA,NA,NA,NA,Page 7,Forestry land is expected to increase by approximately 2 to 3 percent under all the climate-change scenarios.
13,Forestry,Land Use Change,Chile,Any,Land Use,MonetaryBenefits,Economic,Need,hectares,83000,NA,NA,NA,NA,NA,Page 7,"Forestry land in 2040 is projected to increase by nearly 83,000 hectares (3 percent) over the baseline."
14,Agriculture,Adaptation,Chile,A240,Net Income,BaselineImpact [%],Monetary,N/A,%,-5,NA,NA,NA,NA,NA,Table 1,Net revenues in agriculture and forestry sectors decrease by 5% from baseline in 2040 under A240 scenario.
15,Agriculture,Adaptation,Chile,A270,Net Income,BaselineImpact [%],Monetary,N/A,%,-14,NA,NA,NA,NA,NA,Table 1,Net revenues in agriculture and forestry sectors decrease by 14% from baseline in 2070 under A270 scenario.
16,Agriculture,Adaptation,Chile,B240 or B270,Net Income,MonetaryBenefits [%],Monetary,N/A,%,0.01,NA,NA,NA,NA,NA,Table 1,Slight increase in net income over baseline in moderate climate-change scenarios (B240 and B270). A very small number was provided as a placeholder.
17,Agriculture,Adaptation,Chile,A270,Net Income,BaselineImpact [%],Monetary,N/A,%,-76,NA,NA,NA,NA,NA,Table 1,Net revenues from all fruit are expected to decline by 76% under severe change scenario A270 in the longer term.
18,Agriculture,Adaptation,Chile,B240 or B270,Net Income,BaselineImpact [%],Monetary,N/A,%,-31,NA,NA,NA,NA,NA,Table 1,Net revenues from all fruit are expected to decline by 31% under moderate change scenarios in the longer term.
19,Agriculture,Any,Chile,A240,Net Income,MonetaryBenefits,Monetary,Need,millions of USD,2277.88,NA,NA,NA,NA,NA,Table 2,"Net income for total agriculture under climate scenario A240, based on 2007 USD."
20,Agriculture,Any,Chile,A270,Net Income,MonetaryBenefits,Monetary,Need,millions of USD,2061.04,NA,NA,NA,NA,NA,Table 2,"Net income for total agriculture under climate scenario A270, based on 2007 USD."
21,Agriculture,Any,Chile,B240,Net Income,MonetaryBenefits,Monetary,Need,millions of USD,2434.24,NA,NA,NA,NA,NA,Table 2,"Net income for total agriculture under climate scenario B240, based on 2007 USD."
