,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
0,Economic growth rates,Global,Historical obs.,1979,No CC,Effect size,-1,NA,NA,NA,NA,NA,Page 1,"Reduced by increases in wet days and extreme daily rainfall, in addition to responding nonlinearly to the total annual and to the standardized monthly deviations of rainfall."
1,Economic growth rates,High-income,Historical obs.,1979,No CC,Effect size,-1,NA,NA,NA,NA,NA,Page 1,High-income nations and the service and manufacturing sectors are most strongly hindered by both measures of daily rainfall
2,Economic growth rates,Low-income,Historical obs.,1979,No CC,Effect size,1,NA,NA,NA,NA,NA,Page 1,Complements previous work that emphasized the beneficial effects of additional total annual rainfall
3,Economic growth,Global,Historical,2000,No CC,% points per s.d.,0,0,NA,NA,NA,NA,Fig. 2,Rainfall effect depends on total rainfall
4,Economic growth,Global,Historical,2000,No CC,% points per s.d.,0,0,NA,NA,NA,NA,Fig. 2,Effect of monthly rainfall deviations
5,Economic growth,Global,Historical,2000,No CC,% points per s.d.,0,0,NA,NA,NA,NA,Fig. 2,Impact of increased wet days
6,Economic growth,Global,Historical,2000,No CC,% points per s.d.,0,0,NA,NA,NA,NA,Fig. 2,Impact of extreme daily rainfall
7,Economic growth rates,Global,Historical observation data,2019,No CC,% points,0.77,NA,NA,NA,NA,NA,Fig. 3,Effect of a 1-s.d. shock in annual total rainfall. Sample mean: 0.77
8,Economic growth rates,Global,Historical observation data,2019,No CC,% points,-1.01,NA,NA,NA,NA,NA,Fig. 3,Effect of a 1-s.d. negative shock in monthly rainfall deviations. Sample mean: -1.01
9,Economic growth rates,Global,Historical observation data,2019,No CC,% points,-1.34,NA,NA,NA,NA,NA,Fig. 3,Effect of a 1-s.d. shock in number of wet days. Sample mean: -1.34
10,Economic growth rates,Global,Historical observation data,2019,No CC,% points,-0.43,NA,NA,NA,NA,NA,Fig. 3,Effect of a 1-s.d. shock in extreme daily rainfall. Sample mean: -0.43
11,Sectoral Growth,Global,Historical,1999,No CC,% change/SD rain,0,NA,NA,NA,NA,NA,Extended Data Fig. 4a,"Marginal effect of total annual rainfall on sectoral growth (agriculture, manufacturing, services). Values vary by sector/rainfall amount. A placeholder of 0 is used."
12,Sectoral Growth,Global,Historical,1999,No CC,% change/SD dev,0,NA,NA,NA,NA,NA,Extended Data Fig. 4b,"Effect of monthly rainfall deviations on sectoral growth (agriculture, manufacturing, services). Values vary by sector/deviation amount. A placeholder of 0 is used."
13,Sectoral Growth,Global,Historical,1999,No CC,% change/wet day,0,NA,NA,NA,NA,NA,Extended Data Fig. 4c,"Marginal effect of number of wet days on sectoral growth (agriculture, manufacturing, services). Values vary by sector/wet days. A placeholder of 0 is used."
14,Sectoral Growth,Global,Historical,1999,No CC,% change/deg C,0,NA,NA,NA,NA,NA,Extended Data Fig. 4d,"Effect of extreme daily rainfall (represented by annual mean temperature) on sectoral growth (agriculture, manufacturing, services). Values vary by sector/temperature. A placeholder of 0 is used."
